0	Index      	 *	Score 	Summary	Detail	
1	11262 34861	 * 	197.33	ACR|3VULN|2DMG|1AART|1ZMB|1DUR	1MBVNT|26aVULN|3aERES|4RCR|5AART|7DUR|8ZMB|9aDMG|aBPWR
483	11262 34367	   	170.57	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|26VULN|3ERES|4RCR|5AART|7DUR|8aDMG|9BEXP
484	11262 34383	   	170.57	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|26VULN|3ERES|4RCR|5AART|7DUR|89DMG|aBEXP
485	11262 34384	   	170.57	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|26VULN|3ERES|4RCR|5AART|7DUR|89DMG|aCGEN
486	11262 34386	   	170.57	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|26VULN|3ERES|4RCR|5AART|7DUR|89DMG|aLHND
487	11262 34387	   	170.57	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|26VULN|3ERES|4RCR|5AART|7DUR|89DMG|aRPLT
488	11262 34388	   	170.57	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|26VULN|3ERES|4RCR|5AART|7DUR|89DMG|aLIT
489	11262 38337	   	170.57	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|26VULN|3ERES|4RCR|5AART|7LHND|8aDMG|9DUR
490	11262 11381	   	170.57	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|27VULN|3ERES|4RCR|5AART|6FEWX|89DMG|aDUR
491	11262 21381	   	170.57	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|27VULN|3ERES|4RCR|5AART|6LHND|89DMG|aDUR
492	11262 38381	   	170.57	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|26VULN|3ERES|4RCR|5AART|7LHND|89DMG|aDUR
493	11662 33381	   	170.57	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|26VULN|3MLV|4RCR|5AART|7DUST|89DMG|aDUR
494	11262 34385	   	170.47	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|26VULN|3aERES|4RCR|5AART|7DUR|89DMG
495	17414 23281	   	170.47	ACR|4VULN|1AART|2DUR	1MBVNT|27BASHEA|3RCR|479aVULN|5AART|67DUR|7BPWR|8FEWX
496	17414 23381	   	170.47	ACR|4VULN|1AART|2DUR	1MBVNT|27BASHEA|3RCR|479aVULN|5AART|67DUR|7BPWR|8BEXP
497	17456 34213	 * 	170.44	ACR|3DMG|2VULN|2ZMB	1MBVNT|2aBASHEA|3RCR|49ZMB|5RPLT|67aDMG|8aVULN|aBPWR
498	17415 13621	   	170.44	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|2BASHEA|3RCR|47aVULN|5DMG|6AART|8DUR|9MLV
499	17415 14612	   	170.44	ACR|3DMG|1AART|1VULN|1DUR	1MBVNT|2BASHEA|3RCR|4VULN|579DMG|6AART|8DUR|aCGEN
500	17415 14613	   	170.44	ACR|3DMG|1AART|1VULN|1DUR	1MBVNT|2BASHEA|3RCR|4VULN|579DMG|6AART|8DUR|aFEWX
501	17415 14614	   	170.44	ACR|3DMG|1AART|1VULN|1DUR	1MBVNT|2BASHEA|3RCR|4VULN|579DMG|6AART|8DUR|aLWND
502	17487 13221	   	170.44	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|2BASHEA|3RCR|4DMG|5DUR|6AART|78aVULN|9MLV
503	11366 31215	   	170.42	DCR|3VULN|2DMG|1CDMG|1ZMB	1MBVNT|258VULN|38LWND|4CDMG|6FEWX|78DMG|8BPWR|9ZMB|aRCR
504	11264 28612	 * 	170.41	ACR|3VULN|3ASPD|1DMG|2ZMB	1MBVNT|279VULN|357ERES|4RCR|679ASPD|79BPWR|89ZMB|aDMG
505	17414 23781	   	170.37	ACR|4VULN|1AART|2DUR	1MBVNT|27BASHEA|3RCR|479aVULN|5AART|67DUR|7BPWR|8DUST
506	17415 14611	   	170.34	ACR|3DMG|1AART|1VULN|1DUR	1MBVNT|2BASHEA|3RCR|4VULN|579DMG|6AART|8DUR|aDUST
507	17477 14211	   	170.34	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|2BASHEA|3RCR|4TLV|5DUR|6AART|78aVULN|9DMG
508	65236 33311	   	170.33	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	13DUR|23VULN|3BPWR|4RCR|5LWND|6CGEN|7CDMG|8AART|9ERES|aDMG
509	11366 11215	   	170.32	DCR|3VULN|2DMG|1CDMG|1ZMB	1MBVNT|258VULN|38LWND|4CDMG|6DUST|78DMG|8BPWR|9ZMB|aRCR
510	26242 34311	 * 	170.22	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1aLHND|27ZMB|3aVULN|4DUR|5AART|6RCR|8DMG|9aMLV|aBPWR
511	11166 41215	   	170.22	DCR|3VULN|2DMG|1CDMG|1ZMB	1MBVNT|258VULN|38DUST|4CDMG|6BEXP|78DMG|8BPWR|9ZMB|aRCR
512	63256 31332	   	170.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	19DUR|2MBVNT|3ERES|4AART|5RCR|67VULN|8DMG|aCDMG
513	55222 41231	   	170.12	DCR|5VULN|2DUR|1ZMB|1ASPD	13LWND|23569VULN|36BPWR|46DUR|7ASPD|8RCR|aZMB
514	17414 23142	   	170.02	ACR|3VULN|1AART|1CDMG|2DUR	1MBVNT|27BASHEA|3RCR|47aVULN|5AART|67DUR|7BPWR|8CDMG|9BELT
515	11265 31381	   	169.97	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|27VULN|3ERES|4RCR|5LHND|6AART|89DMG|aDUR
516	11265 31337	   	169.97	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|27VULN|3ERES|4RCR|5LHND|6AART|8aDMG|9DUR
517	17412 54412	   	169.94	ACR|4VULN|1DMG|1ZMB|1DUR	1MBVNT|2BASHEA|3RCR|4568VULN|7DMG|9ZMB|aDUR
518	14434 12714	   	169.83	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1MBVNT|2aCGEN|3aCDMG|4DMG|5BELT|6AART|7DUR|8RCR|9aVULN|aBPWR
519	18722 14714	   	169.81	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1MBVNT|2aTLV|3BELT|4AART|5aDUR|6CDMG|7DMG|8RCR|9aVULN|aBPWR
520	11366 45343	 * 	169.68	DCR|3VULN|2AART|2CDMG|1SELL	1MBVNT|257VULN|37LWND|47CDMG|6aAART|7BPWR|8RCR|9SELL
521	24233 33213	 * 	169.66	DCR|2VULN|2DMG|1AART|1FLTHEA	1LHND|2DUST|3FLTHEA|4MBVNT|5AART|69DMG|78VULN|aRCR
522	11143 37728	   	169.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1MBVNT|27VULN|3DUST|47LHND|57DUR|6RCR|7BPWR|8AART|9ZMB|aDMG
523	12113 37728	   	169.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1MBVNT|27LHND|3DUST|47VULN|57DUR|6RCR|7BPWR|8AART|9ZMB|aDMG
524	23113 37728	   	169.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17LHND|2MBVNT|3DUST|47VULN|57DUR|6RCR|7BPWR|8AART|9ZMB|aDMG
525	17451 24611	   	169.64	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1MBVNT|2BASHEA|3RCR|45ZMB|6AART|7aVULN|8DUR|9DMG
526	65232 52112	   	169.63	ACR|3VULN|2DMG|3DUR	13aDUR|235VULN|3aBPWR|4RCR|6aDMG|79aFEWX|8RMIN
527	17412 54431	   	169.58	ACR|4VULN|2DMG	1MBVNT|2BASHEA|3RCR|4568VULN|7aDMG|9LIT
528	17414 65112	 * 	169.58	ACR|4VULN|2AART	1MBVNT|26BASHEA|3RCR|469aVULN|57AART|6BPWR|8BELT
529	25222 41224	   	169.49	DCR|4VULN|1AART|2DUR|1ASPD	13LHND|2356VULN|36BPWR|46DUR|7ASPD|8RCR|9DMSP|aAART
530	14438 73214	   	169.40	DCR|2VULN|2DMG|1CDMG|2DUR|1ZMB	1MBVNT|28CGEN|3CDMG|48DMG|5aDUR|6ZMB|78VULN|8BPWR|9RCR
531	11262 33162	   	169.39	ACR|4VULN|1AART|1CDMG	1MBVNT|2679VULN|3ERES|4RCR|5AART|8CGEN|aCDMG
532	31621 36225	   	169.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1BEXP|2ERES|3BELT|4AART|5aDMG|6RCR|7CDMG|8ASPD|9VULN
533	17412 85311	   	169.24	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|2BASHEA|3RCR|45aVULN|6CGEN|7DUR|8AART|9DMG
534	17412 23422	 * 	169.23	ACR|3VULN|2DMG|1FLTHEA	1MBVNT|29BASHEA|3RCR|459VULN|6LIT|7MLV|89DMG|9BPWR|aFLTHEA
535	17412 24422	   	169.23	ACR|3VULN|2DMG|1FLTHEA	1MBVNT|29BASHEA|3RCR|459VULN|6LIT|7CGEN|89DMG|9BPWR|aFLTHEA
536	17412 83422	   	169.23	ACR|3VULN|2DMG|1FLTHEA	1MBVNT|29BASHEA|3RCR|459VULN|6CGEN|7LIT|89DMG|9BPWR|aFLTHEA
537	17484 18243	   	169.23	ACR|3VULN|2DMG|1CDMG	1MBVNT|2aBASHEA|3RCR|4aDMG|5RMIN|6LWND|7CDMG|89aVULN|aBPWR
538	14434 64714	   	169.23	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1MBVNT|2aCGEN|3aCDMG|4DMG|5BELT|6DUR|7AART|8RCR|9aVULN|aBPWR
539	11312 67216	   	169.20	DCR|4VULN|2DMG|1DUR	1MBVNT|2458VULN|38LWND|68DMG|7RPLT|8BPWR|9RCR|aDUR
540	11412 67216	   	169.20	DCR|4VULN|2DMG|1DUR	1MBVNT|2458VULN|38BEXP|68DMG|7RPLT|8BPWR|9RCR|aDUR
541	11646 31216	 * 	169.15	DCR|2VULN|2DMG|3DUR|1CDMG|1ASPD	1MBVNT|28VULN|3MLV|48aDUR|5CDMG|6ASPD|78DMG|8BPWR|9RCR
542	17412 35311	   	169.14	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|2BASHEA|3RCR|45aVULN|6ERES|7DUR|8AART|9DMG
543	17413 12311	   	169.14	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|2BASHEA|3RCR|46aVULN|5DUR|7ERES|8AART|9DMG
544	17413 18311	   	169.14	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|2BASHEA|3RCR|46aVULN|5DUR|7TLV|8AART|9DMG
545	17413 34311	   	169.14	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|2BASHEA|3RCR|47aVULN|5DUR|6ERES|8AART|9DMG
546	17414 13147	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|27BASHEA|3RCR|47VULN|5AART|67BEXP|7BPWR|8CDMG|9DUR|aDMG
547	17412 33422	   	169.13	ACR|3VULN|2DMG|1FLTHEA	1MBVNT|29BASHEA|3RCR|459VULN|6ERES|7LIT|89DMG|9BPWR|aFLTHEA
548	17414 62172	 * 	169.13	ACR|3VULN|2AART|1FLTHEA	1MBVNT|26BASHEA|3RCR|469VULN|58AART|6BPWR|7FLTHEA|aRCVC
549	17414 62173	   	169.13	ACR|3VULN|2AART|1FLTHEA	1MBVNT|26BASHEA|3RCR|469VULN|58AART|6BPWR|7FLTHEA|aBELT
550	17486 14243	 * 	169.13	ACR|3VULN|2DMG|2ASPD	1MBVNT|2aBASHEA|3RCR|47DMG|5RPLT|6aASPD|89aVULN|aBPWR
551	11461 43341	   	169.13	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1MBVNT|26VULN|35BEXP|45CDMG|5BPWR|7AART|8RCR|9DUR|aDMG
552	24235 13213	   	169.06	DCR|2VULN|2DMG|1AART|1FLTHEA	1LHND|2DUST|3FLTHEA|4MBVNT|59DMG|6AART|78VULN|aRCR
553	54235 13213	   	169.06	DCR|2VULN|2DMG|1AART|1FLTHEA	1LWND|2DUST|3FLTHEA|4MBVNT|59DMG|6AART|78VULN|aRCR
554	11246 31216	   	169.05	DCR|2VULN|2DMG|3DUR|1CDMG|1ASPD	1MBVNT|28VULN|3ERES|48aDUR|5CDMG|6ASPD|78DMG|8BPWR|9RCR
555	17414 32147	   	169.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1MBVNT|2BASHEA|3RCR|4VULN|5AART|6aDMG|7RMIN|8CDMG|9DUR
556	17414 12147	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2BASHEA|3RCR|47VULN|5AART|6BEXP|8CDMG|9DUR|aDMG
557	17414 22127	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2BASHEA|3RCR|47VULN|5AART|6DUR|8CDMG|9LHND|aDMG
558	17414 22137	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2BASHEA|3RCR|47VULN|5AART|6DUR|8CDMG|9RCVC|aDMG
559	17414 22143	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2BASHEA|3RCR|47VULN|5AART|6DUR|8CDMG|9BELT|aDMG
560	17414 31372	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MBVNT|2BASHEA|3RCR|49VULN|5AART|6DMG|7RCVC|8CDMG|aASPD
561	17414 33161	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2BASHEA|3RCR|47VULN|5AART|6DMG|8LIT|9CDMG|aDUR
562	17414 33331	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2BASHEA|3RCR|47VULN|5AART|6DMG|8CDMG|9LIT|aDUR
563	17414 33353	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2BASHEA|3RCR|47VULN|5AART|6DMG|8CDMG|9CGEN|aDUR
564	17414 34161	   	169.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1MBVNT|2BASHEA|3RCR|4VULN|5AART|67DMG|8LIT|9CDMG|aDUR
565	17414 34331	   	169.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1MBVNT|2BASHEA|3RCR|4VULN|5AART|67DMG|8CDMG|9LIT|aDUR
566	17414 34353	   	169.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1MBVNT|2BASHEA|3RCR|4VULN|5AART|67DMG|8CDMG|9CGEN|aDUR
567	17414 63364	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MBVNT|26BASHEA|3RCR|46VULN|5AART|6BPWR|7ASPD|8CDMG|9LWND|aDMG
568	17414 68143	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|26BASHEA|3RCR|46VULN|5AART|6BPWR|7DUR|8CDMG|9BELT|aDMG
569	17414 76143	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2BASHEA|3RCR|49VULN|5AART|6CGEN|7DMG|8CDMG|aDUR
570	17488 23331	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2BASHEA|3RCR|4DMG|5AART|67VULN|8CDMG|9LIT|aDUR
571	17488 24331	   	169.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1MBVNT|2BASHEA|3RCR|47DMG|5AART|6VULN|8CDMG|9LIT|aDUR
572	17488 44331	   	169.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1MBVNT|2BASHEA|3RCR|46DMG|5AART|7VULN|8CDMG|9LIT|aDUR
573	17414 48123	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2BASHEA|3RCR|49VULN|5AART|6BELT|7DUR|8CDMG|aDMG
574	17414 62171	   	169.03	ACR|3VULN|2AART|1FLTHEA	1MBVNT|26BASHEA|3RCR|469VULN|58AART|6BPWR|7FLTHEA|aTLV
575	11112 67216	   	169.00	DCR|4VULN|2DMG|1DUR	1MBVNT|2458VULN|38DUST|68DMG|7RPLT|8BPWR|9RCR|aDUR
576	17414 33343	   	168.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2BASHEA|3RCR|47VULN|5AART|6DMG|8CDMG|9ERES|aDUR
577	17414 34343	   	168.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1MBVNT|2BASHEA|3RCR|4VULN|5AART|67DMG|8CDMG|9ERES|aDUR
578	17414 63347	   	168.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MBVNT|26BASHEA|3RCR|46VULN|5AART|6BPWR|7ASPD|8CDMG|9ERES|aDMG
579	17414 64147	   	168.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|26BASHEA|3RCR|46VULN|5AART|6BPWR|7DUST|8CDMG|9DUR|aDMG
580	17488 23343	   	168.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2BASHEA|3RCR|4DMG|5AART|67VULN|8CDMG|9ERES|aDUR
581	17488 24343	   	168.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1MBVNT|2BASHEA|3RCR|47DMG|5AART|6VULN|8CDMG|9ERES|aDUR
582	17488 44343	   	168.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1MBVNT|2BASHEA|3RCR|46DMG|5AART|7VULN|8CDMG|9ERES|aDUR
583	12818 21411	   	168.93	ACR|3VULN|2DMG|1ZMB|1DUR	1MBVNT|29LHND|3DUR|479VULN|5RCR|69DMG|8RPLT|9BPWR|aZMB
584	23818 21411	   	168.93	ACR|3VULN|2DMG|1ZMB|1DUR	19LHND|2MBVNT|3DUR|479VULN|5RCR|69DMG|8RPLT|9BPWR|aZMB
585	26232 46222	   	168.87	DCR|4VULN|1DMG|2ZMB|1DUR	1LHND|26ZMB|3456VULN|6BPWR|7DUR|8RCR|9DMSP|aDMG
586	17413 71145	   	168.82	ACR|3VULN|1AART|2ZMB|2DUR	1MBVNT|2BASHEA|3RCR|46aVULN|56DUR|6BPWR|78ZMB|9AART
587	17414 62711	 * 	168.79	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD|1SELL	1MBVNT|26BASHEA|3RCR|46VULN|5AART|6BPWR|7FLTHEA|8ASPD|9SELL|aDMG
588	11328 21871	   	168.73	ACR|3VULN|2DMG|1ZMB|1DUR	1MBVNT|278VULN|3LWND|4DUR|5RCR|6aDMG|9ZMB
589	17414 62841	   	168.69	ACR|3VULN|1AART|1FLTHEA|1ZMB	1MBVNT|26BASHEA|3RCR|469VULN|5AART|6BPWR|7FLTHEA|8ZMB|aBEXP
590	17414 62842	   	168.69	ACR|3VULN|1AART|1FLTHEA|1ZMB	1MBVNT|26BASHEA|3RCR|469VULN|5AART|6BPWR|7FLTHEA|8ZMB|aLHND
591	17414 66321	   	168.69	ACR|3VULN|1AART|1CDMG|1ZMB	1MBVNT|26BASHEA|3RCR|468VULN|5AART|6BPWR|7CDMG|9ZMB|aLIT
592	17414 66323	   	168.69	ACR|3VULN|1AART|1CDMG|1ZMB	1MBVNT|26BASHEA|3RCR|468VULN|5AART|6BPWR|7CDMG|9ZMB|aBEXP
593	11646 71212	   	168.65	DCR|3DMG|2VULN|1CDMG|1DUR	1MBVNT|28VULN|38MLV|4DUR|5CDMG|6NUKE|78aDMG|8BPWR|9RCR
594	11646 71214	   	168.65	DCR|3VULN|2DMG|1CDMG|1DUR	1MBVNT|28aVULN|38MLV|4DUR|5CDMG|6NUKE|78DMG|8BPWR|9RCR
595	22222 23316	   	168.65	DCR|2VULN|2DMG|1AART|1DUR	1aLHND|2CGEN|3aVULN|4CANSTR|5DMSP|6DUR|7RCR|8AART|9aDMG|aBPWR
596	22226 23316	   	168.65	DCR|2VULN|2DMG|1AART|1DUR	1aLHND|2CGEN|3aVULN|4CANSTR|5DUR|6RCVC|7RCR|8AART|9aDMG|aBPWR
597	32223 23316	   	168.65	DCR|2VULN|2DMG|1AART|1DUR	15aBEXP|2CGEN|3aVULN|4CANSTR|6DUR|7RCR|8AART|9aDMG|aBPWR
598	32226 23316	   	168.65	DCR|2VULN|2DMG|1AART|1DUR	1aBEXP|2CGEN|3aVULN|4CANSTR|5DUR|6RCVC|7RCR|8AART|9aDMG|aBPWR
599	52222 23316	   	168.65	DCR|2VULN|2DMG|1AART|1DUR	1aLWND|2CGEN|3aVULN|4CANSTR|5DMSP|6DUR|7RCR|8AART|9aDMG|aBPWR
600	52226 23316	   	168.65	DCR|2VULN|2DMG|1AART|1DUR	1aLWND|2CGEN|3aVULN|4CANSTR|5DUR|6RCVC|7RCR|8AART|9aDMG|aBPWR
601	52226 33316	   	168.65	DCR|2VULN|2DMG|1AART|1DUR	16aLWND|2CGEN|3aVULN|4CANSTR|5DUR|7RCR|8AART|9aDMG|aBPWR
602	11262 34157	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|269VULN|3ERES|4RCR|5AART|7DUR|8BEXP|aDMG
603	11262 34257	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|269VULN|3ERES|4RCR|5AART|7DUR|8LWND|aDMG
604	11262 34323	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|269VULN|3ERES|4RCR|5AART|7DUR|8DMG|aBEXP
605	11262 34324	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|269VULN|3ERES|4RCR|5AART|7DUR|8DMG|aCGEN
606	11262 34326	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|269VULN|3ERES|4RCR|5AART|7DUR|8DMG|aLHND
607	11262 34327	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|269VULN|3ERES|4RCR|5AART|7DUR|8DMG|aRPLT
608	11262 34328	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|269VULN|3ERES|4RCR|5AART|7DUR|8DMG|aLIT
609	11262 34563	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|268VULN|3ERES|4RCR|5AART|7DUR|9DMG|aBEXP
610	11262 34564	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|268VULN|3ERES|4RCR|5AART|7DUR|9DMG|aCGEN
611	11262 11321	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|279VULN|3ERES|4RCR|5AART|6FEWX|8DMG|aDUR
612	11262 11561	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|278VULN|3ERES|4RCR|5AART|6FEWX|9DMG|aDUR
613	11262 21321	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|279VULN|3ERES|4RCR|5AART|6LHND|8DMG|aDUR
614	11262 21561	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|278VULN|3ERES|4RCR|5AART|6LHND|9DMG|aDUR
615	11262 33261	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|267VULN|3ERES|4RCR|5AART|8LHND|9DMG|aDUR
616	11262 33361	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|267VULN|3ERES|4RCR|5AART|8BEXP|9DMG|aDUR
617	11262 38321	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|269VULN|3ERES|4RCR|5AART|7LHND|8DMG|aDUR
618	11262 41561	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|278VULN|3ERES|4RCR|5AART|6BEXP|9DMG|aDUR
619	11662 34823	   	168.60	ACR|2AART|2VULN|1DMG|1ZMB	1MBVNT|26VULN|3MLV|4RCR|5aAART|7RCVC|8ZMB|9DMG
620	17414 62843	   	168.59	ACR|3VULN|1AART|1FLTHEA|1ZMB	1MBVNT|26BASHEA|3RCR|469VULN|5AART|6BPWR|7FLTHEA|8ZMB|aAIRHEL
621	11262 34311	   	168.54	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|26aVULN|3ERES|4RCR|5AART|7DUR|8DMG|9SNIHEL
622	11262 34325	   	168.54	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|269VULN|3aERES|4RCR|5AART|7DUR|8DMG
623	11262 34517	   	168.54	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|268VULN|3ERES|4RCR|5AART|7DUR|9DUST|aDMG
624	11262 34537	   	168.54	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|268VULN|3ERES|4RCR|5AART|7DUR|9LEGI|aDMG
625	17414 13177	   	168.51	ACR|2VULN|1AART|1DMG|2CDMG	1MBVNT|27BASHEA|3RCR|47VULN|5AART|67BEXP|7BPWR|89CDMG|aDMG
626	25222 51161	   	168.51	DCR|3VULN|2DMG|1ZMB|1DUR	13LHND|235VULN|3BPWR|4DUR|6aDMG|7LWND|8RCR|9ZMB
627	35222 51161	   	168.51	DCR|3VULN|2DMG|1ZMB|1DUR	13BEXP|235VULN|3BPWR|4DUR|6aDMG|7LWND|8RCR|9ZMB
628	17414 62844	   	168.44	ACR|3VULN|1AART|1FLTHEA|1ZMB|1SELL	1MBVNT|26BASHEA|3RCR|469VULN|5AART|6BPWR|7FLTHEA|8ZMB|aSELL
629	17415 12147	   	168.43	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1MBVNT|2BASHEA|3RCR|4VULN|5aDMG|6AART|7RMIN|8CDMG|9DUR
630	17415 11372	   	168.43	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MBVNT|2BASHEA|3RCR|49VULN|5DMG|6AART|7RCVC|8CDMG|aASPD
631	17415 13161	   	168.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2BASHEA|3RCR|47VULN|5DMG|6AART|8LIT|9CDMG|aDUR
632	17415 13331	   	168.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2BASHEA|3RCR|47VULN|5DMG|6AART|8CDMG|9LIT|aDUR
633	17415 13353	   	168.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2BASHEA|3RCR|47VULN|5DMG|6AART|8CDMG|9CGEN|aDUR
634	17415 14161	   	168.43	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1MBVNT|2BASHEA|3RCR|4VULN|57DMG|6AART|8LIT|9CDMG|aDUR
635	17415 14331	   	168.43	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1MBVNT|2BASHEA|3RCR|4VULN|57DMG|6AART|8CDMG|9LIT|aDUR
636	17415 14353	   	168.43	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1MBVNT|2BASHEA|3RCR|4VULN|57DMG|6AART|8CDMG|9CGEN|aDUR
637	25222 55223	   	168.41	DCR|3VULN|1AART|1DMG|2DUR	13LHND|235VULN|3BPWR|47DUR|6DMG|8RCR|9DMSP|aAART
638	17414 12177	   	168.41	ACR|2VULN|1AART|1DMG|2CDMG	1MBVNT|2BASHEA|3RCR|47VULN|5AART|6BEXP|89CDMG|aDMG
639	17414 32177	   	168.41	ACR|2DMG|1AART|1VULN|2CDMG	1MBVNT|2BASHEA|3RCR|4VULN|5AART|6aDMG|7RMIN|89CDMG
640	17414 33321	   	168.41	ACR|2VULN|1AART|2CDMG|1DMG	1MBVNT|2BASHEA|3RCR|47VULN|5AART|6DMG|89CDMG|aLIT
641	17414 33323	   	168.41	ACR|2VULN|1AART|1DMG|2CDMG	1MBVNT|2BASHEA|3RCR|47VULN|5AART|6DMG|89CDMG|aBEXP
642	17414 33328	   	168.41	ACR|2VULN|1AART|1DMG|2CDMG	1MBVNT|2BASHEA|3RCR|47VULN|5AART|6DMG|89CDMG|aRMIN
