0	Index      	 *	Score 	Summary	Detail	
1	11132 14365	 * 	195.37	ACR|2AART|2VULN|2DMG|2ASPD|1DUR	1aLIT|27AART|3aVULN|46DMG|5RCR|8DUR|9aASPD|aBPWR
526	21313 36524	   	166.66	DCR|4VULN|1AART|1DUR	1FEWX|2AART|39LWND|4DUR|578aVULN|6RCR
527	21313 36541	   	166.66	DCR|4VULN|1AART|1DUR	1FEWX|2AART|3LWND|4DUR|578aVULN|6RCR|9CGEN
528	11333 15214	   	166.63	DCR|2AART|2DMG|1VULN|2ZMB	1LIT|23AART|47DMG|5DUST|68ZMB|9VULN|aRCR
529	23225 21354	   	166.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2DUR|3RCR|47RCVC|5AART|6DMG|8ZMB|9aVULN
530	11122 66523	   	166.58	ACR|4VULN|2AART	1LIT|29AART|378aVULN|4NUKE|5RCR|6LEGI
531	31316 36511	   	166.56	DCR|4VULN|1AART|1DUR	1LHND|2AART|378aVULN|4DUR|5DUST|6RCR|9MLV
532	31316 36531	   	166.56	DCR|4VULN|1AART|1DUR	1LHND|2AART|378aVULN|4DUR|5DUST|6RCR|9RMIN
533	51313 36511	   	166.56	DCR|4VULN|1AART|1DUR	1DUST|2AART|3LWND|4DUR|578aVULN|6RCR|9MLV
534	21313 36551	   	166.56	DCR|4VULN|1AART|1DUR	1FEWX|2AART|3LWND|4DUR|578aVULN|6RCR|9ERES
535	11132 11242	   	166.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2AART|3VULN|46DMG|5RCR|78BEXP|9CDMG|aDUR
536	11132 11266	   	166.23	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LIT|2AART|3VULN|46DMG|5RCR|78BEXP|9ASPD|aCDMG
537	11132 15264	   	166.23	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LIT|2AART|3VULN|46DMG|5RCR|7CGEN|8RPLT|9ASPD|aCDMG
538	11132 55126	   	166.23	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	1aLIT|2AART|3aVULN|4DMG|5RCR|6MBVNT|7DUR|8aASPD|9RCVC|aBPWR
539	11162 14131	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LIT|2AART|39VULN|4ASPD|5RCR|6DMG|7LWND|8FEWX|aCDMG
540	11162 14631	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LIT|2AART|38VULN|4ASPD|5RCR|6DMG|7LWND|9FEWX|aCDMG
541	11132 41542	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2AART|38VULN|4DMG|5RCR|6RCVC|7BEXP|9CDMG|aDUR
542	11112 21363	   	166.21	DCR|3VULN|1AART|1CDMG|1ASPD	1LIT|2AART|34aVULN|5RPLT|6RCR|7LHND|8CDMG|9ASPD
543	11112 21664	   	166.21	DCR|3VULN|1AART|1CDMG|1ASPD	1LIT|2AART|348VULN|5RPLT|6RCR|7LHND|9ASPD|aCDMG
544	11112 26164	   	166.21	DCR|3VULN|1AART|1CDMG|1ASPD	1LIT|2AART|347VULN|5RPLT|6RCR|8FEWX|9ASPD|aCDMG
545	11112 26551	   	166.21	DCR|3VULN|1AART|1CDMG|1ASPD	1aLIT|2AART|347VULN|5RPLT|6RCR|8CDMG|9ASPD
546	11112 26553	   	166.21	DCR|3VULN|1AART|1CDMG|1ASPD	1LIT|2AART|347VULN|5RPLT|6RCR|8CDMG|9ASPD|aBEXP
547	11132 13264	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LIT|2AART|3VULN|46DMG|5RCR|7TLV|8RPLT|9ASPD|aCDMG
548	11132 13342	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2AART|3VULN|46DMG|5RCR|7TLV|8CGEN|9CDMG|aDUR
549	11132 13631	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2AART|3VULN|46DMG|5RCR|7TLV|8DUR|9FEWX|aCDMG
550	11132 15642	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2AART|3VULN|46DMG|5RCR|7CGEN|8ERES|9CDMG|aDUR
551	11132 32632	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2AART|39VULN|4DMG|5RCR|6VENICY|7CDMG|8FEWX|aDUR
552	11132 57135	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2AART|39VULN|4DMG|5RCR|6MBVNT|7CDMG|8RPLT|aDUR
553	11132 21542	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2AART|38VULN|4DMG|5RCR|6CGEN|7TLV|9CDMG|aDUR
554	11132 33432	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2AART|38VULN|4DMG|5RCR|6VENICY|7FEWX|9CDMG|aDUR
555	11132 42542	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2AART|38VULN|4DMG|5RCR|6RCVC|7DUST|9CDMG|aDUR
556	11132 52131	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LIT|2AART|39VULN|4DMG|5RCR|6MBVNT|7FEWX|8ASPD|aCDMG
557	11132 54131	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LIT|2AART|39VULN|4DMG|5RCR|6MBVNT|7BEXP|8ASPD|aCDMG
558	11132 57316	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2AART|3VULN|4aDMG|5RCR|6MBVNT|7CDMG|8DUR|9LWND
559	11132 57326	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2AART|3VULN|4aDMG|5RCR|6MBVNT|7CDMG|8DUR|9FEWX
560	11132 57337	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2AART|3VULN|4aDMG|5RCR|6MBVNT|7CDMG|8DUR|9CGEN
561	11132 57347	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2AART|3VULN|4aDMG|5RCR|6MBVNT|7CDMG|8DUR|9RMIN
562	11132 62131	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LIT|2AART|39VULN|4DMG|5RCR|6LEGI|7BEXP|8ASPD|aCDMG
563	13651 26131	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LIT|2DUST|3BEXP|4RCR|59VULN|6AART|7DMG|8ASPD|aCDMG
564	62263 31313	   	166.11	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1TLV|23DUR|46DMG|5CDMG|7VULN|8RCR|9MBVNT|aAART
565	11112 26552	   	166.11	DCR|3VULN|1AART|1CDMG|1ASPD	1LIT|2AART|347VULN|5RPLT|6RCR|8CDMG|9ASPD|aERES
566	11112 24423	   	166.06	DCR|2AART|2VULN|1CDMG|1ZMB	1LIT|2aAART|34VULN|5RPLT|6RCR|7ZMB|8CDMG|9RMIN
567	11132 13661	   	166.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2AART|3VULN|46DMG|5RCR|7TLV|8DUR|9DUST|aCDMG
568	11132 32432	   	166.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2AART|39VULN|4DMG|5RCR|6VENICY|7CDMG|8DUST|aDUR
569	11132 55831	   	166.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2AART|39VULN|4DMG|5RCR|6MBVNT|7DUR|8TLV|aCDMG
570	11132 63131	   	166.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LIT|2AART|39VULN|4DMG|5RCR|6LEGI|7MBVNT|8ASPD|aCDMG
571	61323 11411	   	165.99	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1TLV|2RCR|3CGEN|49AART|5ASPD|6DMG|7CDMG|8LHND|aVULN
572	61323 11511	   	165.99	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1TLV|2RCR|3CGEN|49AART|5ASPD|6DMG|7CDMG|8FEWX|aVULN
573	61322 11211	   	165.99	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1TLV|2RCR|3CGEN|49AART|5MLV|6DMG|7CDMG|8DUR|aVULN
574	61323 56312	   	165.99	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1TLV|2RCR|3CGEN|48AART|5ASPD|6LWND|7CDMG|9VULN|aDMG
575	11131 61264	   	165.99	DCR|2AART|1VULN|1DMG|2CDMG|1DUR	1LIT|29AART|3VULN|4DMG|5DUR|6aCDMG|7FEWX|8RCR
576	31245 24115	   	165.96	DCR|2AART|2VULN|1CDMG|1ZMB	13LHND|27AART|3BPWR|4CDMG|5MBVNT|6RCR|8ZMB|9aVULN
577	11162 12254	   	165.96	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1LIT|2AART|3VULN|4ASPD|5RCR|6DMG|7ZMB|8BEXP|9aCDMG
578	11162 12354	   	165.96	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD	1LIT|2AART|3VULN|4ASPD|5RCR|6DMG|7ZMB|8LHND|9aCDMG
579	61323 11611	   	165.89	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1TLV|2RCR|3CGEN|49AART|5ASPD|6DMG|7CDMG|8DUST|aVULN
580	11132 32235	   	165.89	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1LIT|2AART|3aVULN|4DMG|5RCR|6VENICY|7CDMG|8SELL|9DUR
581	11131 62264	   	165.89	DCR|2AART|1VULN|1DMG|2CDMG|1DUR	1LIT|29AART|3VULN|4DMG|5DUR|6aCDMG|7DUST|8RCR
582	35231 13522	   	165.84	ACR|3VULN|1AART|1DMG|1DUR	17LHND|27TLV|3DUR|4RCR|5LWND|678VULN|7BPWR|9DMG|aAART
583	11131 61215	   	165.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2AART|3VULN|4aDMG|5DUR|6CDMG|7FEWX|8RCR|9LWND
584	11131 61245	   	165.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2AART|3VULN|4aDMG|5DUR|6CDMG|7FEWX|8RCR|9BEXP
585	11131 63245	   	165.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2AART|3VULN|4aDMG|5DUR|6CDMG|7LWND|8RCR|9BEXP
586	61155 22322	   	165.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1TLV|2RCR|3LWND|4ERES|5DUR|67VULN|8ZMB|9DMG|aAART
587	61165 22322	   	165.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1TLV|2RCR|3LWND|4DUR|5ERES|67VULN|8ZMB|9DMG|aAART
588	61561 22322	   	165.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1TLV|2RCR|37VULN|4DUR|5LWND|6ERES|8ZMB|9DMG|aAART
589	11112 23165	   	165.78	DCR|3VULN|1AART|2CDMG	1aLIT|2AART|34aVULN|58RPLT|6RCR|7RMIN|9aCDMG|aBPWR
590	11112 23425	   	165.78	DCR|3VULN|1AART|2CDMG	1aLIT|2AART|34aVULN|5RPLT|6RCR|79RMIN|8aCDMG|aBPWR
591	31324 22611	   	165.78	DCR|3VULN|1AART|1DMG	1aLHND|2AART|38aVULN|4LWND|5DLOT|6RCR|7DMG|9aBEXP|aBPWR
592	31324 24151	   	165.78	DCR|3VULN|1AART|1DMG	18LHND|2AART|389VULN|48LWND|5DLOT|6RCR|7RPLT|8BPWR|aDMG
593	11131 62215	   	165.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2AART|3VULN|4aDMG|5DUR|6CDMG|7DUST|8RCR|9LWND
594	11131 62225	   	165.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2AART|3VULN|4aDMG|5DUR|6CDMG|7DUST|8RCR|9FEWX
595	11131 62236	   	165.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2AART|3VULN|4aDMG|5DUR|6CDMG|7DUST|8RCR|9CGEN
596	11131 62245	   	165.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2AART|3VULN|4aDMG|5DUR|6CDMG|7DUST|8RCR|9BEXP
597	11132 57724	 * 	165.71	ACR|2DMG|1AART|1VULN|2CDMG	19aLIT|2AART|3VULN|4aDMG|5RCR|6MBVNT|7aCDMG|8BELT|aBPWR
598	11122 32543	   	165.69	ACR|3VULN|1AART|1CDMG|1ZMB	1LIT|2AART|38aVULN|4NUKE|5RCR|6ERES|7ZMB|9CDMG
599	11112 21626	   	165.68	DCR|3VULN|1AART|1DMG	1LIT|2AART|348VULN|5RPLT|6RCR|7LHND|9LWND|aDMG
600	11112 26126	   	165.68	DCR|3VULN|1AART|1DMG	1LIT|2AART|347VULN|5RPLT|6RCR|8FEWX|9LWND|aDMG
601	31156 26332	 * 	165.61	DCR|3AART|1VULN|1DMG|1CDMG|1ZMB	1LHND|238AART|4VULN|5BEXP|6DMG|7CDMG|9RCR|aZMB
602	11112 23446	   	165.58	DCR|3VULN|1AART|2CDMG	1LIT|2AART|349VULN|5RPLT|6RCR|7RMIN|8aCDMG
603	11112 26512	   	165.58	DCR|3VULN|1AART|2CDMG	1LIT|2AART|347VULN|5RPLT|6RCR|89CDMG|aFEWX
604	11112 26515	   	165.58	DCR|3VULN|1AART|2CDMG	1LIT|2AART|347VULN|5aRPLT|6RCR|89CDMG
605	11112 26516	   	165.58	DCR|3VULN|1AART|2CDMG	1LIT|2AART|347VULN|5RPLT|6RCR|89CDMG|aBEXP
606	11152 26513	   	165.58	DCR|3VULN|1AART|2CDMG	14LIT|2AART|37aVULN|5RPLT|6RCR|89CDMG
607	31324 22311	   	165.58	DCR|3VULN|1AART|1DMG	1LHND|2AART|39aVULN|4LWND|5DLOT|6RCR|7DMG|8CGEN
608	31324 22621	   	165.58	DCR|3VULN|1AART|1DMG	1LHND|2AART|38aVULN|4LWND|5DLOT|6RCR|7DMG|9RMIN
609	31324 24351	   	165.58	DCR|3VULN|1AART|1DMG	1LHND|2AART|389VULN|4LWND|5DLOT|6RCR|7RPLT|aDMG
610	61323 11111	   	165.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1TLV|2RCR|3CGEN|4AART|5ASPD|6DMG|7CDMG|8ZMB|9VULN|aLIT
611	61323 11116	   	165.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1TLV|2RCR|3CGEN|4AART|5ASPD|6DMG|7CDMG|8ZMB|9VULN|aLWND
612	61323 11153	   	165.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1TLV|2RCR|3CGEN|4AART|5ASPD|6DMG|7CDMG|8ZMB|9LWND|aVULN
613	61323 11425	   	165.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1TLV|2RCR|3CGEN|4AART|5ASPD|6DMG|7CDMG|8LHND|9VULN|aZMB
614	61323 11525	   	165.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1TLV|2RCR|3CGEN|4AART|5ASPD|6DMG|7CDMG|8FEWX|9VULN|aZMB
615	61322 11225	   	165.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2RCR|3CGEN|4AART|5MLV|6DMG|7CDMG|8DUR|9VULN|aZMB
616	11116 36521	   	165.54	DCR|3AART|2VULN|1CDMG|1ZMB	1LIT|257AART|34VULN|6CDMG|8RCR|9ZMB|aDMSP
617	11116 36522	   	165.54	DCR|3AART|2VULN|1CDMG|1ZMB	1LIT|257AART|34VULN|6CDMG|8RCR|9ZMB|aBELT
618	11116 36523	   	165.54	DCR|3AART|2VULN|1CDMG|1ZMB	1LIT|257AART|34VULN|6CDMG|8RCR|9ZMB|aRCVC
619	11132 11345	   	165.51	ACR|2DMG|1AART|1VULN|2CDMG	1LIT|2AART|3VULN|46DMG|5RCR|7BEXP|8MBVNT|9aCDMG
620	11132 12254	   	165.51	ACR|2DMG|1AART|1VULN|2CDMG	1LIT|2AART|3VULN|46DMG|5RCR|7DUST|8BEXP|9aCDMG
621	11132 12354	   	165.51	ACR|2DMG|1AART|1VULN|2CDMG	1LIT|2AART|3VULN|46DMG|5RCR|7DUST|8LHND|9aCDMG
622	11132 57131	   	165.51	ACR|2VULN|1AART|1DMG|2CDMG	1LIT|2AART|39VULN|4DMG|5RCR|6MBVNT|7aCDMG|8RPLT
623	11132 57543	   	165.51	ACR|2VULN|1AART|1DMG|2CDMG	1LIT|2AART|3aVULN|4DMG|5RCR|6MBVNT|78CDMG|9RPLT
624	31324 22111	   	165.48	DCR|3VULN|1AART|1DMG	1LHND|2AART|39aVULN|4LWND|5DLOT|6RCR|7DMG|8ERES
625	31324 22661	   	165.48	DCR|3VULN|1AART|1DMG	1LHND|2AART|38aVULN|4LWND|5DLOT|6RCR|7DMG|9TLV
626	31364 22311	   	165.48	DCR|3VULN|1AART|1DMG	1LHND|2AART|39aVULN|4DUST|5DLOT|6RCR|7DMG|8CGEN
627	61323 11114	   	165.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1aTLV|2RCR|3CGEN|4AART|5ASPD|6DMG|7CDMG|8ZMB|9VULN
628	61323 11133	   	165.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1TLV|2RCR|3CGEN|4AART|5ASPD|6DMG|7CDMG|8ZMB|9DUST|aVULN
629	61323 11143	   	165.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1TLV|2RCR|3CGEN|4AART|5ASPD|6DMG|7CDMG|8ZMB|9BASICY|aVULN
630	61323 11333	   	165.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1TLV|2RCR|3CGEN|4AART|5ASPD|6DMG|7CDMG|8AIRHEL|9ZMB|aVULN
631	61323 11625	   	165.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1TLV|2RCR|3CGEN|4AART|5ASPD|6DMG|7CDMG|8DUST|9VULN|aZMB
632	11136 24622	   	165.42	DCR|3VULN|1AART|1DMG|1DUR	1LIT|2AART|35aVULN|4DMG|6LHND|7DUR|8CGEN|9RCR
633	11132 44342	   	165.39	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	1LIT|27AART|3VULN|4DMG|5RCR|6RCVC|8aDUR|9CDMG
634	23231 15362	   	165.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2DUR|3RCR|4ZMB|5LWND|69VULN|7AART|8RPLT|aDMG
635	31364 22111	   	165.38	DCR|3VULN|1AART|1DMG	1LHND|2AART|39aVULN|4DUST|5DLOT|6RCR|7DMG|8ERES
