0	Index      	 *	Score 	Summary	Detail	
1	23122 43551	 * 	191.03	DCR|3VULN|2DMG|1AART|1ZMB|1SELL	1MLV|289VULN|3SELL|4aDMG|5ZMB|6RCR|7AART
482	33231 25413	 * 	164.32	ACR|2DMG|2AART|2ASPD|1DUR	1RCR|28LIT|34LHND|58DMG|68ASPD|7aAART|8BPWR|9DUR
483	31163 53161	   	164.28	ACR|3VULN|1AART|1ZMB|1ASPD	1RCR|26DUST|3ASPD|47aVULN|5ZMB|8TLV|9AART
484	34622 23224	   	164.25	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1RCR|2SELL|3DMSP|46DMG|567DUST|6BPWR|8CDMG|9AART|aVULN
485	31511 51335	   	164.25	ACR|2DMG|1AART|1VULN|1ZMB	1RCR|2DUST|3FEWX|48DMG|5AART|6VULN|7MLV|9ERES|aZMB
486	31553 25221	   	164.25	ACR|2VULN|1AART|1DMG|1ZMB	1RCR|2aDUST|3FEWX|4aVULN|5AART|6ZMB|7DMG|8aTLV|9BELT|aBPWR
487	31553 25331	   	164.25	ACR|2DMG|1AART|1VULN|1ZMB	1RCR|2DUST|3FEWX|4VULN|5AART|6ZMB|78DMG|9ERES|aDMSP
488	31553 25333	   	164.25	ACR|2DMG|1AART|1VULN|1ZMB	1RCR|2DUST|3FEWX|4VULN|5AART|6ZMB|78DMG|9ERES|aRPLT
489	33215 31435	   	164.23	ACR|2DMG|1AART|1VULN|2DUR|1SELL	1RCR|2LIT|3LHND|4VULN|56DMG|7AART|8aDUR|9SELL
490	31162 34214	   	164.22	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1RCR|2DUST|3ASPD|45VULN|6CGEN|7DUR|8DMG|9LIT|aAART
491	35521 33335	   	164.22	ACR|2DMG|2AART|1CDMG|1DUR	1RCR|2aERES|3CDMG|4aDMG|5DUR|6CGEN|78AART|9aBEXP|aBPWR
492	33542 13315	   	164.20	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1RCR|26LIT|3SELL|4ZMB|5DMG|7VULN|8ASPD|9CDMG|aAART
493	33542 33315	   	164.20	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1RCR|2LIT|3SELL|4ZMB|5DMG|6RCVC|7VULN|8ASPD|9CDMG|aAART
494	52522 41223	   	164.16	DCR|2VULN|2DMG|1CDMG|1ZMB	1ERES|2LWND|3CDMG|47DMG|5ZMB|6RCR|8aVULN|9RCVC
495	31553 25332	   	164.15	ACR|2DMG|1AART|1VULN|1ZMB	1RCR|2DUST|3FEWX|4VULN|5AART|6ZMB|78DMG|9aERES
496	33431 33432	   	164.13	ACR|2DMG|1VULN|1CDMG|2DUR|1ZMB	1RCR|23LIT|46DUR|56DMG|6BPWR|7MBVNT|8CDMG|9ZMB|aVULN
497	31161 23414	   	164.12	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1RCR|2DUST|3ASPD|48VULN|5DUR|6TLV|7DMG|9LIT|aAART
498	35521 33151	   	164.12	ACR|2DMG|2AART|1CDMG|1DUR	1RCR|2ERES|3CDMG|4aDMG|5DUR|68CGEN|79AART
499	35521 33311	   	164.12	ACR|2DMG|2AART|1CDMG|1DUR	1RCR|2ERES|3CDMG|4aDMG|5DUR|69CGEN|78AART
500	33431 35142	   	164.10	ACR|2VULN|2DMG|2DUR|1ASPD	1RCR|23LIT|46DUR|56DMG|6BPWR|79VULN|8LHND|aASPD
501	12142 71271	 * 	164.07	DCR|4VULN|1AART|2ASPD	1DUST|2MBVNT|36ASPD|457aVULN|8RCR|9AART
502	35521 33361	   	164.02	ACR|2DMG|2AART|1CDMG|1DUR	1RCR|29ERES|3CDMG|4aDMG|5DUR|6CGEN|78AART
503	33113 11415	   	163.99	ACR|2VULN|1AART|1DMG|1CDMG	1RCR|2LIT|3LEGI|49VULN|5CGEN|6LHND|7CDMG|8DMG|aAART
504	33213 11415	   	163.99	ACR|2VULN|1AART|1DMG|1CDMG	1RCR|2LIT|3LHND|49VULN|5CGEN|6LEGI|7CDMG|8DMG|aAART
505	33221 46325	   	163.99	ACR|2VULN|1AART|1DMG|1CDMG	1RCR|24LIT|3LHND|5DMG|69VULN|7CDMG|8LSRREG|aAART
506	33231 46325	   	163.99	ACR|2VULN|1AART|1DMG|1CDMG	1RCR|2LIT|34LHND|5DMG|69VULN|7CDMG|8LSRREG|aAART
507	33431 32151	   	163.98	ACR|2DMG|1AART|1VULN|2DUR	1RCR|237LIT|46DUR|56DMG|6BPWR|8AART|9VULN|aRCVC
508	33431 32152	   	163.98	ACR|2DMG|1AART|1VULN|2DUR	1RCR|237LIT|46DUR|56DMG|6BPWR|8AART|9VULN|aMLV
509	33431 32153	   	163.98	ACR|2DMG|1AART|1VULN|2DUR	1RCR|237LIT|46DUR|56DMG|6BPWR|8AART|9VULN|aLHND
510	33431 32156	   	163.98	ACR|2DMG|1AART|1VULN|2DUR	1RCR|237LIT|46DUR|56DMG|6BPWR|8AART|9VULN|aCGEN
511	35362 22216	   	163.98	ACR|3VULN|1AART|1ZMB|1ASPD	1RCR|2ERES|36LHND|456VULN|6BPWR|7CGEN|8ZMB|9ASPD|aAART
512	34625 22211	   	163.95	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1RCR|2SELL|3DMSP|46DMG|567LWND|6BPWR|8CDMG|9VULN|aAART
513	31135 23311	 * 	163.92	ACR|2DMG|3CDMG|1AART|1ASPD	1RCR|2aDUST|3ASPD|47aCDMG|5aDMG|68RCVC|9AART|aBPWR
514	33112 11415	   	163.89	ACR|2VULN|1AART|1DMG|1CDMG	1RCR|2LIT|3LEGI|49VULN|5ERES|6LHND|7CDMG|8DMG|aAART
515	33121 46325	   	163.89	ACR|2VULN|1AART|1DMG|1CDMG	1RCR|24LIT|3LEGI|5DMG|69VULN|7CDMG|8LSRREG|aAART
516	33212 11415	   	163.89	ACR|2VULN|1AART|1DMG|1CDMG	1RCR|2LIT|3LHND|49VULN|5ERES|6LEGI|7CDMG|8DMG|aAART
517	31635 22216	   	163.89	ACR|2VULN|1AART|1DMG|1CDMG	1RCR|2DUST|3CGEN|4CDMG|5DMG|6RCVC|78VULN|9ERES|aAART
518	31316 32626	   	163.88	ACR|2VULN|1AART|1DMG|2DUR	1RCR|2aDUST|3RPLT|4aDUR|5RCVC|6FEWX|7DMG|8AART|9aVULN|aBPWR
519	34226 12532	   	163.86	ACR|2VULN|1AART|1DMG|1ZMB|2SELL	1RCR|27SELL|3ERES|4DMG|5AART|6CGEN|89VULN|aZMB
520	35126 12532	   	163.86	ACR|2VULN|1AART|1DMG|1ZMB|2SELL	1RCR|2ERES|37SELL|4DMG|5AART|6CGEN|89VULN|aZMB
521	33215 36125	   	163.85	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1RCR|2LIT|3LHND|4VULN|56DMG|7CDMG|8SELL|9LWND|aAART
522	35362 21413	   	163.84	ACR|4VULN|1DMG|1DUR	1RCR|2ERES|36LHND|4567VULN|6BPWR|8TLV|9DMG|aDUR
523	31136 21346	 * 	163.78	ACR|2VULN|1DMG|3DUR|1CDMG|1ASPD	1RCR|26DUST|3ASPD|4CDMG|568DUR|6BPWR|7DMG|9aVULN
524	33431 13146	   	163.77	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1RCR|23LIT|4DUR|5aDMG|6CDMG|7AART|8BEXP|9ZMB
525	33431 13353	   	163.77	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1RCR|23LIT|4DUR|5aDMG|6CDMG|7AART|8CGEN|9ZMB
526	33431 13553	   	163.77	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1RCR|23LIT|4DUR|5aDMG|6CDMG|7AART|8RMIN|9ZMB
527	32222 32155	 * 	163.74	ACR|3DMG|1AART|1VULN|1CDMG|1DUR|1MSE	1RCR|2MSE|3CDMG|4BELT|567DMG|8DUR|9AART|aVULN
528	31162 33115	   	163.74	ACR|4VULN|1DMG|1ASPD	1RCR|2DUST|3ASPD|457aVULN|6CGEN|8TLV|9DMG
529	31162 33664	   	163.74	ACR|4VULN|1DMG|1ASPD	1RCR|2DUST|3ASPD|457aVULN|6CGEN|8DMG|9MBVNT
530	33215 31143	   	163.69	ACR|2DMG|2AART|1VULN	1RCR|2LIT|3LHND|4VULN|56DMG|7aAART|8FEWX|9LWND
531	33215 31521	   	163.69	ACR|2DMG|2AART|1VULN	1RCR|2LIT|3LHND|4VULN|56DMG|78AART|9RPLT|aFEWX
532	33215 31523	   	163.69	ACR|2DMG|2AART|1VULN	1RCR|2aLIT|3LHND|4VULN|56DMG|78AART|9RPLT
533	33215 31562	   	163.69	ACR|2DMG|2AART|1VULN	1RCR|29LIT|3LHND|4VULN|56DMG|78AART|aCGEN
534	33215 31563	   	163.69	ACR|2DMG|2AART|1VULN	1RCR|29LIT|3LHND|4VULN|56DMG|78AART|aMLV
535	33215 31621	   	163.69	ACR|2DMG|2AART|1VULN	1RCR|2LIT|3LHND|4VULN|56DMG|79AART|8RPLT|aFEWX
536	33215 31623	   	163.69	ACR|2DMG|2AART|1VULN	1RCR|2aLIT|3LHND|4VULN|56DMG|79AART|8RPLT
537	33221 41552	   	163.69	ACR|2VULN|2AART|1DMG	1RCR|24LIT|3LHND|5DMG|69VULN|78AART|aCGEN
538	33221 41553	   	163.69	ACR|2VULN|2AART|1DMG	1RCR|24LIT|3LHND|5DMG|69VULN|78AART|aMLV
539	33231 41552	   	163.69	ACR|2VULN|2AART|1DMG	1RCR|2LIT|34LHND|5DMG|69VULN|78AART|aCGEN
540	33231 41553	   	163.69	ACR|2VULN|2AART|1DMG	1RCR|2LIT|34LHND|5DMG|69VULN|78AART|aMLV
541	33265 31153	   	163.69	ACR|2DMG|2AART|1VULN	1RCR|2LIT|3LHND|4LWND|56DMG|7aAART|8FEWX|9VULN
542	33635 21163	   	163.69	ACR|2DMG|2AART|1VULN	1RCR|2LIT|3BEXP|4LHND|56DMG|7aAART|8FEWX|9VULN
543	34151 23225	   	163.69	ACR|4VULN|1DMG|1DUR|1SELL	1RCR|2SELL|3BEXP|4DUR|5678VULN|9LWND|aDMG
544	33121 41552	   	163.59	ACR|2VULN|2AART|1DMG	1RCR|24LIT|3LEGI|5DMG|69VULN|78AART|aCGEN
545	33121 41553	   	163.59	ACR|2VULN|2AART|1DMG	1RCR|24LIT|3LEGI|5DMG|69VULN|78AART|aMLV
546	33135 21163	   	163.59	ACR|2DMG|2AART|1VULN	1RCR|2LIT|3LEGI|4LHND|56DMG|7aAART|8FEWX|9VULN
547	33135 21553	   	163.59	ACR|2DMG|2AART|1VULN	1RCR|2LIT|3LEGI|4LHND|56DMG|78AART|9VULN|aCGEN
548	33215 31133	   	163.59	ACR|2DMG|2AART|1VULN	1RCR|2LIT|3LHND|4VULN|56DMG|7aAART|8FEWX|9DUST
549	33215 31513	   	163.59	ACR|2DMG|2AART|1VULN	1RCR|2LIT|3LHND|4VULN|56DMG|78AART|9DUST|aCGEN
550	33215 31515	   	163.59	ACR|2DMG|2AART|1VULN	1RCR|2LIT|3aLHND|4VULN|56DMG|78AART|9DUST
551	33215 31522	   	163.59	ACR|2DMG|2AART|1VULN	1RCR|2LIT|3LHND|4VULN|56DMG|78AART|9RPLT|aTLV
552	33215 31561	   	163.59	ACR|2DMG|2AART|1VULN	1RCR|29LIT|3LHND|4VULN|56DMG|78AART|aDUST
553	33215 31622	   	163.59	ACR|2DMG|2AART|1VULN	1RCR|2LIT|3LHND|4VULN|56DMG|79AART|8RPLT|aTLV
554	33221 41551	   	163.59	ACR|2VULN|2AART|1DMG	1RCR|24LIT|3LHND|5DMG|69VULN|78AART|aDUST
555	33231 41551	   	163.59	ACR|2VULN|2AART|1DMG	1RCR|2LIT|34LHND|5DMG|69VULN|78AART|aDUST
556	33255 21163	   	163.59	ACR|2DMG|2AART|1VULN	1RCR|2LIT|3LHND|4DUST|56DMG|7aAART|8FEWX|9VULN
557	33635 21263	   	163.59	ACR|2DMG|2AART|1VULN	1RCR|2LIT|3BEXP|4LHND|56DMG|7aAART|8LEGI|9VULN
558	34531 23225	   	163.59	ACR|4VULN|1DMG|1DUR|1SELL	1RCR|2SELL|3DUST|4DUR|5678VULN|9LWND|aDMG
559	34531 23235	   	163.59	ACR|4VULN|1DMG|1DUR|1SELL	1RCR|2SELL|3DUST|4DUR|5678VULN|9BEXP|aDMG
560	31162 33345	   	163.54	ACR|5VULN|1ASPD|1DUR	1RCR|2DUST|3ASPD|4579aVULN|6CGEN|8DUR
561	31311 12145	   	163.52	ACR|2DMG|2AART|1CDMG|1DUR	1RCR|2DUST|3RPLT|4DUR|59DMG|6BEXP|7CDMG|8aAART
562	31311 62145	   	163.52	ACR|2DMG|2AART|1CDMG|1DUR	1RCR|2DUST|3RPLT|4DUR|59DMG|6FEWX|7CDMG|8aAART
563	33121 41551	   	163.49	ACR|2VULN|2AART|1DMG	1RCR|24LIT|3LEGI|5DMG|69VULN|78AART|aDUST
564	33215 31514	   	163.49	ACR|2DMG|2AART|1VULN	1RCR|2LIT|3LHND|4VULN|56DMG|78AART|9DUST|aTLV
565	33255 21263	   	163.49	ACR|2DMG|2AART|1VULN	1RCR|2LIT|3LHND|4DUST|56DMG|7aAART|8LEGI|9VULN
566	23436 31133	   	163.48	DCR|2VULN|2DMG|2CDMG|1ZMB	1MLV|2aVULN|3ERES|4ZMB|5aCDMG|6BEXP|7aDMG|8RMIN|9RCR|aBPWR
567	62222 32741	 * 	163.42	DCR|3DMG|1AART|2CDMG|1DUR	1DUR|2MBVNT|3aCDMG|4BELT|567DMG|8RCR|9AART
568	31162 33635	   	163.38	ACR|3VULN|1DMG|1CDMG|1ASPD	1RCR|2DUST|3ASPD|457VULN|6CGEN|8DMG|9RPLT|aCDMG
569	31231 23435	   	163.38	ACR|3VULN|1DMG|1CDMG|1DUR	1RCR|2DUST|3CDMG|4DUR|567VULN|89BEXP|aDMG
570	31231 26225	   	163.38	ACR|3VULN|1DMG|1CDMG|1DUR	1RCR|2DUST|3CDMG|4DUR|568VULN|7DMSP|9LWND|aDMG
571	31231 26235	   	163.38	ACR|3VULN|1DMG|1CDMG|1DUR	1RCR|2DUST|3CDMG|4DUR|568VULN|7DMSP|9BEXP|aDMG
572	31245 33115	   	163.38	ACR|3VULN|1DMG|1CDMG|1DUR	1RCR|2DUST|3CDMG|4RMIN|5DMG|6DUR|79aVULN|8LIT
573	35521 13116	   	163.38	ACR|3VULN|1DMG|1CDMG|1DUR	1RCR|2ERES|3CDMG|4DMG|5DUR|6FEWX|79aVULN|8LIT
574	35521 24121	   	163.38	ACR|3DMG|1VULN|1CDMG|1DUR	1RCR|2ERES|3CDMG|489DMG|5DUR|6aBELT|7VULN
575	35521 24122	   	163.38	ACR|3DMG|1VULN|1CDMG|1DUR	1RCR|2ERES|3CDMG|489DMG|5DUR|6BELT|7VULN|aMLV
576	35521 24123	   	163.38	ACR|3DMG|1VULN|1CDMG|1DUR	1RCR|2ERES|3CDMG|489DMG|5DUR|6BELT|7VULN|aRCVC
577	35523 32334	   	163.38	ACR|3VULN|1DMG|1CDMG|1ASPD	1RCR|2ERES|3CDMG|4DMG|5ASPD|6LWND|79aVULN|8LIT
578	31131 14153	   	163.38	ACR|3VULN|1DMG|1CDMG|1ASPD	1RCR|2DUST|3ASPD|4CDMG|5BELT|6RMIN|79aVULN|8DMG
579	31131 31353	   	163.38	ACR|3VULN|1DMG|1CDMG|1ASPD	1RCR|2DUST|3ASPD|4CDMG|5BELT|6DMG|7RMIN|89aVULN
580	31635 33116	   	163.38	ACR|3VULN|1DMG|1CDMG|1DUR	1RCR|2DUST|3CGEN|4CDMG|5DMG|6DUR|79aVULN|8LIT
581	33411 22635	   	163.38	ACR|3VULN|1DMG|1CDMG|1ASPD	1RCR|23LIT|4DUST|5DMG|6ASPD|7CDMG|89aVULN
582	33433 15121	   	163.38	ACR|2VULN|1AART|2CDMG|2DUR	1RCR|236LIT|48DUR|58CDMG|78VULN|8BPWR|9AART|aMLV
583	33433 15122	   	163.38	ACR|2VULN|1AART|2CDMG|2DUR	1RCR|236LIT|48DUR|58CDMG|78VULN|8BPWR|9AART|aBEXP
584	33135 21551	   	163.35	ACR|2DMG|2AART|1VULN|1SELL	1RCR|2LIT|3LEGI|4LHND|56DMG|78AART|9VULN|aSELL
585	33215 31511	   	163.35	ACR|2DMG|2AART|1VULN|1SELL	1RCR|2LIT|3LHND|4VULN|56DMG|78AART|9DUST|aSELL
586	31131 34153	   	163.28	ACR|3VULN|1DMG|1CDMG|1ASPD	1RCR|2DUST|3ASPD|4CDMG|5BELT|6DMG|79aVULN|8NUKE
587	31166 53223	   	163.28	ACR|3VULN|1DMG|1CDMG|1ASPD	1RCR|2DUST|3ASPD|47aVULN|5CDMG|6DMG|8ERES|9RCVC
588	31231 22555	   	163.28	ACR|3VULN|1DMG|1CDMG|1DUR	1RCR|2DUST|3CDMG|4DUR|568VULN|7MLV|9TLV|aDMG
589	31231 23155	   	163.28	ACR|3VULN|1DMG|1CDMG|1DUR	1RCR|2DUST|3CDMG|4DUR|567VULN|8RMIN|9TLV|aDMG
590	31231 23625	   	163.28	ACR|3VULN|1DMG|1CDMG|1DUR	1RCR|28DUST|3CDMG|4DUR|567VULN|9LWND|aDMG
591	31231 23635	   	163.28	ACR|3VULN|1DMG|1CDMG|1DUR	1RCR|28DUST|3CDMG|4DUR|567VULN|9BEXP|aDMG
592	31162 61512	   	163.28	ACR|3VULN|1DMG|2ASPD|1DUR	1RCR|2DUST|36ASPD|457VULN|8DUR|9DMG|aMLV
593	31162 61513	   	163.28	ACR|3VULN|1DMG|2ASPD|1DUR	1RCR|2DUST|36ASPD|457VULN|8DUR|9DMG|aRCVC
594	31331 32356	   	163.28	ACR|2VULN|1AART|1DMG|2DUR	1RCR|2aDUST|3RPLT|4DMSP|5aVULN|6LWND|7DMG|8aDUR|9AART|aBPWR
595	31341 32356	   	163.28	ACR|2VULN|1AART|1DMG|2DUR	1RCR|2aDUST|3RPLT|4RCVC|5aVULN|6LWND|7DMG|8aDUR|9AART|aBPWR
596	33433 15123	   	163.28	ACR|2VULN|1AART|2CDMG|2DUR	1RCR|236LIT|48DUR|58CDMG|78VULN|8BPWR|9AART|aLSRREG
597	33433 15124	   	163.28	ACR|2VULN|1AART|2CDMG|2DUR	1RCR|236LIT|48DUR|58CDMG|78VULN|8BPWR|9AART|aTLV
598	33433 15125	   	163.28	ACR|2VULN|1AART|2CDMG|2DUR	1RCR|236LIT|48DUR|58CDMG|78VULN|8BPWR|9AART|aSNIHEL
599	33215 31661	   	163.25	ACR|2DMG|1AART|1VULN|1ZMB	1RCR|2LIT|3LHND|4VULN|56DMG|7AART|8RPLT|9ZMB|aFEWX
600	33215 31662	   	163.25	ACR|2DMG|1AART|1VULN|1ZMB	1RCR|2LIT|3LHND|4VULN|56DMG|7AART|8RPLT|9ZMB|aBELT
601	31561 23213	   	163.21	ACR|5VULN|1CDMG	1RCR|2DUST|3FEWX|4CDMG|5678aVULN|9ERES
602	33621 32155	   	163.19	ACR|2DMG|2AART|1VULN	1RCR|247LIT|36BEXP|56DMG|6BPWR|8aAART|9VULN
603	31166 53113	   	163.18	ACR|3VULN|1DMG|1CDMG|1ASPD	1RCR|28DUST|3ASPD|47aVULN|5CDMG|6DMG|9ERES
604	31331 12356	   	163.18	ACR|2DMG|1AART|1VULN|2DUR	1RCR|2aDUST|3RPLT|4DMSP|5VULN|6LEGI|7aDMG|8aDUR|9AART|aBPWR
605	31341 12356	   	163.18	ACR|2DMG|1AART|1VULN|2DUR	1RCR|2aDUST|3RPLT|4RCVC|5VULN|6LEGI|7aDMG|8aDUR|9AART|aBPWR
606	12153 43728	 * 	163.18	DCR|2VULN|2DMG|3ASPD|1ZMB	1aDUST|2MBVNT|35aASPD|4ZMB|67VULN|8aDMG|9RCR|aBPWR
607	31553 34321	   	163.14	ACR|4VULN|1AART	1RCR|29DUST|3FEWX|479aVULN|5AART|69CGEN|8BELT|9BPWR
608	34111 32356	   	163.13	ACR|2VULN|1AART|1DMG|2DUR|1SELL	1RCR|2SELL|3aBEXP|4DUST|5aVULN|6LWND|7DMG|8aDUR|9AART|aBPWR
609	31133 21426	 * 	163.13	ACR|1VULN|3ASPD|1DMG|2CDMG|1FLTHEA	1RCR|2DUST|356ASPD|46CDMG|6BPWR|7VULN|8DMG|9RPLT|aFLTHEA
610	31131 35612	   	163.07	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1RCR|2DUST|3ASPD|4CDMG|5BELT|6aDMG|7LWND|8AART|9ZMB
611	31315 52334	   	163.07	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCR|2DUST|3RPLT|4DUR|5LHND|6ZMB|7CDMG|8AART|9aVULN
612	34223 24361	 * 	163.04	ACR|3DMG|1VULN|2ASPD|1DUR|1SELL	1RCR|2SELL|37ERES|468DMG|56ASPD|6BPWR|9VULN|aDUR
613	35123 24361	 * 	163.04	ACR|3DMG|1VULN|2ASPD|1DUR|1SELL	1RCR|27ERES|3SELL|468DMG|56ASPD|6BPWR|9VULN|aDUR
614	12135 33825	   	163.03	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1DUST|2MBVNT|3ASPD|4CDMG|5RCR|6LWND|7AART|89DMG|aVULN
615	33411 32155	   	162.99	ACR|2DMG|2AART|1VULN	1RCR|237LIT|46DUST|56DMG|6BPWR|8aAART|9VULN
616	31162 31212	   	162.97	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCR|2DUST|3ASPD|45VULN|6CGEN|7TLV|8AART|9CDMG|aZMB
617	31162 51212	   	162.97	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCR|2DUST|3ASPD|45VULN|6RMIN|7TLV|8AART|9CDMG|aZMB
618	31313 62165	   	162.97	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCR|2DUST|3RPLT|4DUR|5MBVNT|6ZMB|7CDMG|8AART|9aVULN
619	62141 71211	   	162.95	DCR|3VULN|1DMG|2DUR|1ZMB|1ASPD	15DUR|2MBVNT|3ASPD|467VULN|8RCR|9DMG|aZMB
620	25423 23135	   	162.92	ACR|3VULN|1AART|1CDMG|1ASPD	1MLV|2TLV|3RCR|4CDMG|5ASPD|6LWND|79aVULN|8AART
621	34235 33532	   	162.90	ACR|2VULN|1AART|1DMG|1ZMB|1SELL	1RCR|2SELL|3ERES|4LHND|5DMG|6CGEN|7AART|89VULN|aZMB
622	35135 33532	   	162.90	ACR|2VULN|1AART|1DMG|1ZMB|1SELL	1RCR|2ERES|3SELL|4LHND|5DMG|6CGEN|7AART|89VULN|aZMB
623	31163 51215	   	162.87	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCR|26DUST|3ASPD|4aVULN|5ZMB|7TLV|8AART|9CDMG
624	34242 41131	   	162.84	ACR|3VULN|1AART|1CDMG|1SELL	1RCR|2SELL|3ERES|4AART|5DUST|67aVULN|8CGEN|9CDMG
625	35142 41131	   	162.84	ACR|3VULN|1AART|1CDMG|1SELL	1RCR|2ERES|3SELL|4AART|5DUST|67aVULN|8CGEN|9CDMG
626	31223 43541	   	162.83	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1SELL	1RCR|2DUST|3CDMG|4RCVC|5ASPD|6ZMB|7SELL|8AART|9aVULN
627	31134 23541	   	162.83	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1SELL	1RCR|2DUST|3ASPD|4CDMG|5ZMB|6RCVC|7SELL|8AART|9aVULN
628	22123 61535	   	162.77	DCR|3VULN|1AART|1DMG|1ASPD|1SELL	1MLV|2LWND|3SELL|4DMG|5ASPD|6AART|78aVULN|9RCR
629	35321 51236	 * 	162.76	ACR|3VULN|1DMG|2CDMG	1RCR|2ERES|3LHND|46CDMG|5FEWX|7DMG|89aVULN
630	35325 52233	   	162.76	ACR|3VULN|1DMG|2CDMG	1RCR|2ERES|36LHND|49CDMG|5DMG|78aVULN
631	35525 22233	   	162.76	ACR|3VULN|1DMG|2CDMG	1RCR|2ERES|39CDMG|4DMG|5RCVC|6LHND|78aVULN
632	33451 32116	   	162.75	ACR|2DMG|1AART|1VULN|1ZMB	1RCR|237LIT|46BEXP|56DMG|6BPWR|8AART|9ZMB|aVULN
633	33621 32116	   	162.75	ACR|2DMG|1AART|1VULN|1ZMB	1RCR|247LIT|36BEXP|56DMG|6BPWR|8AART|9ZMB|aVULN
634	35332 51231	   	162.75	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1RCR|2ERES|3LHND|4ZMB|5ASPD|6RMIN|7VULN|8DMG|9aAART
635	31213 43541	   	162.73	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1SELL	1RCR|24DUST|3CDMG|5ASPD|6ZMB|7SELL|8AART|9aVULN
636	32611 54313	   	162.72	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD|1MSE	1RCR|2MSE|38DUR|4DMG|5AART|67VULN|9CDMG|aASPD
637	32611 55313	   	162.72	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ASPD|1MSE	1RCR|2MSE|38DUR|47DMG|5AART|6VULN|9CDMG|aASPD
638	31231 23224	   	162.72	ACR|4VULN|1CDMG|2DUR	1RCR|2DUST|3CDMG|4aDUR|5678VULN|9LWND
639	31231 23234	   	162.72	ACR|4VULN|1CDMG|2DUR	1RCR|2DUST|3CDMG|4aDUR|5678VULN|9BEXP
640	31231 23245	   	162.72	ACR|4VULN|1CDMG|2DUR	1RCR|2DUST|3CDMG|4aDUR|5678VULN|9RMIN
641	31231 24232	   	162.72	ACR|4VULN|1CDMG|2DUR	1RCR|2DUST|3CDMG|48DUR|569aVULN|7LIT
642	33431 33355	   	162.68	ACR|2DMG|1AART|1VULN|2DUR	1RCR|23LIT|46DUR|56DMG|6BPWR|7MBVNT|8BEXP|9VULN|aAART
643	23123 63535	   	162.67	DCR|3VULN|1AART|1DMG|1ASPD|1SELL	1MLV|28aVULN|3SELL|4DMG|5ASPD|6AART|7DUST|9RCR
644	31513 61241	   	162.67	ACR|2VULN|2DMG|1ZMB|1ASPD	1RCR|2DUST|3FEWX|48DMG|5DMSP|6ASPD|79VULN|aZMB
645	26422 31336	   	162.65	ACR|3VULN|1DMG|1CDMG|1ZMB	1MLV|2ERES|3RCR|4CDMG|5ZMB|6FEWX|7DMG|89aVULN
646	35363 43222	   	162.65	ACR|2DMG|1AART|1VULN|1ZMB	1RCR|27ERES|37LHND|4VULN|5ZMB|67DMG|7BPWR|8AART|9BEXP|aLIT
647	35363 43223	   	162.65	ACR|2DMG|1AART|1VULN|1ZMB	1RCR|27ERES|37LHND|4VULN|5ZMB|67DMG|7BPWR|8AART|9BEXP|aMLV
648	31231 23215	   	162.62	ACR|4VULN|1CDMG|2DUR	1RCR|2DUST|3CDMG|4aDUR|5678VULN|9ERES
649	33453 15123	   	162.59	ACR|2VULN|2AART|2CDMG	1RCR|236LIT|48BEXP|58CDMG|78VULN|8BPWR|9aAART
650	33623 15123	   	162.59	ACR|2VULN|2AART|2CDMG	1RCR|246LIT|38BEXP|58CDMG|78VULN|8BPWR|9aAART
651	22223 26461	   	162.58	DCR|3VULN|1AART|1DMG	1MLV|2LWND|3MGNSTR|4CANHEL|59aVULN|6RCR|7AART|8DMG
652	31163 53611	   	162.57	ACR|2VULN|2DMG|1ZMB|1ASPD	1RCR|26DUST|3ASPD|47VULN|5ZMB|89DMG|aLWND
653	31163 53612	   	162.57	ACR|2VULN|2DMG|1ZMB|1ASPD	1RCR|26DUST|3ASPD|47VULN|5ZMB|89DMG|aLIT
