0	Index      	 *	Score 	Summary	Detail	
1	16134 42321	 * 	202.07	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	189LHND|2BELT|39DMG|4DUR|5ZMB|69VULN|7RCR|9BPWR|aAART
479	22265 15331	   	173.53	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1VENFST|2BEXP|3TLV|4DUR|5VULN|6AART|7RCR|8LIT|9DMG|aASPD
480	26235 15331	   	173.53	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1VENFST|2DUR|3TLV|4FEWX|5VULN|6AART|7RCR|8LIT|9DMG|aASPD
481	61111 51512	   	173.50	DCR|2ASPD|1VULN|1DMG|1CDMG|1SELL	1CGEN|2RCVC|3SELL|47ASPD|5VULN|6DMSP|8RCR|9CDMG|aDMG
482	63241 51112	   	173.47	ACR|2VULN|2DMG|1ASPD|1CDMG	1CGEN|2RCR|38DMG|4FEWX|5LWND|6ASPD|7CDMG|9aVULN
483	11266 21631	 * 	173.44	DCR|4VULN|1ASPD	1LHND|249aVULN|3LWND|5DUST|6LIT|7ASPD|8RCR
484	21261 15162	   	173.43	DCR|1AART|1VULN|1ASPD|1DMG|1DUR	1VENFST|2ERES|3VULN|4DUR|5DUST|6AART|7RCR|8LWND|9ASPD|aDMG
485	43563 31111	   	173.41	ACR|3VULN|1MDPS|1ASPD|1DMG|1CDMG	1ERES|2RCR|36DUST|46aVULN|5MDPS|6BPWR|7CDMG|8ASPD|9DMG
486	41111 51512	   	173.40	DCR|2ASPD|1VULN|1DMG|1CDMG|1SELL	1ERES|2RCVC|3SELL|47ASPD|5VULN|6DMSP|8RCR|9CDMG|aDMG
487	62372 34712	   	173.37	DCR|2VULN|1ASPD|1DMG|2DUR	1CGEN|26DUR|3MBVNT|46VULN|5RPLT|6BPWR|7ASPD|8RCR|9DMG|aDUST
488	62382 34712	   	173.37	DCR|2VULN|1ASPD|1DMG|2DUR	1CGEN|26DUR|3MBVNT|4RPLT|56VULN|6BPWR|7ASPD|8RCR|9DMG|aDUST
489	31114 53313	   	173.36	ACR|2VULN|1AART|2CDMG|1ASPD|1ZMB	1LWND|29VULN|3BELT|4RCR|5ASPD|6ZMB|7aCDMG|8AART
490	31134 63336	   	173.35	DCR|2DMG|1AART|1VULN|1DUR	148LWND|2VULN|3BELT|58DMG|6RCR|78AME|8BPWR|9AART|aDUR
491	63375 22434	   	173.32	ACR|2VULN|2DMG|1ASPD|1CDMG|1SELL	1aCGEN|2RCR|3MBVNT|4aVULN|5SELL|6RPLT|7ASPD|8CDMG|9aDMG|aBPWR
492	31636 31326	 * 	173.26	DCR|4VULN|1AART	1LWND|2568VULN|3RPLT|4AART|7AELBLL|9SNIFST|aRCR
493	63313 32382	   	173.20	ACR|3VULN|1AART|2CDMG|1DUR	19CGEN|2RCR|3MBVNT|4DUR|5AART|689VULN|79CDMG|9BPWR|aMLV
494	63313 32387	   	173.20	ACR|3VULN|1AART|2CDMG|1DUR	19CGEN|2RCR|3MBVNT|4DUR|5AART|689VULN|79CDMG|9BPWR|aRPLT
495	63313 32388	   	173.20	ACR|3VULN|1AART|2CDMG|1DUR	19CGEN|2RCR|3MBVNT|4DUR|5AART|689VULN|79CDMG|9BPWR|aFEWX
496	63313 32484	   	173.20	ACR|3VULN|1AART|2CDMG|1DUR	189CGEN|2RCR|3MBVNT|4DUR|5AART|69aVULN|79CDMG|9BPWR
497	63373 31712	 * 	173.14	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CGEN|2RCR|3MBVNT|46VULN|56DUR|6BPWR|7CDMG|8SPLJET|9DMG|aAART
498	62383 31232	   	173.14	DCR|1AART|1VULN|2CDMG|1ASPD|1DUR	1CGEN|2DUR|3MBVNT|4RPLT|5AART|6aCDMG|7VULN|8ASPD|9RCR
499	11113 61623	 * 	173.14	ACR|2VULN|2DMG|1AART|2ZMB	19LHND|28VULN|3BELT|4RCR|5RCVC|69DMG|79ZMB|9BPWR|aAART
500	61152 36133	   	173.13	DCR|2AART|1VULN|1ASPD|1DUR|1SELL	1CGEN|2RCVC|3SELL|4VULN|5FEWX|6aAART|7RCR|8ASPD|9DUR
501	63313 32383	   	173.10	ACR|3VULN|1AART|2CDMG|1DUR	19CGEN|2RCR|3MBVNT|4DUR|5AART|689VULN|79CDMG|9BPWR|aERES
502	63373 31381	   	173.04	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CGEN|2RCR|3MBVNT|46VULN|56DUR|6BPWR|7CDMG|8ERES|9AART|aDMG
503	62232 26134	 * 	173.04	DCR|3VULN|1MDPS|1DMG|2DUR	1CGEN|28DUR|3DMG|4MDPS|5ERES|69aVULN|7RCR
504	46312 31121	   	172.98	DCR|2DMG|1VULN|1AART|1ZMB	168ERES|2LIT|3AART|4ZMB|56DMG|6BPWR|7RCR|9CGEN|aVULN
505	46312 31161	   	172.98	DCR|2DMG|1VULN|1AART|1ZMB	168ERES|2LIT|3AART|4ZMB|56DMG|6BPWR|7RCR|9AME|aVULN
506	51224 11136	 * 	172.90	DCR|1MDPS|1VULN|1AART|2CDMG|1ASPD|1DUR|1SELL	1SELL|2VULN|3MLV|48CDMG|5AART|6DUR|7MDPS|9RCR|aASPD
507	63616 31131	   	172.87	ACR|2AART|2DMG|1VULN|1CDMG	1CGEN|2RCR|39AART|4FEWX|5aDMG|6BEXP|7VULN|8CDMG
508	63372 34631	   	172.87	ACR|3DMG|2VULN|1ASPD	16CGEN|2RCR|3MBVNT|46VULN|5RPLT|6BPWR|7ASPD|89aDMG
509	63382 34631	   	172.87	ACR|3DMG|2VULN|1ASPD	16CGEN|2RCR|3MBVNT|4RPLT|56VULN|6BPWR|7ASPD|89aDMG
510	53533 31136	 * 	172.80	DCR|1MDPS|1VULN|1AART|2CDMG|1ASPD|1DUR|1SELL	1SELL|2DUR|3AART|4MDPS|5ERES|68CDMG|7VULN|9RCR|aASPD
511	56233 31136	 * 	172.80	DCR|1MDPS|1VULN|1AART|2CDMG|1ASPD|1DUR|1SELL	1SELL|2AART|3DUR|4MDPS|5ERES|68CDMG|7VULN|9RCR|aASPD
512	43616 31131	   	172.77	ACR|2AART|2DMG|1VULN|1CDMG	1ERES|2RCR|39AART|4FEWX|5aDMG|6BEXP|7VULN|8CDMG
513	63333 81131	   	172.77	ACR|2AART|2DMG|1VULN|1CDMG	1CGEN|2RCR|3MBVNT|4BEXP|59AART|6aDMG|7VULN|8CDMG
514	43363 31113	 * 	172.67	ACR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|2DUR|1AAC	1ERES|2RCR|36DUR|46VULN|5MDPS|6BPWR|7CDMG|8ASPD|9DMG|aAAC
515	62223 52332	   	172.58	DCR|2DMG|1VULN|1ASPD|2DUR	1CGEN|25DUR|39DMG|4DUST|6ASPD|7RCR|8RPLT|aVULN
516	62223 52611	 * 	172.58	DCR|2DMG|1AART|1ASPD|2DUR	1CGEN|25DUR|3aDMG|4DUST|6ASPD|7RCR|8LIT|9AART
517	11144 31522	   	172.46	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1LHND|2VULN|3BELT|4DUR|5ASPD|6RCVC|7ZMB|8CDMG|9DMG|aRCR
518	56133 42133	   	172.34	DCR|2ASPD|1AART|1CDMG|1ZMB|1DUR|1SELL	1SELL|2AART|3CGEN|4AME|58ASPD|6RCR|7DUR|9ZMB|aCDMG
519	22633 21225	   	172.33	DCR|3VULN|1ASPD|1ZMB|1DUR	1VENFST|29BEXP|345VULN|6ZMB|7DUR|8ASPD|aRCR
520	31266 21235	   	172.23	DCR|3VULN|1ASPD|1ZMB|1DUR	13LWND|259VULN|4TSLFST|6ZMB|7DUR|8ASPD|aRCR
521	11144 13131	   	172.23	DCR|2VULN|1ASPD|1NUKE|1DUR	1LHND|27VULN|3BELT|4DUR|5ASPD|6RCR|8CGEN|9LIT|aNUKE
522	11144 13362	   	172.23	DCR|2VULN|1ASPD|1DMG|1DUR	19LHND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AELBLL|aDMG
523	23225 56331	   	172.16	DCR|2VULN|1ASPD|1DMG|1ZMB	1VENFST|2CGEN|35VULN|4DUST|6ZMB|7RCR|8DMSP|9DMG|aASPD
524	52222 52124	   	172.08	DCR|2VULN|2ASPD|1CDMG|1SELL	1SELL|2LHND|3MLV|4CDMG|5FEWX|69ASPD|7RCR|8aVULN
525	26513 22131	 * 	172.08	DCR|2ASPD|1AART|1VULN|3DUR	18VENFST|256DUR|38CANSTR|4AART|78ASPD|8BPWR|9VULN|aRCR
526	11134 26322	   	172.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1LHND|26VULN|3BELT|4LWND|5ASPD|7CDMG|8ERES|9DMG|aRCR
527	16163 23122	   	172.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1LHND|2BELT|3DMG|4CDMG|5AME|68VULN|7DUST|9ASPD|aRCR
