0	Index      	 *	Score 	Summary	Detail	
1	21381 26234	 * 	194.09	DCR|3DMG|2VULN|1AART|2CDMG|1SELL	1aVULN|2MBVNT|3MLV|47aDMG|5aCDMG|6SELL|8RCR|9AART|aBPWR
503	31441 87624	   	167.11	DCR|2AART|2VULN|1DMG|1DUR	1DUR|2MBVNT|3LWND|4aAART|57VULN|6RCR|8FEWX|9DMG
504	22666 11221	   	167.11	DCR|2VULN|2DMG|2CDMG|2DUR	19VULN|2LEGI|3RPLT|47DUR|59CDMG|69DMG|8RCR|9BPWR|aCGEN
505	61531 13125	   	167.07	DCR|3VULN|1AART|2ASPD|1ZMB	19ASPD|2ERES|3AART|45aVULN|6FEWX|7RCR|8ZMB
506	21325 37338	 * 	167.07	DCR|4VULN|2DMG	168aVULN|2MBVNT|3aMLV|4FEWX|5LWND|7RCR|9aDMG|aBPWR
507	31341 27175	   	167.06	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1aDUR|2MBVNT|36VULN|4AART|56TLV|6BPWR|7ZMB|8RCR|9DMG
508	21255 34217	   	167.03	DCR|3VULN|1AART|1DMG|1CDMG	168VULN|2MBVNT|3TLV|4CANHEL|5DMG|7CDMG|9RCR|aAART
509	11128 42445	 * 	167.02	DCR|3VULN|2AART|2ZMB	18DUST|2MBVNT|3LIT|48aVULN|58ZMB|69AART|7RCR|8BPWR
510	21124 22417	   	167.01	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	18VULN|2MBVNT|3LIT|4AART|58ASPD|68BEXP|7RCR|8BPWR|9DUR|aDMG
511	21124 22431	   	167.01	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	18VULN|2MBVNT|3LIT|4AART|58ASPD|68BEXP|7RCR|8BPWR|9DMG|aDUR
512	21124 52417	   	167.01	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	18VULN|2MBVNT|3LIT|4AART|58ASPD|68LWND|7RCR|8BPWR|9DUR|aDMG
513	21124 52431	   	167.01	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	18VULN|2MBVNT|3LIT|4AART|58ASPD|68LWND|7RCR|8BPWR|9DMG|aDUR
514	21442 87117	   	167.01	DCR|2AART|2VULN|1DMG|1DUR	17VULN|2MBVNT|3DUR|49AART|5LHND|6RCR|8ERES|aDMG
515	21443 81214	   	167.01	DCR|2AART|2DMG|1VULN|1DUR	1VULN|2MBVNT|3DUR|4aAART|5FEWX|6RCR|7DUST|89DMG
516	21443 87424	   	167.01	DCR|2AART|2VULN|1DMG|1DUR	17VULN|2MBVNT|3DUR|4aAART|5FEWX|6RCR|8LEGI|9DMG
517	21443 87524	   	167.01	DCR|2AART|2VULN|1DMG|1DUR	17VULN|2MBVNT|3DUR|4aAART|5FEWX|6RCR|8DUST|9DMG
518	31342 87117	   	167.01	DCR|2AART|2VULN|1DMG|1DUR	1DUR|2MBVNT|37VULN|49AART|5LHND|6RCR|8ERES|aDMG
519	31343 81214	   	167.01	DCR|2AART|2DMG|1VULN|1DUR	1DUR|2MBVNT|3VULN|4aAART|5FEWX|6RCR|7DUST|89DMG
520	31343 87424	   	167.01	DCR|2AART|2VULN|1DMG|1DUR	1DUR|2MBVNT|37VULN|4aAART|5FEWX|6RCR|8LEGI|9DMG
521	31343 87524	   	167.01	DCR|2AART|2VULN|1DMG|1DUR	1DUR|2MBVNT|37VULN|4aAART|5FEWX|6RCR|8DUST|9DMG
522	31441 87117	   	167.01	DCR|2AART|2VULN|1DMG|1DUR	1DUR|2MBVNT|3LWND|49AART|57VULN|6RCR|8ERES|aDMG
523	22666 11223	   	167.01	DCR|2DMG|2VULN|2CDMG|2DUR	19VULN|2LEGI|3RPLT|47DUR|59CDMG|69DMG|8RCR|9BPWR|aERES
524	11128 42417	   	166.92	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	18DUST|2MBVNT|3LIT|48VULN|58ZMB|6AART|7RCR|8BPWR|9DUR|aDMG
525	11128 42431	   	166.92	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	18DUST|2MBVNT|3LIT|48VULN|58ZMB|6AART|7RCR|8BPWR|9DMG|aDUR
526	21442 28144	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2MBVNT|3DUR|4AART|5LHND|6DMG|7RCR|8CDMG|aFEWX
527	21442 28146	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2MBVNT|3DUR|4AART|5LHND|6DMG|7RCR|8CDMG|aRMIN
528	21442 28175	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2MBVNT|3DUR|4AART|59LHND|6DMG|7RCR|8CDMG
529	21442 28444	   	166.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2MBVNT|3DUR|4AART|5LHND|68DMG|7RCR|9CDMG|aFEWX
530	21442 28446	   	166.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2MBVNT|3DUR|4AART|5LHND|68DMG|7RCR|9CDMG|aRMIN
531	21442 28824	   	166.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2MBVNT|3DUR|4AART|5LHND|69DMG|7RCR|8CGEN|aCDMG
532	31342 28144	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|39VULN|4AART|5LHND|6DMG|7RCR|8CDMG|aFEWX
533	31342 28146	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|39VULN|4AART|5LHND|6DMG|7RCR|8CDMG|aRMIN
534	31342 28175	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3aVULN|4AART|59LHND|6DMG|7RCR|8CDMG
535	31342 28444	   	166.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2MBVNT|3VULN|4AART|5LHND|68DMG|7RCR|9CDMG|aFEWX
536	31342 28446	   	166.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2MBVNT|3VULN|4AART|5LHND|68DMG|7RCR|9CDMG|aRMIN
537	31342 28824	   	166.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2MBVNT|3VULN|4AART|5LHND|69DMG|7RCR|8CGEN|aCDMG
538	31441 28144	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3LWND|4AART|59VULN|6DMG|7RCR|8CDMG|aFEWX
539	31441 28146	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3LWND|4AART|59VULN|6DMG|7RCR|8CDMG|aRMIN
540	31441 28444	   	166.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2MBVNT|3LWND|4AART|5VULN|68DMG|7RCR|9CDMG|aFEWX
541	31441 28446	   	166.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2MBVNT|3LWND|4AART|5VULN|68DMG|7RCR|9CDMG|aRMIN
542	31441 28824	   	166.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2MBVNT|3LWND|4AART|5VULN|69DMG|7RCR|8CGEN|aCDMG
543	21743 13433	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	16VULN|2MBVNT|3RPLT|4AART|5MLV|7RCR|8CDMG|9ASPD|aDMG
544	21743 13473	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	16VULN|2MBVNT|3RPLT|4AART|5MLV|7RCR|8CDMG|9DMG|aASPD
545	21743 13474	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2MBVNT|3RPLT|4AART|5MLV|7RCR|8CDMG|9DMG|aDUR
546	21225 37338	   	166.87	DCR|4VULN|2DMG	168aVULN|2MBVNT|3aTLV|4FEWX|5LWND|7RCR|9aDMG|aBPWR
547	51311 54232	 * 	166.82	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	1LEGI|29ASPD|39CGEN|48DMG|5RCR|6DUR|79VULN|9BPWR|aZMB
548	21124 35138	   	166.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1aVULN|2MBVNT|3LIT|4AART|5ASPD|6CDMG|7RCR|8ERES|9DMG
549	21124 35455	   	166.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1aVULN|2MBVNT|3LIT|4AART|5ASPD|6CDMG|7RCR|8BASHEA|9DMG
550	21442 28147	   	166.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2MBVNT|3DUR|4AART|5LHND|6DMG|7RCR|8CDMG|aTLV
551	21442 28148	   	166.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2MBVNT|3DUR|4AART|5LHND|6DMG|7RCR|8CDMG|aERES
552	21442 28324	   	166.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2MBVNT|3DUR|4AART|5LHND|69DMG|7RCR|8ERES|aCDMG
553	21442 28447	   	166.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2MBVNT|3DUR|4AART|5LHND|68DMG|7RCR|9CDMG|aTLV
554	21442 28448	   	166.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2MBVNT|3DUR|4AART|5LHND|68DMG|7RCR|9CDMG|aERES
555	31342 28147	   	166.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|39VULN|4AART|5LHND|6DMG|7RCR|8CDMG|aTLV
556	31342 28148	   	166.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|39VULN|4AART|5LHND|6DMG|7RCR|8CDMG|aERES
557	31342 28324	   	166.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2MBVNT|3VULN|4AART|5LHND|69DMG|7RCR|8ERES|aCDMG
558	31342 28447	   	166.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2MBVNT|3VULN|4AART|5LHND|68DMG|7RCR|9CDMG|aTLV
559	31342 28448	   	166.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2MBVNT|3VULN|4AART|5LHND|68DMG|7RCR|9CDMG|aERES
560	31441 28147	   	166.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3LWND|4AART|59VULN|6DMG|7RCR|8CDMG|aTLV
561	31441 28148	   	166.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3LWND|4AART|59VULN|6DMG|7RCR|8CDMG|aERES
562	31441 28324	   	166.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2MBVNT|3LWND|4AART|5VULN|69DMG|7RCR|8ERES|aCDMG
563	31441 28447	   	166.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2MBVNT|3LWND|4AART|5VULN|68DMG|7RCR|9CDMG|aTLV
564	31441 28448	   	166.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2MBVNT|3LWND|4AART|5VULN|68DMG|7RCR|9CDMG|aERES
565	21411 15311	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	18aVULN|2MBVNT|3DUR|4CDMG|5RPLT|6DMG|7RCR|9ZMB
566	21411 34211	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	16aVULN|2MBVNT|3DUR|4CDMG|5RPLT|7RCR|8DMG|9ZMB
567	21764 84211	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	15aVULN|2MBVNT|3RPLT|4CDMG|6DUR|7RCR|8DMG|9ZMB
568	21768 34211	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	16aVULN|2MBVNT|3RPLT|4CDMG|5DUR|7RCR|8DMG|9ZMB
569	31311 15311	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|38aVULN|4CDMG|5RPLT|6DMG|7RCR|9ZMB
570	31311 34211	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|36aVULN|4CDMG|5RPLT|7RCR|8DMG|9ZMB
571	31763 15311	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3RPLT|4CDMG|58aVULN|6DMG|7RCR|9ZMB
572	31763 34211	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3RPLT|4CDMG|56aVULN|7RCR|8DMG|9ZMB
573	13313 52434	 * 	166.72	DCR|3VULN|3CDMG|1AART	1DUST|2BEXP|359VULN|48aCDMG|6AART|7RCR
574	23413 26332	   	166.68	DCR|3VULN|1AART|1DMG	17aVULN|25CGEN|3AART|4RPLT|6RCR|8DMG|9RCVC
575	24312 16224	   	166.66	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1VULN|2BEXP|3MLV|4aDUR|5ZMB|68DMG|7RCR|9AART
576	32315 12626	   	166.64	DCR|2AART|2VULN|1CDMG|1ASPD|1DUR	1DUR|2LHND|36VULN|4CDMG|59AART|7RCR|8RCVC|aASPD
577	32313 52141	   	166.60	DCR|3VULN|1AART|1CDMG|2DUR	19DUR|2LHND|35aVULN|4CDMG|6AART|7RCR|8ERES
578	32313 52241	   	166.60	DCR|3VULN|1AART|1CDMG|2DUR	19DUR|2LHND|35aVULN|4CDMG|6AART|7RCR|8TLV
579	36313 52141	   	166.60	DCR|3VULN|1AART|1CDMG|2DUR	19DUR|2LWND|35aVULN|4CDMG|6AART|7RCR|8ERES
580	36313 52241	   	166.60	DCR|3VULN|1AART|1CDMG|2DUR	19DUR|2LWND|35aVULN|4CDMG|6AART|7RCR|8TLV
581	21413 26443	   	166.56	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1SELL	15VULN|2MBVNT|3aDUR|4CDMG|6SELL|7DMG|8RCR|9AART
582	31313 26443	   	166.56	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1SELL	1aDUR|2MBVNT|35VULN|4CDMG|6SELL|7DMG|8RCR|9AART
583	24212 16224	   	166.56	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1VULN|2BEXP|3TLV|4aDUR|5ZMB|68DMG|7RCR|9AART
584	33352 16224	   	166.56	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1aDUR|2BEXP|3VULN|4TLV|5ZMB|68DMG|7RCR|9AART
585	32311 36323	   	166.54	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2LHND|368VULN|4CDMG|5RPLT|7RCR|9AART|aASPD
586	33311 36323	   	166.54	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2BEXP|368VULN|4CDMG|5RPLT|7RCR|9AART|aASPD
587	36311 36323	   	166.54	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	1DUR|2LWND|368VULN|4CDMG|5RPLT|7RCR|9AART|aASPD
588	21742 14445	   	166.52	DCR|3VULN|1AART|1DMG|1DUR	16aVULN|2MBVNT|37RPLT|4AART|5DMG|8RCR|9DUR
589	21742 17411	   	166.52	DCR|3VULN|1AART|1DMG|1DUR	167VULN|2MBVNT|3RPLT|4AART|5DMG|8RCR|9LHND|aDUR
590	21742 17421	   	166.52	DCR|3VULN|1AART|1DMG|1DUR	167VULN|2MBVNT|3RPLT|4AART|5DMG|8RCR|9BEXP|aDUR
591	21742 17424	   	166.52	DCR|3VULN|1AART|1DMG|1ASPD	167VULN|2MBVNT|3RPLT|4AART|5DMG|8RCR|9BEXP|aASPD
592	21742 17444	   	166.52	DCR|3VULN|1AART|1DMG|1DUR	167VULN|2MBVNT|3RPLT|4AART|5DMG|8RCR|9DUR|aFEWX
593	21742 17446	   	166.52	DCR|3VULN|1AART|1DMG|1DUR	167VULN|2MBVNT|3RPLT|4AART|5DMG|8RCR|9DUR|aRMIN
594	21742 17471	   	166.52	DCR|3VULN|1AART|1DMG|1DUR	167VULN|2MBVNT|3RPLT|4AART|5DMG|8RCR|9LWND|aDUR
595	21742 17483	   	166.52	DCR|3VULN|1AART|1DMG|1DUR	167VULN|2MBVNT|3RPLT|4AART|5DMG|8RCR|9DMSP|aDUR
596	53311 36134	   	166.51	DCR|3VULN|2DMG|1CDMG	1LEGI|2aBEXP|36aVULN|4CDMG|5RPLT|7RCR|8DUST|9aDMG|aBPWR
597	21441 45172	 * 	166.48	DCR|3AART|2DMG|1VULN|1DUR	1VULN|2MBVNT|3DUR|47aAART|5TLV|69DMG|8RCR
598	21446 45172	   	166.48	DCR|3AART|2DMG|1VULN|1DUR	1VULN|2MBVNT|3DUR|47aAART|5ERES|69DMG|8RCR
599	31341 45172	   	166.48	DCR|3AART|2DMG|1VULN|1DUR	1DUR|2MBVNT|3VULN|47aAART|5TLV|69DMG|8RCR
600	31346 45172	   	166.48	DCR|3AART|2DMG|1VULN|1DUR	1DUR|2MBVNT|3VULN|47aAART|5ERES|69DMG|8RCR
601	21411 34323	   	166.44	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	168VULN|2MBVNT|3DUR|4CDMG|5RPLT|7RCR|9AART|aASPD
602	21764 84323	   	166.44	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	158VULN|2MBVNT|3RPLT|4CDMG|6DUR|7RCR|9AART|aASPD
603	21768 34323	   	166.44	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	168VULN|2MBVNT|3RPLT|4CDMG|5DUR|7RCR|9AART|aASPD
604	31311 34323	   	166.44	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2MBVNT|368VULN|4CDMG|5RPLT|7RCR|9AART|aASPD
605	31763 34323	   	166.44	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2MBVNT|3RPLT|4CDMG|568VULN|7RCR|9AART|aASPD
606	32133 22366	   	166.44	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2LHND|3LIT|4RCR|568VULN|7CGEN|9AART|aDMG
607	33133 22366	   	166.44	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2BEXP|3LIT|4RCR|568VULN|7CGEN|9AART|aDMG
608	21441 48172	   	166.42	DCR|3DMG|1AART|1VULN|1DUR	1VULN|2MBVNT|3DUR|4AART|5TLV|679DMG|8RCR|aBEXP
609	21441 48173	   	166.42	DCR|3DMG|1AART|1VULN|1DUR	1VULN|2MBVNT|3DUR|4AART|5TLV|679DMG|8RCR|aFEWX
610	21441 48176	   	166.42	DCR|3DMG|1AART|1VULN|1DUR	1VULN|2MBVNT|3DUR|4AART|5TLV|679DMG|8RCR|aLIT
611	21742 17447	   	166.42	DCR|3VULN|1AART|1DMG|1DUR	167VULN|2MBVNT|3RPLT|4AART|5DMG|8RCR|9DUR|aTLV
612	21742 17448	   	166.42	DCR|3VULN|1AART|1DMG|1DUR	167VULN|2MBVNT|3RPLT|4AART|5DMG|8RCR|9DUR|aERES
613	31341 22153	   	166.42	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|36aVULN|4AART|56TLV|6BPWR|7DMG|8RCR|9LIT
614	31341 22187	   	166.42	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|36aVULN|4AART|56TLV|6BPWR|7DMG|8RCR|9LWND
615	31341 48172	   	166.42	DCR|3DMG|1AART|1VULN|1DUR	1DUR|2MBVNT|3VULN|4AART|5TLV|679DMG|8RCR|aBEXP
616	31341 48173	   	166.42	DCR|3DMG|1AART|1VULN|1DUR	1DUR|2MBVNT|3VULN|4AART|5TLV|679DMG|8RCR|aFEWX
617	31341 48176	   	166.42	DCR|3DMG|1AART|1VULN|1DUR	1DUR|2MBVNT|3VULN|4AART|5TLV|679DMG|8RCR|aLIT
618	31346 22153	   	166.42	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|36aVULN|4AART|56ERES|6BPWR|7DMG|8RCR|9LIT
619	31346 22187	   	166.42	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|36aVULN|4AART|56ERES|6BPWR|7DMG|8RCR|9LWND
620	11311 34735	   	166.41	DCR|3VULN|2DMG|1CDMG	1aDUST|2MBVNT|36aVULN|4CDMG|5RPLT|7RCR|8BEXP|9aDMG|aBPWR
621	12315 12521	   	166.41	DCR|3VULN|2AART|1CDMG	1DUST|2LHND|368VULN|4CDMG|59AART|7RCR|aRPLT
622	12315 12525	   	166.41	DCR|3VULN|2AART|1CDMG	1DUST|2LHND|368VULN|4CDMG|59AART|7RCR|aLIT
623	12315 62511	   	166.41	DCR|3VULN|2AART|1CDMG	1DUST|2LHND|38aVULN|4CDMG|56AART|7RCR|9RMIN
624	12315 62531	   	166.41	DCR|3VULN|2AART|1CDMG	1DUST|2LHND|38aVULN|4CDMG|56AART|7RCR|9CGEN
625	16315 12521	   	166.41	DCR|3VULN|2AART|1CDMG	1DUST|2LWND|368VULN|4CDMG|59AART|7RCR|aRPLT
626	21611 34735	   	166.41	DCR|3VULN|2DMG|1CDMG	16aVULN|2MBVNT|3aDUST|4CDMG|5RPLT|7RCR|8BEXP|9aDMG|aBPWR
627	21441 48174	   	166.32	DCR|3DMG|1AART|1VULN|1DUR	1VULN|2MBVNT|3DUR|4AART|5TLV|679DMG|8RCR|aNUKE
628	31341 48174	   	166.32	DCR|3DMG|1AART|1VULN|1DUR	1DUR|2MBVNT|3VULN|4AART|5TLV|679DMG|8RCR|aNUKE
629	31346 22146	   	166.32	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|36aVULN|4AART|569ERES|6BPWR|7DMG|8RCR
630	54133 36231	   	166.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LEGI|25DMG|3CDMG|4LHND|6RCR|7FEWX|8VULN|9AART|aDUR
631	54163 31231	   	166.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LEGI|25DMG|3CDMG|4BEXP|6RCR|7LWND|8VULN|9AART|aDUR
632	22515 12521	   	166.31	DCR|3VULN|2AART|1CDMG	168VULN|2LEGI|3DUST|4CDMG|59AART|7RCR|aRPLT
633	12315 12522	   	166.31	DCR|3VULN|2AART|1CDMG	1DUST|2LHND|368VULN|4CDMG|59AART|7RCR|aBASHEA
634	12315 12523	   	166.31	DCR|3VULN|2AART|1CDMG	1DUST|2LHND|368VULN|4CDMG|59AART|7RCR|aVENICY
635	16315 12522	   	166.31	DCR|3VULN|2AART|1CDMG	1DUST|2LWND|368VULN|4CDMG|59AART|7RCR|aBASHEA
636	16315 12523	   	166.31	DCR|3VULN|2AART|1CDMG	1DUST|2LWND|368VULN|4CDMG|59AART|7RCR|aVENICY
637	11324 34482	   	166.28	DCR|4VULN|1AART|1DMG	14DUST|2MBVNT|3569VULN|7DMG|8AART|aRCR
638	21624 34482	   	166.28	DCR|4VULN|1AART|1DMG	1569VULN|2MBVNT|34DUST|7DMG|8AART|aRCR
639	23163 34431	   	166.25	DCR|3VULN|2DMG|1CDMG|1DUR	168VULN|2CGEN|3CDMG|4BEXP|57DMG|9DUR|aRCR
640	23163 34632	   	166.25	DCR|3DMG|2VULN|1CDMG|1DUR	16VULN|2CGEN|3CDMG|4BEXP|579DMG|8DUR|aRCR
641	32313 34441	   	166.25	DCR|3VULN|2DMG|1CDMG|1DUR	1DUR|2LHND|356VULN|4CDMG|79DMG|8CGEN|aRCR
642	33313 34431	   	166.25	DCR|3VULN|2DMG|1CDMG|1DUR	1DUR|2BEXP|356VULN|4CDMG|79DMG|8CGEN|aRCR
643	63131 35123	   	166.23	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1ASPD|2MLV|3ERES|4DUR|5RCR|6VULN|7aDMG|8ZMB|9AART
644	54143 31231	   	166.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LEGI|25DMG|3CDMG|4DUST|6RCR|7LWND|8VULN|9AART|aDUR
645	54632 31231	   	166.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LEGI|23DMG|4DUST|5CDMG|6RCR|7LWND|8VULN|9AART|aDUR
646	22515 12522	   	166.21	DCR|3VULN|2AART|1CDMG	168VULN|2LEGI|3DUST|4CDMG|59AART|7RCR|aBASHEA
647	22515 12523	   	166.21	DCR|3VULN|2AART|1CDMG	168VULN|2LEGI|3DUST|4CDMG|59AART|7RCR|aVENICY
648	43511 35133	   	166.17	ACR|2VULN|2DMG|1AART|1DUR	18CGEN|28MLV|3DUR|47DMG|5RCR|68VULN|8BPWR|9AART|aFEWX
649	23133 34242	   	166.15	DCR|3DMG|2VULN|1CDMG|1DUR	16VULN|2CGEN|3CDMG|4LEGI|579DMG|8DUR|aRCR
650	32313 34241	   	166.15	DCR|3VULN|2DMG|1CDMG|1DUR	1DUR|2LHND|356VULN|4CDMG|79DMG|8TLV|aRCR
651	33313 34241	   	166.15	DCR|3VULN|2DMG|1CDMG|1DUR	1DUR|2BEXP|356VULN|4CDMG|79DMG|8TLV|aRCR
652	36313 34241	   	166.15	DCR|3VULN|2DMG|1CDMG|1DUR	1DUR|2LWND|356VULN|4CDMG|79DMG|8TLV|aRCR
653	21113 61442	   	166.11	DCR|3VULN|1AART|1DMG|2DUR	147VULN|2MBVNT|34LIT|47BPWR|57DUR|67CGEN|8DMG|9RCR|aAART
654	63242 63234	   	166.10	DCR|2VULN|3ZMB|1AART|2ASPD	1aASPD|2MLV|37aZMB|4RCVC|5MBVNT|6aVULN|8RCR|9AART|aBPWR
655	31343 88434	   	166.09	DCR|2AART|2VULN|1CDMG|2DUR	17DUR|2MBVNT|37VULN|49AART|57FEWX|6RCR|7BPWR|8LEGI|aCDMG
656	21443 88434	   	166.09	DCR|2AART|2VULN|1CDMG|2DUR	17VULN|2MBVNT|37DUR|49AART|57FEWX|6RCR|7BPWR|8LEGI|aCDMG
657	21442 28111	   	166.07	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1VULN|2MBVNT|3aDUR|49AART|5LHND|6DMG|7RCR|8CDMG
658	21445 63474	   	166.07	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1VULN|2MBVNT|35DUR|46AART|7RCR|8CGEN|9DMG|aCDMG
659	31342 28111	   	166.07	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1aDUR|2MBVNT|3VULN|49AART|5LHND|6DMG|7RCR|8CDMG
660	31345 63474	   	166.07	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	15DUR|2MBVNT|3VULN|46AART|7RCR|8CGEN|9DMG|aCDMG
661	31441 28111	   	166.07	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1aDUR|2MBVNT|3LWND|49AART|5VULN|6DMG|7RCR|8CDMG
662	32326 36411	   	166.07	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1aDUR|2LHND|3VULN|4DUST|5CDMG|6RCR|7DMG|89AART
663	32513 36411	   	166.07	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1aDUR|2LHND|3DUST|4CDMG|5VULN|6RCR|7DMG|89AART
664	21742 25181	   	166.05	DCR|2VULN|2DMG|1AART|1DUR	17VULN|2MBVNT|3RPLT|4AART|57DMG|6RMIN|7BPWR|8ERES|9RCR|aDUR
665	32313 52626	   	166.04	DCR|2VULN|2AART|1CDMG|1ASPD|1DUR	1DUR|2LHND|35VULN|4CDMG|69AART|7RCR|8RCVC|aASPD
666	21742 25514	 * 	166.03	3VULN|3DMG|2AART|2CDMG	17aVULN|2MBVNT|3RPLT|49AART|57aDMG|6RMIN|7aBPWR|8aCDMG
667	22116 16312	   	166.02	DCR|3VULN|1AART|1DMG|1DUR	148VULN|2LEGI|34LIT|4BPWR|5DMG|6LWND|7RCR|9AART|aDUR
