0	Index      	 *	Score 	Summary	Detail	
1	61433 36132	 * 	191.62	DCR|4VULN|2DMG|2ASPD|1ZMB	19ASPD|2ZMB|39DMG|4RMIN|5LEGI|689aVULN|7RCR|9BPWR
483	32322 15431	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2FEWX|3DMG|4DUR|5CDMG|6DUST|7RCR|9AART|aRPLT
484	32322 15433	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2FEWX|3DMG|4DUR|5CDMG|6DUST|7RCR|9AART|aLHND
485	36612 15331	   	163.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2DUR|3FEWX|48DMG|5CDMG|6DUST|7RCR|9AART|aRPLT
486	36612 15333	   	163.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2DUR|3FEWX|48DMG|5CDMG|6DUST|7RCR|9AART|aLHND
487	22334 11152	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2FEWX|3DMG|4CDMG|5RMIN|68VULN|7RCR|9AART|aDUST
488	36332 67123	   	163.91	DCR|2VULN|2DMG|2CDMG|1DUR	18VULN|2DUR|34DMG|5ERES|6MBVNT|7RCR|9aCDMG
489	26631 33511	   	163.90	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|2ZMB|37VULN|48DMG|5ERES|6BELT|9RCR|aCDMG
490	33532 51326	   	163.90	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	13VULN|28ASPD|46DMG|5DUR|7DMSP|9RCR|aZMB
491	23313 15262	 * 	163.86	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2ASPD|3ERES|4CDMG|5RCR|689VULN|7LIT|aAART
492	32322 15332	   	163.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2FEWX|38DMG|4DUR|5CDMG|6DUST|7RCR|9AART|aVENICY
493	32322 15432	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2FEWX|3DMG|4DUR|5CDMG|6DUST|7RCR|9AART|aVENICY
494	36612 15332	   	163.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2DUR|3FEWX|48DMG|5CDMG|6DUST|7RCR|9AART|aVENICY
495	33114 26623	   	163.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	18VULN|2ASPD|3LHND|4RMIN|5FEWX|6RCR|7ZMB|9AART|aDMG
496	33116 26623	   	163.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	18VULN|2ASPD|3LHND|4RMIN|5BEXP|6RCR|7ZMB|9AART|aDMG
497	53623 11522	   	163.76	DCR|3DMG|1VULN|1CDMG|2DUR	128CGEN|389DMG|4CDMG|5LIT|6RCR|78DUR|8BPWR|aVULN
498	22324 16225	   	163.75	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2FEWX|35DMG|4AART|6LWND|78VULN|9LHND|aRCR
499	33535 61233	   	163.75	DCR|2VULN|2DMG|2CDMG|1DUR|1ASPD	13VULN|2ASPD|47DMG|58CDMG|6DUR|9TLV|aRCR
500	33511 63261	 * 	163.68	DCR|2VULN|1DMG|2CDMG|2ZMB|1ASPD	13VULN|2ASPD|45ZMB|6RCR|78CDMG|9BASICY|aDMG
501	33511 63423	   	163.68	DCR|2VULN|1DMG|2CDMG|2ZMB|1ASPD	13VULN|2ASPD|45ZMB|6RCR|7aCDMG|8DMG|9CANSTR
502	13533 26623	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LHND|2ASPD|38VULN|4BEXP|5ERES|6RCR|7ZMB|9AART|aDMG
503	25634 22213	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2MLV|37VULN|4ZMB|5FEWX|6RCR|8DUST|9AART|aDMG
504	26614 22213	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2ZMB|37VULN|4RMIN|5FEWX|6RCR|8DUST|9AART|aDMG
505	33133 26623	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	18VULN|2ASPD|3LHND|4BEXP|5ERES|6RCR|7ZMB|9AART|aDMG
506	33135 26623	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	18VULN|2ASPD|3LHND|4BEXP|5TLV|6RCR|7ZMB|9AART|aDMG
507	36134 22213	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|2DUR|3MLV|4ZMB|5FEWX|6RCR|8DUST|9AART|aDMG
508	36314 22214	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|2DUR|3DMG|4RMIN|5FEWX|6RCR|8DUST|9AART|aZMB
509	36316 24213	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|2DUR|3DMG|4RMIN|5BEXP|6RCR|8DUST|9AART|aZMB
510	52433 22213	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2FEWX|3DUR|4ZMB|57VULN|6RCR|8DUST|9AART|aDMG
511	52533 61213	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2FEWX|35VULN|4ZMB|6RCR|7DUR|8DUST|9AART|aDMG
512	63133 26623	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|28VULN|3LHND|4BEXP|5ERES|6RCR|7ZMB|9AART|aDMG
513	33523 66123	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	13VULN|2ASPD|4MLV|5DUST|6RCR|7ZMB|8FEWX|9AART|aDMG
514	13132 61132	   	163.66	DCR|3VULN|1DMG|2ASPD|2DUR	139LHND|29ASPD|4DMG|57DUR|6RCR|89aVULN|9BPWR
515	66132 61132	   	163.66	DCR|3VULN|1DMG|2ASPD|2DUR	19ASPD|239LHND|4DMG|57DUR|6RCR|89aVULN|9BPWR
516	22324 16235	   	163.65	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2FEWX|35DMG|4AART|6LWND|78VULN|9LEGI|aRCR
517	35211 24125	   	163.65	DCR|2VULN|2DMG|1AART|1DUR	15VULN|2SNIHEL|36FEWX|4AART|79DMG|8DUR|aRCR
518	61311 56223	   	163.64	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1ASPD|2ZMB|36CDMG|4LEGI|5RPLT|7RCR|8VULN|9AART|aDMG
519	53535 21111	 * 	163.62	ACR|3DMG|1AART|1CDMG|1ASPD	12CGEN|3RCR|48aDMG|5CDMG|6ASPD|7AART|9DMSP
520	32323 22214	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|2FEWX|3DMG|4DUR|5ERES|6RCR|8DUST|9AART|aZMB
521	36234 22213	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|2DUR|3TLV|4ZMB|5FEWX|6RCR|8DUST|9AART|aDMG
522	36613 22214	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|2DUR|3FEWX|4DMG|5ERES|6RCR|8DUST|9AART|aZMB
523	32324 43243	   	163.56	DCR|3VULN|1DMG|1CDMG|2DUR	178VULN|2FEWX|3DMG|49DUR|5BEXP|6RCR|aCDMG
524	22324 12152	   	163.50	DCR|3DMG|2AART|2DUR	17DUR|2FEWX|357DMG|49AART|67LWND|7BPWR|8RCR|aCGEN
525	22324 12155	   	163.50	DCR|3DMG|2AART|2DUR	17DUR|2FEWX|357DMG|49AART|67LWND|7BPWR|8RCR|aRCVC
526	61324 12323	   	163.48	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2ZMB|3CDMG|4BEXP|5DMG|69AART|7RCVC|8VULN|aRCR
527	22331 11166	   	163.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2FEWX|3DMG|4CDMG|5MLV|68VULN|7RCR|9RPLT|aAART
528	22333 11166	   	163.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2FEWX|3DMG|4CDMG|5CGEN|68VULN|7RCR|9RPLT|aAART
529	22324 26151	   	163.40	DCR|3DMG|2AART|2DUR	1aDUR|26FEWX|356DMG|49AART|6BPWR|7LWND|8RCR
530	36612 15211	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2DUR|39FEWX|4DMG|5CDMG|689DUST|7RCR|9BPWR|aAART
531	36134 22125	   	163.31	DCR|4VULN|1CDMG|1ZMB|1DUR	178aVULN|2DUR|3MLV|4ZMB|5FEWX|6RCR|9CDMG
532	51333 61125	   	163.31	DCR|4VULN|1CDMG|1ZMB|1DUR	1CGEN|2ZMB|358aVULN|4LHND|6RCR|7DUR|9CDMG
533	52433 22125	   	163.31	DCR|4VULN|1CDMG|1ZMB|1DUR	1CGEN|2FEWX|3DUR|4ZMB|578aVULN|6RCR|9CDMG
534	53532 36221	   	163.26	ACR|2VULN|2DMG|2DUR|1ZMB	12CGEN|3RCR|4aDMG|59DUR|68VULN|7ZMB
535	22324 12153	   	163.25	DCR|3DMG|2AART|2DUR|1SELL	17DUR|2FEWX|357DMG|49AART|67LWND|7BPWR|8RCR|aSELL
536	36115 26111	   	163.22	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	18aVULN|2DUR|3MLV|4RCR|5CDMG|6LHND|7ASPD|9DMG
537	25632 22125	   	163.21	DCR|4VULN|1CDMG|1ZMB|1DUR	1DUR|2MLV|378aVULN|4ZMB|5DUST|6RCR|9CDMG
538	26612 22125	   	163.21	DCR|4VULN|1CDMG|1ZMB|1DUR	1DUR|2ZMB|378aVULN|4RMIN|5DUST|6RCR|9CDMG
539	36132 22125	   	163.21	DCR|4VULN|1CDMG|1ZMB|1DUR	178aVULN|2DUR|3MLV|4ZMB|5DUST|6RCR|9CDMG
540	36234 22125	   	163.21	DCR|4VULN|1CDMG|1ZMB|1DUR	178aVULN|2DUR|3TLV|4ZMB|5FEWX|6RCR|9CDMG
541	36641 31223	   	163.20	DCR|3VULN|1AART|1CDMG|2DUR	178VULN|25DUR|35FEWX|4AART|5BPWR|6LHND|9RCR|aCDMG
542	33532 44113	 * 	163.16	5VULN|2DMG|1AART|2DUR|1ASPD	13689VULN|2ASPD|4aDMG|56DUR|6BPWR|7AART
543	36115 16111	   	163.12	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	18aVULN|2DUR|3MLV|4RCR|5CDMG|6DUST|7ASPD|9DMG
544	36215 26111	   	163.12	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	18aVULN|2DUR|3TLV|4RCR|5CDMG|6LHND|7ASPD|9DMG
545	36232 22125	   	163.11	DCR|4VULN|1CDMG|1ZMB|1DUR	178aVULN|2DUR|3TLV|4ZMB|5DUST|6RCR|9CDMG
546	32322 15515	   	163.09	DCR|2VULN|2DMG|1CDMG|2DUR	19VULN|2FEWX|39DMG|4aDUR|5CDMG|69DUST|7RCR|8RCVC|9BPWR
547	36342 32253	   	163.08	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1VULN|2DUR|3DMG|4CDMG|58BELT|6RCR|79ZMB|aAART
548	21125 62241	   	163.05	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2LIT|38VULN|4LWND|5AART|69DMG|7TLV|aRCR
549	36215 16111	   	163.02	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	18aVULN|2DUR|3TLV|4RCR|5CDMG|6DUST|7ASPD|9DMG
550	61432 51323	   	162.88	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2ZMB|3DMG|4RMIN|5CDMG|6CGEN|79AART|8VULN|aRCR
551	61521 51323	   	162.88	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2ZMB|3RCVC|4CDMG|5DMG|6LHND|79AART|8VULN|aRCR
552	13441 11111	   	162.80	DCR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1LHND|2ASPD|3DUR|4CDMG|5MLV|68aVULN|7RCR|9DMG
553	13444 11111	   	162.80	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1LHND|2ASPD|3DUR|4CDMG|5RMIN|68aVULN|7RCR|9DMG
554	13522 61111	   	162.80	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1LHND|2ASPD|38aVULN|4DUR|5CDMG|6CGEN|7RCR|9DMG
555	23141 11111	   	162.80	DCR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2ASPD|3LHND|4CDMG|5MLV|68aVULN|7RCR|9DMG
556	23144 11111	   	162.80	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2ASPD|3LHND|4CDMG|5RMIN|68aVULN|7RCR|9DMG
557	23531 11111	   	162.80	DCR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2ASPD|3BEXP|4CDMG|5MLV|68aVULN|7RCR|9DMG
558	23533 11111	   	162.80	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2ASPD|3BEXP|4CDMG|5CGEN|68aVULN|7RCR|9DMG
559	23534 11111	   	162.80	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2ASPD|3BEXP|4CDMG|5RMIN|68aVULN|7RCR|9DMG
560	23641 41111	   	162.80	DCR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2ASPD|38aVULN|4CDMG|5MLV|6BEXP|7RCR|9DMG
561	23641 51111	   	162.80	DCR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2ASPD|38aVULN|4CDMG|5MLV|6LHND|7RCR|9DMG
562	33122 61111	   	162.80	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	18aVULN|2ASPD|3LHND|4DUR|5CDMG|6CGEN|7RCR|9DMG
563	33441 41111	   	162.80	DCR|3VULN|1DMG|1CDMG|1DUR|1ASPD	18aVULN|2ASPD|3DUR|4CDMG|5MLV|6BEXP|7RCR|9DMG
564	33441 51111	   	162.80	DCR|3VULN|1DMG|1CDMG|1DUR|1ASPD	18aVULN|2ASPD|3DUR|4CDMG|5MLV|6LHND|7RCR|9DMG
565	63122 61111	   	162.80	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|28aVULN|3LHND|4DUR|5CDMG|6CGEN|7RCR|9DMG
566	13541 61111	   	162.80	DCR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1LHND|2ASPD|38aVULN|4CDMG|5MLV|6DUR|7RCR|9DMG
567	13543 61111	   	162.80	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1LHND|2ASPD|38aVULN|4CDMG|5DUR|6CGEN|7RCR|9DMG
568	33141 61111	   	162.80	DCR|3VULN|1DMG|1CDMG|1DUR|1ASPD	18aVULN|2ASPD|3LHND|4CDMG|5MLV|6DUR|7RCR|9DMG
569	33143 61111	   	162.80	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	18aVULN|2ASPD|3LHND|4CDMG|5DUR|6CGEN|7RCR|9DMG
570	33144 61111	   	162.80	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	18aVULN|2ASPD|3LHND|4CDMG|5RMIN|6DUR|7RCR|9DMG
571	63141 61111	   	162.80	DCR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1ASPD|28aVULN|3LHND|4CDMG|5MLV|6DUR|7RCR|9DMG
572	63143 61111	   	162.80	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|28aVULN|3LHND|4CDMG|5DUR|6CGEN|7RCR|9DMG
573	51333 65111	   	162.78	DCR|4VULN|1DMG|1ZMB	1CGEN|2ZMB|358aVULN|4LHND|6RCR|7RPLT|9DMG
574	33213 11546	   	162.76	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	16VULN|2ASPD|3MLV|4CDMG|5RCR|79DMG|8DUR|aLWND
575	33213 13451	   	162.76	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	16VULN|2ASPD|37MLV|4CDMG|5RCR|8aDMG|9DUR
576	33213 16451	   	162.76	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	16VULN|2ASPD|3MLV|4CDMG|5RCR|7RCVC|8aDMG|9DUR
577	63213 13451	   	162.76	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1ASPD|26VULN|37MLV|4CDMG|5RCR|8aDMG|9DUR
578	36335 33353	   	162.73	DCR|2VULN|2DMG|1CDMG|2DUR|1ASPD	16VULN|27DUR|34DMG|5TLV|8ASPD|9CDMG|aRCR
579	35116 63212	   	162.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VULN|2SNIHEL|3BEXP|4AART|5CDMG|6RCR|7ZMB|8DMG|9ASPD|aRCVC
580	35116 63213	   	162.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VULN|2SNIHEL|3BEXP|4AART|5CDMG|6RCR|7ZMB|8DMG|9ASPD|aCGEN
581	35116 63231	   	162.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2SNIHEL|3BEXP|4AART|5CDMG|6RCR|7ZMB|8DMG|9LIT|aDUR
582	35216 63212	   	162.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VULN|2SNIHEL|3FEWX|4AART|5CDMG|6RCR|7ZMB|8DMG|9ASPD|aRCVC
583	35216 63213	   	162.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VULN|2SNIHEL|3FEWX|4AART|5CDMG|6RCR|7ZMB|8DMG|9ASPD|aCGEN
584	35216 63231	   	162.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2SNIHEL|3FEWX|4AART|5CDMG|6RCR|7ZMB|8DMG|9LIT|aDUR
585	35316 63212	   	162.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VULN|2SNIHEL|3LWND|4AART|5CDMG|6RCR|7ZMB|8DMG|9ASPD|aRCVC
586	35316 63213	   	162.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VULN|2SNIHEL|3LWND|4AART|5CDMG|6RCR|7ZMB|8DMG|9ASPD|aCGEN
587	35316 63231	   	162.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2SNIHEL|3LWND|4AART|5CDMG|6RCR|7ZMB|8DMG|9LIT|aDUR
588	26621 61312	 * 	162.73	DCR|2DMG|1VULN|3DUR|1FLTHEA|1ZMB	147DUR|2ZMB|3VULN|5CGEN|6RCR|8aDMG|9FLTHEA
589	23142 32314	 * 	162.72	DCR|3ZMB|1VULN|3ASPD|3DUR|1CDMG	189DUR|289ASPD|3LHND|4CDMG|5BELT|6RCR|789ZMB|89BPWR|aVULN
590	23216 11111	   	162.70	DCR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2ASPD|3MLV|4CDMG|5DUST|68aVULN|7RCR|9DMG
591	23646 31111	   	162.70	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2ASPD|38aVULN|4CDMG|5DUST|6CGEN|7RCR|9DMG
592	33446 31111	   	162.70	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	18aVULN|2ASPD|3DUR|4CDMG|5DUST|6CGEN|7RCR|9DMG
593	51333 62241	   	162.68	DCR|4VULN|1DMG|1ZMB	1CGEN|2ZMB|3589VULN|4LHND|6RCR|7ERES|aDMG
594	33213 11542	   	162.66	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	16VULN|2ASPD|3MLV|4CDMG|5RCR|79DMG|8DUR|aDUST
595	33213 11543	   	162.66	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	16VULN|2ASPD|3MLV|4CDMG|5RCR|79DMG|8DUR|aERES
596	33313 16451	   	162.66	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	16VULN|2ASPD|3ERES|4CDMG|5RCR|7RCVC|8aDMG|9DUR
597	63213 11542	   	162.66	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1ASPD|26VULN|3MLV|4CDMG|5RCR|79DMG|8DUR|aDUST
598	63213 11543	   	162.66	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1ASPD|26VULN|3MLV|4CDMG|5RCR|79DMG|8DUR|aERES
599	35116 63221	   	162.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2SNIHEL|3BEXP|4AART|5CDMG|6RCR|7ZMB|8DMG|9DUR|aDUST
600	35216 63221	   	162.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2SNIHEL|3FEWX|4AART|5CDMG|6RCR|7ZMB|8DMG|9DUR|aDUST
601	35316 63221	   	162.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2SNIHEL|3LWND|4AART|5CDMG|6RCR|7ZMB|8DMG|9DUR|aDUST
602	26622 61312	   	162.63	DCR|2DMG|1VULN|3DUR|1FLTHEA|1ZMB	147DUR|2ZMB|3VULN|5ERES|6RCR|8aDMG|9FLTHEA
603	23316 11111	   	162.60	DCR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2ASPD|3ERES|4CDMG|5DUST|68aVULN|7RCR|9DMG
604	33532 35147	   	162.57	DCR|4VULN|1DMG|2ASPD|1DUR	1368VULN|29ASPD|4DMG|5DUR|7MBVNT|aRCR
605	33313 11151	   	162.56	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	16VULN|2ASPD|38ERES|4CDMG|5RCR|7aDMG|9DUR
606	33313 11342	   	162.56	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	16VULN|2ASPD|3ERES|4CDMG|5RCR|79DMG|8DUR|aDUST
607	33313 11343	   	162.56	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	16VULN|2ASPD|3aERES|4CDMG|5RCR|79DMG|8DUR
608	63313 11151	   	162.56	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1ASPD|26VULN|38ERES|4CDMG|5RCR|7aDMG|9DUR
609	63313 11342	   	162.56	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1ASPD|26VULN|3ERES|4CDMG|5RCR|79DMG|8DUR|aDUST
610	63313 11343	   	162.56	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1ASPD|26VULN|3aERES|4CDMG|5RCR|79DMG|8DUR
611	33121 43615	   	162.56	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	178VULN|2ASPD|3LHND|4DUR|5LWND|6RCR|9ZMB|aDMG
612	33124 43215	   	162.56	DCR|3VULN|1DMG|1ZMB|1ASPD|1DUR	178VULN|2ASPD|3LHND|4DUR|5BEXP|6RCR|9ZMB|aDMG
613	33222 66232	   	162.56	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	18aVULN|2ASPD|3MLV|4RCVC|5DUR|6RCR|7ZMB|9DMG
614	33252 66232	   	162.56	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	18aVULN|2ASPD|34MLV|5DUR|6RCR|7ZMB|9DMG
615	33522 65113	   	162.56	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	138VULN|2ASPD|4MLV|5DUR|6RCR|7RPLT|9DMG|aZMB
616	63222 66232	   	162.56	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1ASPD|28aVULN|3MLV|4RCVC|5DUR|6RCR|7ZMB|9DMG
617	53532 32231	   	162.52	ACR|3DMG|2VULN|1DUR	12CGEN|3RCR|49aDMG|5DUR|68VULN|7TLV
618	53532 32241	   	162.52	ACR|3VULN|2DMG|1DUR	12CGEN|3RCR|4aDMG|5DUR|689VULN|7TLV
619	35116 63222	   	162.49	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1VULN|2SNIHEL|3BEXP|4AART|5CDMG|6RCR|7ZMB|8DMG|9DUR|aSELL
620	35216 63222	   	162.49	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1VULN|2SNIHEL|3FEWX|4AART|5CDMG|6RCR|7ZMB|8DMG|9DUR|aSELL
621	35316 63222	   	162.49	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1VULN|2SNIHEL|3LWND|4AART|5CDMG|6RCR|7ZMB|8DMG|9DUR|aSELL
622	35116 21311	   	162.47	DCR|4VULN|1AART|1CDMG	1689VULN|2SNIHEL|3BEXP|4AART|5CDMG|7CGEN|aRCR
623	35216 21311	   	162.47	DCR|4VULN|1AART|1CDMG	1689VULN|2SNIHEL|3FEWX|4AART|5CDMG|7CGEN|aRCR
624	22322 61243	   	162.46	DCR|2DMG|1AART|1VULN|1ASPD|1DUR|1SELL	1DUR|2FEWX|38DMG|4AART|5SELL|6RCR|7BEXP|9ASPD|aVULN
625	22322 63643	   	162.46	DCR|2DMG|1AART|1VULN|1ASPD|1DUR|1SELL	1DUR|2FEWX|37DMG|4AART|5SELL|6RCR|8BEXP|9ASPD|aVULN
626	33322 66232	   	162.46	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	18aVULN|2ASPD|3ERES|4RCVC|5DUR|6RCR|7ZMB|9DMG
627	33322 66241	   	162.46	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	189VULN|2ASPD|3ERES|4RCVC|5DUR|6RCR|7ZMB|aDMG
628	33522 66231	   	162.46	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	138VULN|2ASPD|4MLV|5DUR|6RCR|7ZMB|9DMG|aTLV
629	63322 66232	   	162.46	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1ASPD|28aVULN|3ERES|4RCVC|5DUR|6RCR|7ZMB|9DMG
630	32314 34324	   	162.42	DCR|3VULN|1AART|1DMG|1DUR	16aVULN|25FEWX|3DMG|4RMIN|7AART|8DUR|9RCR
631	23213 64113	   	162.39	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2ASPD|3MLV|4CDMG|5RCR|6ZMB|7RPLT|8VULN|9AART|aDMG
632	22322 63343	   	162.36	DCR|2DMG|1AART|1VULN|1ASPD|1DUR|1SELL	1DUR|2FEWX|37DMG|4AART|5SELL|6RCR|8DUST|9ASPD|aVULN
633	22322 66243	   	162.36	DCR|2DMG|1AART|1VULN|1ASPD|1DUR|1SELL	1DUR|2FEWX|38DMG|4AART|5SELL|6RCR|7DUST|9ASPD|aVULN
634	23313 64113	   	162.29	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2ASPD|3ERES|4CDMG|5RCR|6ZMB|7RPLT|8VULN|9AART|aDMG
635	32322 55413	   	162.28	DCR|3VULN|1DMG|2CDMG|1DUR	189VULN|29FEWX|3DMG|4DUR|59CDMG|6LEGI|7RCR|9BPWR|aRPLT
636	32333 24531	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	17aVULN|2FEWX|3DMG|4BEXP|5ERES|6RCR|8CDMG|9ZMB
637	64431 21123	   	162.21	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1ASPD|2ERES|34DMG|5LHND|6ZMB|7AART|8VULN|9DUR|aRCR
638	36314 22115	   	162.20	DCR|3VULN|2DMG|1DUR	178VULN|2DUR|3aDMG|4RMIN|5FEWX|6RCR|9BEXP
639	33511 64311	   	162.19	DCR|2VULN|3ZMB|1AART|1ASPD	13VULN|2ASPD|45aZMB|6RCR|7AART|8BASICY|9RPLT
640	33211 26261	   	162.18	DCR|3VULN|1DMG|2CDMG|1ASPD	168VULN|2ASPD|3MLV|49CDMG|5RPLT|7RCR|aDMG
