0	Index      	 *	Score 	Summary	Detail	
1	44331 32433	 * 	221.50	DCR|2VULN|2ASPD|1AART|2CDMG|1NUKE	1TLV|2MBVNT|36CDMG|46ASPD|5AART|6BPWR|79VULN|8RCR|aNUKE
497	32143 13235	   	193.83	DCR|2VULN|2AART|2ASPD	1aASPD|23AART|4LWND|59VULN|6AME|7DUST|8RCR
498	32411 24235	   	193.83	DCR|2VULN|2AART|2ASPD	1aASPD|27AART|39VULN|4LWND|5TLV|6LHND|8RCR
499	31225 12615	   	193.82	DCR|2VULN|2ASPD|1AART|1DMG	16ASPD|2FEWX|3BEXP|4DMG|5ERES|79VULN|8AART|aRCR
500	23253 13435	   	193.82	DCR|3VULN|1AART|1ASPD|1CDMG	137VULN|23LIT|3BPWR|4CGEN|5ASPD|6AART|8CDMG|9RMIN|aRCR
501	32143 22342	   	193.82	DCR|3AART|2VULN|1ASPD	1ASPD|239AART|4LWND|58VULN|6ERES|7RCR|aSPLREG
502	32162 52342	   	193.82	DCR|3AART|2VULN|1ASPD	1ASPD|239AART|4ERES|58VULN|6LWND|7RCR|aSPLREG
503	32353 12126	   	193.81	DCR|2VULN|1AART|1ASPD|1NUKE|1DUR	1ASPD|2AART|3ERES|4DUR|58VULN|6BEXP|7RCR|9BASFIG|aNUKE
504	44332 42432	   	193.81	DCR|2VULN|2ASPD|1AART|1CDMG	1TLV|2MBVNT|3CDMG|45ASPD|6AART|79VULN|8RCR|aDUST
505	21323 34623	   	193.80	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1VULN|2TLV|3LWND|4LHND|5ZMB|6RCR|7AART|8DMG|9CDMG|aASPD
506	21325 34423	   	193.80	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1VULN|2TLV|3LWND|4LHND|5DMG|6RCR|7AART|8ZMB|9CDMG|aASPD
507	31632 31526	   	193.79	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	15ASPD|26FEWX|3AART|4VULN|7BEXP|8RCR|9CDMG|aDMG
508	32631 51242	   	193.79	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	14ASPD|2AART|3CDMG|5DMG|6AELBLL|7DMSP|8RCR|9VULN|aMLV
509	32621 36611	   	193.77	DCR|2AART|1MDPS|1VULN|1ASPD|1DMG|1CDMG	1ASPD|24AART|3CDMG|5DMG|6MDPS|7VULN|8TLV|9RCR|aRCVC
510	32155 61111	   	193.76	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1ASPD|23AART|4DMG|5ZMB|6RCVC|7RCR|8VULN|9LIT|aMLV
511	32155 61112	   	193.76	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1ASPD|23AART|4DMG|5ZMB|6RCVC|7RCR|8VULN|9aLIT
512	32155 61113	   	193.76	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1ASPD|23AART|4DMG|5ZMB|6RCVC|7RCR|8VULN|9LIT|aRMIN
513	32155 61122	   	193.76	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1ASPD|23AART|4DMG|5ZMB|6RCVC|7RCR|8VULN|9CGEN|aLWND
514	32442 38343	   	193.72	DCR|2VULN|2ASPD|1AART|1DMG	15ASPD|2AART|39VULN|4MBVNT|6FEWX|7MSLREG|8DMG|aRCR
515	23353 13435	   	193.72	DCR|3VULN|1AART|1ASPD|1CDMG	137VULN|2LIT|4CGEN|5ASPD|6AART|8CDMG|9RMIN|aRCR
516	32631 21113	   	193.70	DCR|1MDPS|2DMG|2ASPD|1AART|1CDMG|1DUR	14ASPD|2AART|3CDMG|5aDMG|6ERES|7MDPS|8DUR|9RCR
517	32631 33113	   	193.70	DCR|1MDPS|2DMG|2ASPD|1AART|1CDMG|1DUR	14ASPD|2AART|3CDMG|5aDMG|6MDPS|7ERES|8DUR|9RCR
518	21433 34623	   	193.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1VULN|2TLV|3LEGI|4LHND|5ZMB|6RCR|7AART|8DMG|9CDMG|aASPD
519	32155 61121	   	193.66	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1ASPD|23AART|4DMG|5ZMB|6RCVC|7RCR|8VULN|9CGEN|aDUST
520	32115 22143	 * 	193.64	DCR|2AART|1VULN|1ASPD|1NUKE|1CDMG	1ASPD|23AART|4DMSP|5CDMG|6VULN|7FEWX|8MLV|9RCR|aNUKE
521	32115 25143	   	193.64	DCR|2AART|1VULN|1ASPD|1NUKE|1CDMG	1ASPD|23AART|4DMSP|5CDMG|6VULN|7LHND|8MLV|9RCR|aNUKE
522	35512 11116	   	193.64	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2CDMG|3VULN|4CGEN|5BEXP|6LWND|7DMG|8aAART|9RCR
523	36333 77123	   	193.63	DCR|2VULN|2DMG|2ASPD	15ASPD|28VULN|3LWND|4MBVNT|6aDMG|7RCR|9LHND
524	36363 36113	   	193.63	DCR|2VULN|2DMG|2ASPD|1AAC	19ASPD|28VULN|3LWND|4AAC|5aDMG|6MLV|7RCR
525	36423 36113	 * 	193.63	DCR|2VULN|2DMG|2ASPD|1NUKE	19ASPD|28VULN|3LHND|4aDMG|5NUKE|6MLV|7RCR
526	23433 13435	   	193.62	DCR|3VULN|1AART|1ASPD|1CDMG	147VULN|2LIT|3ERES|5ASPD|6AART|8CDMG|9RMIN|aRCR
527	32115 22347	   	193.54	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|23AART|4DMSP|5CDMG|6VULN|7FEWX|8MBVNT|9RCR|aDMG
528	32152 33351	   	193.54	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1AAC	1ASPD|23AART|4DMG|5LWND|6AAC|7CDMG|8RPLT|9RCR|aVULN
529	21123 66113	   	193.53	DCR|2VULN|2DMG|2ASPD|1AAC	18VULN|2TLV|3FEWX|49ASPD|5aDMG|6AAC|7RCR
530	21512 66113	   	193.53	DCR|2VULN|2DMG|2ASPD|1AAC	18VULN|2TLV|3AAC|4BEXP|59ASPD|6aDMG|7RCR
531	32621 11233	   	193.51	DCR|2AART|2ASPD|2CDMG|1DMG	1aASPD|24AART|36CDMG|5DMG|7DMSP|8RCR|9BEXP
532	32621 11263	   	193.51	DCR|2AART|2ASPD|2CDMG|1DMG	1aASPD|24AART|36CDMG|5DMG|7DMSP|8RCR|9LHND
533	36213 62612	   	193.51	DCR|2AART|1MDPS|2ASPD|1VULN|1DMG	15ASPD|2VULN|3BEXP|4LWND|6DMG|7MDPS|8RCR|9aAART
534	21333 87173	   	193.51	DCR|3VULN|1MDPS|2ASPD|1ZMB	168VULN|2TLV|3LWND|4MBVNT|56ASPD|6BPWR|7RCR|9ZMB|aMDPS
535	44332 42417	   	193.49	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1TLV|2MBVNT|3CDMG|45ASPD|6AART|7VULN|8RCR|9ERES|aDMG
536	44332 42423	   	193.49	DCR|2ASPD|1VULN|1AART|1NUKE|1CDMG	19TLV|2MBVNT|3CDMG|45ASPD|6AART|7VULN|8RCR|aNUKE
537	32131 43263	   	193.45	DCR|3VULN|2AART|1ASPD	1ASPD|23AART|4LIT|5TLV|679VULN|8FEWX|aRCR
538	21426 11116	   	193.44	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1VULN|2TLV|3LEGI|4ASPD|5CDMG|6LWND|7DMG|8aAART|9RCR
539	32162 33143	   	193.44	DCR|2AART|1VULN|1ASPD|1NUKE|1CDMG|1AAC	1ASPD|23AART|4ERES|5VULN|6AAC|7CDMG|8MLV|9RCR|aNUKE
540	32462 33413	   	193.44	DCR|2AART|1MDPS|1VULN|1ASPD|1DMG|1CDMG	1ASPD|27AART|3VULN|4MDPS|5ERES|6CDMG|8RMIN|9RCR|aDMG
541	32463 23613	   	193.44	DCR|2AART|1MDPS|1VULN|1ASPD|1DMG|1CDMG	1ASPD|27AART|3VULN|4MDPS|5CDMG|6RMIN|8TLV|9RCR|aDMG
542	32621 36612	   	193.44	DCR|2AART|1MDPS|1VULN|1ASPD|1DMG|1CDMG	1ASPD|24AART|3CDMG|5DMG|6MDPS|7VULN|8TLV|9RCR|aFEWX
543	32613 16531	   	193.44	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR	1ASPD|2AART|3CDMG|4RMIN|5LIT|6aVULN|79DUR|8RCR
544	23253 13263	   	193.42	DCR|4VULN|1AART|1ASPD	1379VULN|23LIT|3BPWR|4CGEN|5ASPD|6AART|8FEWX|aRCR
545	23261 36115	   	193.33	DCR|4VULN|2DMG	138aVULN|23LIT|3aBPWR|4aLWND|5ERES|6BEXP|7RCR|9aDMG
546	13163 51363	   	193.32	DCR|4VULN|1AART|1DMG	1LWND|2LIT|3579VULN|4RMIN|6DMG|8AART|aRCR
547	23254 11352	   	193.32	DCR|4VULN|1MDPS|1AART|1ASPD	1389VULN|23LIT|3BPWR|4CGEN|5MDPS|6AART|7ASPD|aRCR
548	23353 13263	   	193.32	DCR|4VULN|1AART|1ASPD	1379VULN|2LIT|4CGEN|5ASPD|6AART|8FEWX|aRCR
549	32642 22143	   	193.32	DCR|2AART|1VULN|2CDMG|1ASPD|1DUR	1ASPD|2aAART|39CDMG|4CGEN|5VULN|6DUR|7RCR|8LWND
550	32632 11213	   	193.31	DCR|2AART|2ASPD|2CDMG|1DMG	14ASPD|27AART|36CDMG|5ERES|8RCR|9DUST|aDMG
551	21333 87511	   	193.31	DCR|2VULN|2ASPD|1AART|2ZMB	16VULN|2TLV|3LWND|4MBVNT|56ASPD|6BPWR|7RCR|8aZMB|9AART
552	36432 24444	   	193.31	DCR|2VULN|2ASPD|2CDMG|2DUR	1aASPD|2aVULN|3LHND|4LEGI|5MBVNT|68DUR|7RCR|9aCDMG|aBPWR
553	36436 14444	   	193.31	DCR|2VULN|2ASPD|2CDMG|2DUR	1aASPD|2aVULN|3LHND|4LEGI|58DUR|6MBVNT|7RCR|9aCDMG|aBPWR
554	36122 36135	   	193.31	DCR|3VULN|1ASPD|1DMG|2ZMB	1ASPD|28aVULN|3FEWX|4DMG|5aZMB|6MLV|7RCR|9aERES|aBPWR
555	36222 36135	   	193.31	DCR|3VULN|1ASPD|1DMG|2ZMB	1ASPD|28aVULN|3BEXP|4DMG|5aZMB|6MLV|7RCR|9aERES|aBPWR
556	21535 41123	   	193.30	DCR|2VULN|2ASPD|1DMG|1AAC|2ZMB	18VULN|2TLV|3AAC|48ZMB|58ASPD|6RCR|7RCVC|8BPWR|9LHND|aDMG
557	31422 36124	   	193.24	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1ASPD|2FEWX|3LHND|4aDMG|5ZMB|6AME|7RCR|8VULN|9AART
558	32462 31236	   	193.24	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|2DUR	1ASPD|2AART|3aVULN|4MDPS|5ERES|6CDMG|79DUR|8RCR
559	32514 13236	   	193.24	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|2DUR	1ASPD|2AART|3MDPS|4CDMG|59DUR|6aVULN|7ERES|8RCR
560	23261 26115	   	193.23	DCR|4VULN|2DMG	138aVULN|23aLIT|3aBPWR|4LWND|5ERES|6LEGI|7RCR|9aDMG
561	23361 36115	   	193.23	DCR|4VULN|2DMG	138aVULN|2LIT|4aLWND|5ERES|6BEXP|7RCR|9aDMG|aBPWR
562	23354 11352	   	193.22	DCR|4VULN|1MDPS|1AART|1ASPD	1389VULN|2LIT|4CGEN|5MDPS|6AART|7ASPD|aRCR
563	23433 13263	   	193.22	DCR|4VULN|1AART|1ASPD	1479VULN|2LIT|3ERES|5ASPD|6AART|8FEWX|aRCR
564	32463 34113	   	193.20	DCR|1MDPS|1VULN|1AART|2CDMG|1ASPD|1DMG|1DUR	1ASPD|2AART|3VULN|4MDPS|56CDMG|7AELBLL|8DUR|9RCR|aDMG
565	36121 33624	   	193.16	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1ASPD|2VULN|3FEWX|48DMG|5LHND|6MLV|7AART|9CDMG|aRCR
566	24132 43532	   	193.15	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	16VULN|23DUST|4LIT|56DUR|6BPWR|7DMG|8ASPD|9AART|aRCR
567	32313 22434	   	193.14	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1ASPD|2AART|3ERES|4BEXP|5VULN|6LHND|7RCR|8ZMB|9aDMG
568	23361 26115	   	193.13	DCR|4VULN|2DMG	138aVULN|2aLIT|4LWND|5ERES|6LEGI|7RCR|9aDMG|aBPWR
569	23432 26115	   	193.13	DCR|4VULN|2DMG	148aVULN|2aLIT|3ERES|5LHND|6LEGI|7RCR|9aDMG|aBPWR
570	24231 26115	   	193.13	DCR|4VULN|2DMG	138aVULN|23DUST|3aBPWR|4aLIT|5ERES|6LHND|7RCR|9aDMG
571	23221 26115	   	193.13	DCR|4VULN|2DMG	138aVULN|23LIT|3aBPWR|4aDUST|5ERES|6LHND|7RCR|9aDMG
572	23431 26115	   	193.13	DCR|4VULN|2DMG	148aVULN|2LIT|3aERES|5BEXP|6LHND|7RCR|9aDMG|aBPWR
573	23432 36115	   	193.13	DCR|4VULN|2DMG	148aVULN|2LIT|3aERES|5LHND|6BEXP|7RCR|9aDMG|aBPWR
574	23434 11352	   	193.12	DCR|4VULN|1MDPS|1AART|1ASPD	1489VULN|2LIT|3ERES|5MDPS|6AART|7ASPD|aRCR
575	23321 26115	   	193.03	DCR|4VULN|2DMG	138aVULN|2LIT|4aDUST|5ERES|6LHND|7RCR|9aDMG|aBPWR
576	32412 12642	   	192.98	DCR|3ASPD|2VULN|1AART	159ASPD|2AART|39VULN|4aLWND|6AME|7RCR|89CGEN|9BPWR
577	32412 12643	   	192.98	DCR|3ASPD|2VULN|1AART	159ASPD|2AART|39VULN|4LWND|6AME|7RCR|89CGEN|9BPWR|aRPLT
578	21121 63624	   	192.96	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1VULN|2TLV|3FEWX|4ASPD|5LEGI|68DMG|7AART|9CDMG|aRCR
579	32462 31232	   	192.92	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1ASPD|2AART|3VULN|4MDPS|5ERES|6CDMG|79DUR|8RCR|aDMG
580	32463 53232	   	192.92	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1ASPD|2AART|3VULN|4MDPS|5CDMG|69DUR|7ERES|8RCR|aDMG
581	32514 13232	   	192.92	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1ASPD|2AART|3MDPS|4CDMG|59DUR|6VULN|7ERES|8RCR|aDMG
582	36662 31232	   	192.92	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1ASPD|2VULN|3AART|4MDPS|5ERES|6CDMG|79DUR|8RCR|aDMG
583	32412 22642	   	192.88	DCR|3ASPD|2VULN|1AART	159ASPD|2AART|39VULN|4aLWND|6ERES|7RCR|89CGEN|9BPWR
584	32412 22643	   	192.88	DCR|3ASPD|2VULN|1AART	159ASPD|2AART|39VULN|4LWND|6ERES|7RCR|89CGEN|9BPWR|aRPLT
585	32621 12132	   	192.88	DCR|2AART|2DMG|2CDMG|1ASPD	1ASPD|24AART|36CDMG|58DMG|79BEXP|aRCR
586	32621 11224	   	192.85	DCR|2AART|2CDMG|1ASPD|1DMG|2DUR	1ASPD|24AART|36CDMG|5DMG|7DMSP|8RCR|9aDUR
587	31311 22654	   	192.83	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1ASPD|2FEWX|3CDMG|4CGEN|5aAART|6DUR|7RCR|8VULN|9SPLREG
588	21333 84833	   	192.82	DCR|3VULN|1MDPS|2ASPD|2ZMB	168VULN|28TLV|3LWND|4MBVNT|56ASPD|68BPWR|78ZMB|9RCR|aMDPS
589	22352 22724	   	192.79	DCR|3VULN|2DMG|2DUR|1SELL	18aVULN|2SELL|38DUR|4LEGI|5MBVNT|6RCR|78aFEWX|8aBPWR|9aDMG
590	22352 26724	   	192.79	DCR|3VULN|2DMG|2DUR|1SELL	18aVULN|2SELL|38DUR|4LEGI|5MBVNT|6RCR|78aLWND|8aBPWR|9aDMG
591	32412 12365	   	192.78	DCR|3ASPD|2VULN|1AART	15aASPD|2AART|38VULN|4LWND|6AME|7RCR|9BEXP
592	32153 35335	   	192.78	DCR|2AART|2DMG|1VULN|1ASPD|1AAC	1ASPD|23AART|49DMG|5DUST|6AAC|7LWND|8VULN|aRCR
593	32631 41261	   	192.74	DCR|3ASPD|2DMG|1AART|1CDMG|2DUR|1AAC|1SELL	149ASPD|2AART|3CDMG|59DMG|6SELL|7RCR|89DUR|9BPWR|aAAC
594	21333 87315	   	192.68	DCR|3ASPD|2VULN|1AART	16VULN|2TLV|38LWND|4MBVNT|569ASPD|6BPWR|7RCR|aAART
595	32322 52365	   	192.68	DCR|3ASPD|2VULN|1AART	14aASPD|2AART|3ERES|58VULN|6LWND|7RCR|9BEXP
596	32412 12315	   	192.68	DCR|3ASPD|2VULN|1AART	15aASPD|2AART|38VULN|4LWND|6AME|7RCR|9DUST
597	32412 12435	   	192.68	DCR|3ASPD|2VULN|1AART	15aASPD|2AART|39VULN|4LWND|6AME|7RCR|8DUST
598	32412 22365	   	192.68	DCR|3ASPD|2VULN|1AART	15aASPD|2AART|38VULN|4LWND|6ERES|7RCR|9BEXP
599	36333 37115	   	192.68	DCR|3ASPD|2VULN|1AART	159ASPD|28VULN|3LWND|4MBVNT|6MLV|7RCR|aAART
600	36612 12315	   	192.68	DCR|3ASPD|2VULN|1AART	15aASPD|28VULN|3AART|4LWND|6AME|7RCR|9DUST
601	32131 43441	   	192.62	DCR|2VULN|2AART|1ASPD|1CDMG	1ASPD|23AART|4LIT|5TLV|67VULN|8CDMG|9RCVC|aRCR
602	32322 52315	   	192.58	DCR|3ASPD|2VULN|1AART	14aASPD|2AART|3ERES|58VULN|6LWND|7RCR|9DUST
603	32412 22315	   	192.58	DCR|3ASPD|2VULN|1AART	15aASPD|2AART|38VULN|4LWND|6ERES|7RCR|9DUST
604	36612 22315	   	192.58	DCR|3ASPD|2VULN|1AART	15aASPD|28VULN|3AART|4LWND|6ERES|7RCR|9DUST
605	31631 12156	   	192.54	DCR|2VULN|1AART|1ASPD|1NUKE	1ASPD|2FEWX|3AART|48VULN|5TLV|6BEXP|7RCR|9SPLREG|aNUKE
606	32313 12156	   	192.54	DCR|2VULN|1AART|1ASPD|1NUKE	1ASPD|2AART|3ERES|4BEXP|58VULN|6FEWX|7RCR|9SPLREG|aNUKE
607	32313 22156	   	192.54	DCR|2VULN|1AART|1ASPD|1NUKE	1ASPD|2AART|3ERES|4BEXP|58VULN|6LHND|7RCR|9SPLREG|aNUKE
608	32411 12156	   	192.54	DCR|2VULN|1AART|1NUKE|1ASPD	1ASPD|2AART|38VULN|4LWND|5TLV|6BEXP|7RCR|9SPLREG|aNUKE
609	23614 11322	   	192.50	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	18VULN|2LIT|3DUR|4ZMB|5LHND|6AART|79ASPD|aRCR
610	63114 11322	   	192.50	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	1DUR|2LIT|38VULN|4ZMB|5LHND|6AART|79ASPD|aRCR
611	63213 11322	   	192.50	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	1DUR|2LIT|3BEXP|4ZMB|58VULN|6AART|79ASPD|aRCR
612	22352 21724	   	192.49	DCR|3VULN|2DMG|2DUR|1SELL	18aVULN|2SELL|38DUR|4LEGI|5MBVNT|6RCR|78aDUST|8aBPWR|9aDMG
613	33124 63325	 * 	192.44	ACR|3VULN|3ASPD|1CDMG|2ZMB	148ASPD|2BELT|3RCR|5DUST|689VULN|78ZMB|8BPWR|aCDMG
614	32353 12141	   	192.43	DCR|3VULN|1AART|1ASPD|1DUR	1ASPD|2AART|3ERES|4DUR|58aVULN|6BEXP|7RCR|9RCVC
615	32322 11315	   	192.40	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	14ASPD|2AART|3ERES|59VULN|6ZMB|7BEXP|8DUR|aRCR
616	26624 32113	   	192.40	DCR|3VULN|1ASPD|1DMG|1ZMB|1DUR	168VULN|2FEWX|3LWND|4DUR|5ZMB|7DMG|9ASPD|aRCR
617	32322 22655	   	192.36	DCR|3ASPD|1VULN|1AART|1DMG	14aASPD|2AART|3ERES|5VULN|6LHND|7RCR|8CGEN|9DMG
618	21531 16116	 * 	192.35	DCR|3VULN|2ASPD|1NUKE|1AAC|1ZMB|1DUR	18aVULN|2aTLV|3AAC|4ZMB|5NUKE|6DUR|7RCR|9aASPD|aBPWR
619	22352 25124	   	192.34	DCR|3VULN|2DMG|2DUR|2SELL	17aVULN|28SELL|3aDUR|4LEGI|5MBVNT|6RCR|9aDMG|aBPWR
620	24242 42113	   	192.30	DCR|3VULN|1ASPD|1DMG|1ZMB|1DUR	138VULN|23DUST|3BPWR|4DUR|5ZMB|6FEWX|7DMG|9ASPD|aRCR
621	66114 32113	   	192.30	DCR|3VULN|1ASPD|1DMG|1ZMB|1DUR	1DUR|2FEWX|3DUST|468VULN|5ZMB|7DMG|9ASPD|aRCR
622	32231 61131	   	192.24	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1ZMB	1ASPD|2aAART|3AAC|4ZMB|56RCVC|7RCR|8VULN|9CDMG
623	32231 61661	   	192.24	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1ZMB	1ASPD|2aAART|3AAC|4ZMB|56RCVC|7RCR|8CDMG|9VULN
624	32631 21114	   	192.19	DCR|2AART|1MDPS|2ASPD|1DMG|1CDMG|1DUR	14ASPD|2aAART|3CDMG|5DMG|6ERES|7MDPS|8DUR|9RCR
625	32631 33114	   	192.19	DCR|2AART|1MDPS|2ASPD|1DMG|1CDMG|1DUR	14ASPD|2aAART|3CDMG|5DMG|6MDPS|7ERES|8DUR|9RCR
626	32631 41263	   	192.15	DCR|3ASPD|2DMG|1AART|1CDMG|2DUR|1SELL	149ASPD|2AART|3CDMG|59DMG|6SELL|7RCR|89DUR|9BPWR|aRPLT
627	32642 13116	   	192.12	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1ASPD|2aAART|3CDMG|4CGEN|5VULN|6ZMB|7DUST|8DUR|9RCR
628	21325 31635	   	192.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2TLV|3LWND|4LHND|5DMG|6RCR|7CDMG|9DUR|aAART
629	21326 31635	   	192.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	18VULN|2TLV|3LWND|4LHND|5ASPD|6RCR|7CDMG|9DUR|aAART
630	32631 41262	   	192.05	DCR|3ASPD|2DMG|1AART|1CDMG|2DUR|1SELL|1MSE	149ASPD|2AART|3CDMG|59DMG|6SELL|7RCR|89DUR|9BPWR|aMSE
631	32225 61141	   	192.02	DCR|2VULN|2ASPD|1AART|1AAC|1ZMB	14ASPD|2AART|3AAC|5ZMB|6RCVC|7RCR|8aVULN|9MSLFST
632	33162 12362	 * 	192.02	ACR|3ASPD|2VULN|1AART|2CDMG|1SELL	189ASPD|2BELT|3RCR|4DUST|5SELL|68VULN|78CDMG|8BPWR|aAART
633	36221 24522	   	192.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1ASPD|27VULN|3BEXP|4DMG|5LHND|6RPLT|8RCR|9DUR|aAART
634	32433 41533	   	192.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1ASPD|2AART|35VULN|4AELBLL|6FEWX|7BEXP|8RCR|9DMG|aDUR
635	32463 14313	   	192.01	DCR|2VULN|1MDPS|2ASPD|1AART|1CDMG	1aASPD|2AART|36VULN|4MDPS|5CDMG|7AELBLL|8FEWX|9RCR
636	21422 31635	   	191.99	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	18VULN|2TLV|3LEGI|4ASPD|5LHND|6RCR|7CDMG|9DUR|aAART
637	32631 41141	 * 	191.95	DCR|2VULN|2ASPD|1AART|1DMG|1CDMG|1SELL	14ASPD|2AART|3CDMG|5DMG|6SELL|7RCR|8aVULN|9MSLFST
638	32631 36611	   	191.92	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG|1CDMG	14ASPD|2AART|3CDMG|5DMG|6MDPS|7VULN|8TLV|9RCR|aRCVC
639	21323 34133	   	191.89	DCR|3VULN|1AART|1CDMG|1ZMB	189VULN|2TLV|3LWND|4LHND|5ZMB|6RCR|7AART|aCDMG
640	35311 32343	   	191.89	DCR|2ASPD|1VULN|1AART|1NUKE|1CDMG	16ASPD|2CDMG|38BEXP|46CGEN|5AART|6BPWR|7VULN|9RCR|aNUKE
641	32131 43435	   	191.86	DCR|2VULN|2AART|1ASPD|1CDMG	1ASPD|23AART|4LIT|5TLV|67VULN|8CDMG|9RMIN|aRCR
642	23516 43333	   	191.84	DCR|2VULN|2DMG|1ASPD|1ZMB	19VULN|28LIT|39DUST|4ZMB|5BEXP|6RCR|79DMG|9BPWR|aASPD
643	32453 12343	   	191.84	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	1ASPD|2AART|35VULN|4ERES|6ZMB|7AAC|8BELT|9RCR|aDMG
644	24241 35221	   	191.82	DCR|2VULN|2AART|1ASPD|1DUR	13VULN|23DUST|3BPWR|4DUR|5LHND|6RCR|7ASPD|8TLV|9aAART
645	64311 61221	   	191.82	DCR|2VULN|2AART|1DMG|1DUR	1DUR|2DUST|38AART|4BEXP|5DLOT|6RCR|7DMG|9aVULN
646	32313 22436	   	191.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1ASPD|2AART|3ERES|4BEXP|5VULN|6LHND|7RCR|8ZMB|9DMG|aCDMG
647	21413 34136	   	191.79	DCR|3VULN|1AART|1CDMG|1ZMB	189VULN|2TLV|3LEGI|4LWND|5ZMB|6RCR|7AART|aCDMG
648	21433 34136	   	191.79	DCR|3VULN|1AART|1CDMG|1ZMB	189VULN|2TLV|3LEGI|4LHND|5ZMB|6RCR|7AART|aCDMG
649	35543 11113	   	191.79	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1aASPD|2CDMG|3VULN|4LHND|5CGEN|6LWND|7DMG|8AART|9RCR
650	32111 35352	 * 	191.76	DCR|2VULN|2AART|2AAC|1ASPD|1CDMG	1ASPD|23AART|4DMSP|56AAC|78VULN|9CDMG|aRCR
651	31422 36121	   	191.73	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1ASPD|2FEWX|3LHND|4DMG|5ZMB|6AME|7RCR|8VULN|9aAART
652	23254 11322	 * 	191.69	DCR|3VULN|1MDPS|2ASPD|1AART	138VULN|23LIT|3BPWR|4CGEN|5MDPS|6AART|79ASPD|aRCR
653	32353 12111	   	191.68	DCR|3VULN|1AART|1ASPD|1DUR	1ASPD|2AART|3ERES|4DUR|58aVULN|69BEXP|7RCR
654	32353 26151	   	191.68	DCR|3VULN|1AART|1ASPD|1DUR	1ASPD|2AART|3ERES|4DUR|58aVULN|6LHND|7RCR|9DMSP
655	35512 11134	   	191.64	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2CDMG|3VULN|4CGEN|5BEXP|6LWND|7DMG|89AART|aRCR
656	31422 56121	   	191.63	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1ASPD|2FEWX|3LHND|4DMG|5ZMB|6ERES|7RCR|8VULN|9aAART
657	31631 26431	   	191.63	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1ASPD|2FEWX|3aAART|4VULN|5TLV|6LHND|7RCR|8ZMB|9DMG
