0	Index      	 *	Score 	Summary	Detail	
1	13621 45221	 * 	205.95	DCR|3VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB	1MLV|2AAC|3CDMG|478VULN|5ZMB|6AART|9RCR|aASPD
471	24422 11162	   	178.05	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1RPLT|2AART|3LHND|4VULN|5ASPD|6CDMG|7ZMB|8RCR|9DUR|aERES
472	31265 52213	   	178.03	DCR|4VULN|1CDMG|1DUR	1ERES|2457VULN|34AME|4BPWR|6DUR|8RCR|9DMSP|aCDMG
473	41322 41353	   	177.96	DCR|2VULN|1MDPS|2ASPD|2DUR|1ZMB	1FEWX|24DUR|34ASPD|4BPWR|5LWND|69VULN|7MDPS|8RCR|aZMB
474	22631 21131	   	177.94	DCR|3VULN|1ASPD|1CDMG	1RPLT|289VULN|3AME|4SNIFST|5ASPD|6RCR|7CDMG|aLHND
475	22631 21135	   	177.94	DCR|3VULN|1ASPD|1CDMG	1RPLT|289VULN|3AME|4SNIFST|5ASPD|6RCR|7CDMG|aLWND
476	23231 22222	   	177.94	DCR|3VULN|1ASPD|1CDMG	1RPLT|28ERES|389VULN|4SNIFST|5ASPD|6RCR|78LWND|8BPWR|aCDMG
477	23231 23222	   	177.94	DCR|3VULN|1ASPD|1CDMG	1RPLT|28ERES|389VULN|4SNIFST|5ASPD|6RCR|78FEWX|8BPWR|aCDMG
478	23231 26222	   	177.94	DCR|3VULN|1ASPD|1CDMG	1RPLT|28ERES|389VULN|4SNIFST|5ASPD|6RCR|78BEXP|8BPWR|aCDMG
479	24422 12242	   	177.89	DCR|2VULN|1AART|1ASPD|1CDMG	1RPLT|2AART|38LHND|4aVULN|5ASPD|6CDMG|7MLV|9RCR
480	24422 12342	   	177.89	DCR|2VULN|1AART|1ASPD|1CDMG	1RPLT|2AART|3LHND|4aVULN|5ASPD|6CDMG|7MLV|8DMSP|9RCR
481	31116 22261	   	177.88	DCR|3VULN|1ASPD|1DMG	15ERES|267VULN|3FEWX|4DMG|8RCR|9ASPD|aRCVC
482	11616 23132	   	177.87	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|24VULN|3DLOT|5CGEN|6RCR|7AART|8BELT|9DMG|aZMB
483	22231 21131	   	177.84	DCR|3VULN|1ASPD|1CDMG	1RPLT|289VULN|3TLV|4SNIFST|5ASPD|6RCR|7CDMG|aLHND
484	22231 21135	   	177.84	DCR|3VULN|1ASPD|1CDMG	1RPLT|289VULN|3TLV|4SNIFST|5ASPD|6RCR|7CDMG|aLWND
485	22631 21133	   	177.84	DCR|3VULN|1ASPD|1CDMG	1RPLT|289VULN|3AME|4SNIFST|5ASPD|6RCR|7CDMG|aERES
486	23231 21141	   	177.84	DCR|3VULN|1ASPD|1CDMG	1RPLT|2ERES|389VULN|4SNIFST|5ASPD|6RCR|7CDMG|aLHND
487	23231 21144	   	177.84	DCR|3VULN|1ASPD|1CDMG	1RPLT|2ERES|389VULN|4SNIFST|5ASPD|6RCR|7CDMG|aAELBLL
488	23231 22122	   	177.84	DCR|3VULN|1ASPD|1CDMG	1RPLT|2ERES|389VULN|4SNIFST|5ASPD|6RCR|7LWND|aCDMG
489	23231 23122	   	177.84	DCR|3VULN|1ASPD|1CDMG	1RPLT|2ERES|389VULN|4SNIFST|5ASPD|6RCR|7FEWX|aCDMG
490	23231 26122	   	177.84	DCR|3VULN|1ASPD|1CDMG	1RPLT|2ERES|389VULN|4SNIFST|5ASPD|6RCR|7BEXP|aCDMG
491	11614 23132	   	177.77	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|24VULN|3DLOT|5ERES|6RCR|7AART|8BELT|9DMG|aZMB
492	61614 23122	   	177.77	DCR|2VULN|1AART|1DMG|1ZMB	1CGEN|24VULN|3DLOT|5ERES|6RCR|7AART|8BELT|9DMG|aZMB
493	41151 12431	   	177.77	DCR|2DMG|1VULN|1ASPD|1ZMB|1DUR	1FEWX|2DUR|3ZMB|4ASPD|5LWND|69DMG|7RCR|8MLV|aVULN
494	41314 12431	   	177.77	DCR|2DMG|1VULN|1ASPD|1ZMB|1DUR	1FEWX|2DUR|3ASPD|49DMG|5ZMB|6BEXP|7RCR|8MLV|aVULN
495	41314 22431	   	177.77	DCR|2DMG|1VULN|1ASPD|1ZMB|1DUR	1FEWX|2DUR|3ASPD|49DMG|5ZMB|6LWND|7RCR|8MLV|aVULN
496	43533 23361	   	177.76	DCR|3VULN|1AART|1CDMG	1aFEWX|2BELT|34aVULN|5CDMG|6TLV|7aCGEN|8RCR|9AART|aBPWR
497	11261 24214	   	177.76	DCR|3VULN|1ASPD|1DMG	1MLV|246VULN|34AME|4BPWR|5FEWX|7ASPD|8RCR|9LEGI|aDMG
498	21335 13874	   	177.75	DCR|4VULN|1ASPD|1DUR	1RPLT|2DUR|3679VULN|4MLV|5MBVNT|8ASPD|aRCR
499	22231 21133	   	177.74	DCR|3VULN|1ASPD|1CDMG	1RPLT|289VULN|3TLV|4SNIFST|5ASPD|6RCR|7CDMG|aERES
500	23231 21143	   	177.74	DCR|3VULN|1ASPD|1CDMG	1RPLT|2aERES|389VULN|4SNIFST|5ASPD|6RCR|7CDMG
501	23231 21146	   	177.74	DCR|3VULN|1ASPD|1CDMG|1MSE	1RPLT|2ERES|389VULN|4SNIFST|5ASPD|6RCR|7CDMG|aMSE
502	31341 31631	   	177.74	DCR|3VULN|1DMG|1CDMG|1AAC	1ERES|278VULN|3AAC|4LIT|5BELT|6RCR|9DMG|aCDMG
503	33341 31631	   	177.74	DCR|3VULN|1DMG|1CDMG|1AAC	1ERES|2AAC|378VULN|4LIT|5BELT|6RCR|9DMG|aCDMG
504	22323 14335	   	177.71	DCR|2VULN|2AART|1DMG	1RPLT|23VULN|4BEXP|5BELT|6DMG|7aAART|8LIT|9RCR
505	22333 14335	   	177.71	DCR|2VULN|2AART|1DMG	1RPLT|23VULN|4BELT|5BEXP|6DMG|7aAART|8LIT|9RCR
506	13121 45226	   	177.70	DCR|3VULN|1AART|1AAC|1ZMB|1DUR|1SELL	1MLV|2AAC|3SELL|478VULN|5ZMB|6AART|9RCR|aDUR
507	22213 52542	   	177.69	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2aVULN|3TLV|4CGEN|5ERES|6CDMG|7AART|8DMG|9RCR
508	41151 12231	   	177.67	DCR|2DMG|1VULN|1ASPD|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ZMB|4ASPD|5LWND|69DMG|7RCR|8AAC|aVULN
509	41151 12262	   	177.67	DCR|2DMG|1AART|1ASPD|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ZMB|4ASPD|5LWND|6aDMG|7RCR|8AAC|9AART
510	41155 12231	   	177.67	DCR|2DMG|1VULN|1ASPD|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ZMB|4ASPD|5LHND|69DMG|7RCR|8AAC|aVULN
511	41314 12231	   	177.67	DCR|2DMG|1VULN|1ASPD|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ASPD|49DMG|5ZMB|6BEXP|7RCR|8AAC|aVULN
512	41314 12631	   	177.67	DCR|2DMG|1VULN|1ASPD|1ZMB|1DUR	1FEWX|2DUR|3ASPD|49DMG|5ZMB|6BEXP|7RCR|8TLV|aVULN
513	41314 22231	   	177.67	DCR|2DMG|1VULN|1ASPD|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ASPD|49DMG|5ZMB|6LWND|7RCR|8AAC|aVULN
514	41314 22262	   	177.67	DCR|2DMG|1AART|1ASPD|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ASPD|4aDMG|5ZMB|6LWND|7RCR|8AAC|9AART
515	22332 41333	   	177.66	DCR|3VULN|1AART|1CDMG	1RPLT|235VULN|4BELT|5BPWR|69CGEN|7AART|8RCR|aCDMG
516	31261 24214	   	177.66	DCR|3VULN|1ASPD|1DMG	1ERES|246VULN|34AME|4BPWR|5FEWX|7ASPD|8RCR|9LEGI|aDMG
517	22421 51631	 * 	177.61	DCR|2VULN|2AART|1MDPS|1ASPD	1RPLT|2aVULN|3LHND|4ASPD|5AME|67AART|8MDPS|9RCR
518	22433 53332	 * 	177.61	DCR|2VULN|2AART|1MDPS|1DMG	1RPLT|28VULN|3LHND|4MLV|5MDPS|6aAART|7DMG|9RCR
519	24412 33631	   	177.61	DCR|2VULN|2AART|1MDPS|1ASPD	1RPLT|25AART|3LHND|4MDPS|6CGEN|7ASPD|8aVULN|9RCR
520	33121 45226	   	177.60	DCR|3VULN|1AART|1AAC|1ZMB|1DUR|1SELL	1ERES|2AAC|3SELL|478VULN|5ZMB|6AART|9RCR|aDUR
521	41156 12231	   	177.57	DCR|2DMG|1VULN|1ASPD|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ZMB|4ASPD|5LEGI|69DMG|7RCR|8AAC|aVULN
522	22332 41326	   	177.56	DCR|3VULN|1AART|1CDMG	1RPLT|235VULN|4BELT|5BPWR|6CGEN|7AART|8RCR|9DUST|aCDMG
523	22332 51322	   	177.56	DCR|3VULN|1AART|1CDMG	1RPLT|235VULN|4BELT|5BPWR|6MLV|7AART|8RCR|9DUST|aCDMG
524	22332 61322	   	177.56	DCR|3VULN|1AART|1CDMG	1RPLT|235VULN|4BELT|5BPWR|6AME|7AART|8RCR|9DUST|aCDMG
525	11516 22261	   	177.56	DCR|3VULN|1DMG|1ASPD	1MLV|267VULN|3TLV|4ERES|5DMG|8RCR|9ASPD|aBELT
526	31116 22266	   	177.56	DCR|3VULN|1ASPD|1DMG	15ERES|267VULN|3FEWX|4DMG|8RCR|9ASPD|aDMSP
527	61133 24214	   	177.56	DCR|3VULN|1ASPD|1DMG	1CGEN|246VULN|3FEWX|5ERES|7ASPD|8RCR|9LEGI|aDMG
528	22111 36516	   	177.54	DCR|4VULN|1ASPD	1RPLT|279aVULN|3ASPD|458CGEN|6RCR
529	23231 22223	   	177.54	DCR|4VULN|1ASPD	1RPLT|28ERES|389aVULN|4SNIFST|5ASPD|6RCR|78LWND|8BPWR
530	23231 23223	   	177.54	DCR|4VULN|1ASPD	1RPLT|28ERES|389aVULN|4SNIFST|5ASPD|6RCR|78FEWX|8BPWR
531	23231 26223	   	177.54	DCR|4VULN|1ASPD	1RPLT|28ERES|389aVULN|4SNIFST|5ASPD|6RCR|78BEXP|8BPWR
532	41111 36121	   	177.50	DCR|2VULN|2DMG|2ZMB|1DUR	1FEWX|2DUR|3aZMB|4aDMG|5LWND|6aVULN|7BEXP|8LHND|9RCR|aBPWR
533	11433 51113	   	177.48	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG	1MLV|2VULN|3MDPS|4ASPD|5CDMG|6AME|7RCR|8CGEN|9aAART
534	11433 63313	   	177.48	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG	1MLV|2VULN|3MDPS|4ASPD|5CDMG|6LHND|7RCR|8AELBLL|9aAART
535	11433 63413	   	177.48	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG	1MLV|2VULN|3MDPS|4ASPD|5CDMG|6LHND|7RCR|8DMSP|9aAART
536	61433 63313	   	177.48	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG	1CGEN|2VULN|3MDPS|4ASPD|5CDMG|6LHND|7RCR|8AELBLL|9aAART
537	11113 15333	   	177.47	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1MLV|2VULN|3FEWX|4DMG|5MDPS|6AART|7ASPD|8RPLT|9RCR|aCDMG
538	22123 21633	   	177.47	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1RPLT|2VULN|3ASPD|4BEXP|5MDPS|6AART|7MLV|8DMG|9RCR|aCDMG
539	25333 53233	   	177.47	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1RPLT|2LWND|3VULN|4MLV|5MDPS|6AART|7DMG|8ASPD|9RCR|aCDMG
540	25363 21233	   	177.47	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1RPLT|2LWND|3VULN|4DMG|5MDPS|6AART|7MLV|8ASPD|9RCR|aCDMG
541	61113 15333	   	177.47	DCR|1MDPS|1AART|1VULN|1ASPD|1DMG|1CDMG	1CGEN|2VULN|3FEWX|4DMG|5MDPS|6AART|7ASPD|8RPLT|9RCR|aCDMG
542	11516 22262	   	177.46	DCR|3VULN|1DMG|1ASPD|1MSE	1MLV|267VULN|3TLV|4ERES|5DMG|8RCR|9ASPD|aMSE
543	31116 22262	   	177.46	DCR|3VULN|1ASPD|1DMG	15ERES|267VULN|3FEWX|4DMG|8RCR|9ASPD|aDUST
544	31116 22264	   	177.46	DCR|3VULN|1ASPD|1DMG|1MSE	15ERES|267VULN|3FEWX|4DMG|8RCR|9ASPD|aMSE
545	22332 51331	   	177.46	DCR|4VULN|1AART	1RPLT|235aVULN|4BELT|5aBPWR|6aMLV|7AART|8RCR|9aCGEN
546	22332 61331	   	177.46	DCR|4VULN|1AART	1RPLT|235aVULN|4BELT|5aBPWR|6aAME|7AART|8RCR|9aCGEN
547	23231 22123	   	177.44	DCR|4VULN|1ASPD	1RPLT|2ERES|389aVULN|4SNIFST|5ASPD|6RCR|7LWND
548	23231 23123	   	177.44	DCR|4VULN|1ASPD	1RPLT|2ERES|389aVULN|4SNIFST|5ASPD|6RCR|7FEWX
549	23231 26123	   	177.44	DCR|4VULN|1ASPD	1RPLT|2ERES|389aVULN|4SNIFST|5ASPD|6RCR|7BEXP
550	41111 33121	   	177.40	DCR|2VULN|2DMG|2ZMB|1DUR	1FEWX|2DUR|3aZMB|4aDMG|5LWND|6aVULN|7DUST|8LHND|9RCR|aBPWR
551	11433 21113	   	177.38	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG	1MLV|2VULN|3MDPS|4ASPD|5CDMG|6TLV|7RCR|8CGEN|9aAART
552	31433 11113	   	177.38	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG	1ERES|2VULN|3MDPS|4ASPD|5CDMG|6MLV|7RCR|8CGEN|9aAART
553	31433 21113	   	177.38	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG	1ERES|2VULN|3MDPS|4ASPD|5CDMG|6AME|7RCR|8CGEN|9aAART
554	31433 63313	   	177.38	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG	1ERES|2VULN|3MDPS|4ASPD|5CDMG|6LHND|7RCR|8AELBLL|9aAART
555	31433 63413	   	177.38	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG	1ERES|2VULN|3MDPS|4ASPD|5CDMG|6LHND|7RCR|8DMSP|9aAART
556	61433 11213	   	177.38	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG	1CGEN|2VULN|3MDPS|4ASPD|5CDMG|6MLV|7RCR|8ERES|9aAART
557	61433 21213	   	177.38	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG	1CGEN|2VULN|3MDPS|4ASPD|5CDMG|6AME|7RCR|8ERES|9aAART
558	22324 23322	   	177.37	DCR|3VULN|1AART|1ASPD	1RPLT|237VULN|47BEXP|567TLV|7BPWR|8ASPD|9AART|aRCR
559	22324 23422	   	177.37	DCR|3VULN|1AART|1DMG	1RPLT|237VULN|47BEXP|567TLV|7BPWR|8DMG|9AART|aRCR
560	22123 24633	   	177.37	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1RPLT|2VULN|3ASPD|4BEXP|5MDPS|6AART|7ERES|8DMG|9RCR|aCDMG
561	22223 25633	   	177.37	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1RPLT|2VULN|3TLV|4BEXP|5MDPS|6AART|7ASPD|8DMG|9RCR|aCDMG
562	25363 24233	   	177.37	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1RPLT|2LWND|3VULN|4DMG|5MDPS|6AART|7ERES|8ASPD|9RCR|aCDMG
563	22461 24122	   	177.33	DCR|2VULN|2DMG|1AART	1RPLT|27VULN|3LHND|47FEWX|5LEGI|67DMG|7BPWR|8CGEN|9AART|aRCR
564	22461 24322	   	177.33	DCR|2VULN|2DMG|1AART	1RPLT|27VULN|3LHND|47FEWX|5LEGI|67DMG|7BPWR|8RMIN|9AART|aRCR
565	25353 24122	   	177.33	DCR|2VULN|2DMG|1AART	1RPLT|27LWND|37VULN|4LHND|5DUST|67DMG|7BPWR|8CGEN|9AART|aRCR
566	25353 24322	   	177.33	DCR|2VULN|2DMG|1AART	1RPLT|27LWND|37VULN|4LHND|5DUST|67DMG|7BPWR|8RMIN|9AART|aRCR
567	43121 44111	   	177.28	DCR|2DMG|1AART|1ASPD|1CDMG	1FEWX|2BELT|3CDMG|4DUST|5aDMG|6RCR|7AART|8ASPD|9LWND
568	31261 22211	   	177.26	DCR|4VULN|1AART	1ERES|2467VULN|34AME|4BPWR|5FEWX|8RCR|9DMSP|aAART
569	31261 22236	   	177.26	DCR|4VULN|1AART	1ERES|2467VULN|34AME|4BPWR|5FEWX|8RCR|9CGEN|aAART
570	31265 12211	   	177.26	DCR|4VULN|1AART	1ERES|2457VULN|34AME|4BPWR|6LWND|8RCR|9DMSP|aAART
571	31265 12236	   	177.26	DCR|4VULN|1AART	1ERES|2457VULN|34AME|4BPWR|6LWND|8RCR|9CGEN|aAART
572	31265 32211	   	177.26	DCR|4VULN|1AART	1ERES|2457VULN|34AME|4BPWR|6BEXP|8RCR|9DMSP|aAART
573	31265 32236	   	177.26	DCR|4VULN|1AART	1ERES|2457VULN|34AME|4BPWR|6BEXP|8RCR|9CGEN|aAART
574	31265 32251	   	177.26	DCR|4VULN|1AART	1ERES|2457VULN|34AME|4BPWR|69BEXP|8RCR|aAART
575	22332 41351	   	177.26	DCR|4VULN|1AART	1RPLT|235aVULN|4BELT|5aBPWR|6aCGEN|7AART|8RCR|9aTLV
576	22332 51351	   	177.26	DCR|4VULN|1AART	1RPLT|235aVULN|4BELT|5aBPWR|6aMLV|7AART|8RCR|9aTLV
577	22332 61351	   	177.26	DCR|4VULN|1AART	1RPLT|235aVULN|4BELT|5aBPWR|6aAME|7AART|8RCR|9aTLV
578	23223 11466	   	177.18	DCR|3VULN|2DMG	1RPLT|2ERES|36aVULN|4BEXP|5FEWX|7RCR|89DMG
579	23621 61342	   	177.16	DCR|2VULN|1AART|1DMG|1DUR	1RPLT|2ERES|3RCVC|49VULN|5BEXP|6DUR|7RCR|8AART|aDMG
580	31263 22211	   	177.16	DCR|4VULN|1AART	1ERES|2467VULN|34AME|4BPWR|5DUST|8RCR|9DMSP|aAART
581	22332 51352	   	177.16	DCR|4VULN|1AART	1RPLT|235aVULN|4BELT|5BPWR|6MLV|7AART|8RCR|9TLV
582	22332 61352	   	177.16	DCR|4VULN|1AART	1RPLT|235aVULN|4BELT|5BPWR|6AME|7AART|8RCR|9TLV
583	43112 41362	   	177.14	DCR|1VULN|1AART|2CDMG|1DMG|1DUR	1FEWX|2BELT|35CDMG|4DMG|6BASARM|7RCR|8VULN|9DUR|aAART
584	22631 21433	   	177.13	DCR|2DMG|1VULN|1ASPD|1CDMG|1SELL	1RPLT|2VULN|3AME|4SNIFST|5ASPD|6RCR|7CDMG|8SELL|9aDMG
585	22433 53352	   	177.13	DCR|2VULN|2DMG|1MDPS|1AART	1RPLT|28VULN|3LHND|4MLV|5MDPS|6AART|79DMG|aRCR
586	25333 53352	   	177.13	DCR|2VULN|2DMG|1MDPS|1AART	1RPLT|2LWND|38VULN|4MLV|5MDPS|6AART|79DMG|aRCR
587	25363 21352	   	177.13	DCR|2VULN|2DMG|1MDPS|1AART	1RPLT|2LWND|38VULN|49DMG|5MDPS|6AART|7MLV|aRCR
588	22353 41246	   	177.12	DCR|3VULN|1DMG|1ZMB|1DUR	1RPLT|236VULN|4RCVC|5DUR|7DMG|8MBVNT|9RCR|aZMB
589	31215 32261	   	177.06	DCR|4VULN|1AART	14ERES|2579VULN|3AME|6BEXP|8RCR|aAART
590	31263 22221	   	177.06	DCR|4VULN|1AART	1ERES|2467VULN|34AME|4BPWR|59DUST|8RCR|aAART
591	31561 22211	   	177.06	DCR|4VULN|1AART	1ERES|2467VULN|34TLV|4BPWR|5FEWX|8RCR|9DMSP|aAART
592	31561 22236	   	177.06	DCR|4VULN|1AART	1ERES|2467VULN|34TLV|4BPWR|5FEWX|8RCR|9CGEN|aAART
593	31565 12211	   	177.06	DCR|4VULN|1AART	1ERES|2457VULN|34TLV|4BPWR|6LWND|8RCR|9DMSP|aAART
594	31565 32211	   	177.06	DCR|4VULN|1AART	1ERES|2457VULN|34TLV|4BPWR|6BEXP|8RCR|9DMSP|aAART
595	34215 22261	   	177.06	DCR|4VULN|1AART	14ERES|2BEXP|3AME|5679VULN|8RCR|aAART
596	21344 31133	   	176.96	DCR|3VULN|1AART|2DUR	1RPLT|29DUR|349VULN|5TLV|6DUST|7RCR|89CGEN|9BPWR|aAART
597	31563 22211	   	176.96	DCR|4VULN|1AART	1ERES|2467VULN|34TLV|4BPWR|5DUST|8RCR|9DMSP|aAART
598	31563 22261	   	176.96	DCR|4VULN|1AART	1ERES|2467VULN|34TLV|4BPWR|5DUST|8RCR|9AART|aBEXP
599	31563 22262	   	176.96	DCR|4VULN|1AART	1ERES|2467VULN|34TLV|4BPWR|5DUST|8RCR|9AART|aMLV
600	31563 22263	   	176.96	DCR|4VULN|1AART	1ERES|2467VULN|34TLV|4BPWR|5DUST|8RCR|9AART|aLIT
601	34113 63631	 * 	176.89	DCR|2DMG|1MDPS|1VULN|1AART|1CDMG	1ERES|2BEXP|3FEWX|47DMG|5MDPS|6VULN|8RCR|9AART|aCDMG
602	41114 53233	   	176.89	DCR|2DMG|1AART|1ASPD|2ZMB|1DUR	1FEWX|2DUR|35ZMB|4aDMG|6ASPD|7AART|8TLV|9RCR
603	31563 22221	   	176.86	DCR|4VULN|1AART	1ERES|2467VULN|34TLV|4BPWR|59DUST|8RCR|aAART
604	43112 51522	 * 	176.81	DCR|2DMG|1VULN|2CDMG|1ASPD	1FEWX|2BELT|35CDMG|48DMG|6RPLT|7ASPD|9VULN|aRCR
605	32113 63631	   	176.79	DCR|2DMG|1MDPS|1VULN|1AART|1CDMG	1ERES|2DUST|3FEWX|47DMG|5MDPS|6VULN|8RCR|9AART|aCDMG
606	41231 11345	   	176.77	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|2DUR	1FEWX|23DUR|4VULN|5LWND|6DMG|7MDPS|8RCR|9ASPD|aAART
607	22112 36315	   	176.72	DCR|2VULN|1ASPD|1DMG|1ZMB	1RPLT|27VULN|3ASPD|4CGEN|5RCVC|6RCR|8LHND|9DMG|aZMB
608	22112 36415	   	176.72	DCR|2VULN|1ASPD|1DMG|1ZMB	1RPLT|27VULN|3ASPD|4CGEN|5RCVC|6RCR|8FEWX|9DMG|aZMB
609	22112 36612	   	176.72	DCR|2VULN|1ASPD|1DMG|1ZMB	1RPLT|27VULN|3ASPD|4CGEN|5RCVC|6RCR|8BEXP|9DMG|aZMB
610	11614 23261	   	176.70	DCR|2VULN|1MDPS|1AART|1ASPD	1MLV|24VULN|3DLOT|5ERES|6RCR|7AART|8ASPD|9AIRARM|aMDPS
611	11432 61433	   	176.66	DCR|3ASPD|2VULN|1MDPS|2DUR	18MLV|26VULN|3MDPS|478ASPD|58DUR|8BPWR|9BEXP|aRCR
612	41112 42512	   	176.65	DCR|2VULN|1DMG|1CDMG|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ZMB|4DMG|5AAC|69VULN|7RCR|8RMIN|aCDMG
613	11316 53326	   	176.61	DCR|2DMG|1VULN|1AART|1ASPD|1AAC	1MLV|2VULN|3AAC|48ERES|57DMG|6ASPD|9AART|aRCR
614	13316 53326	   	176.61	DCR|2DMG|1VULN|1AART|1ASPD|1AAC	1MLV|2AAC|3VULN|48ERES|57DMG|6ASPD|9AART|aRCR
615	41112 42112	   	176.55	DCR|2VULN|1DMG|1CDMG|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ZMB|4DMG|5AAC|69VULN|7RCR|8TLV|aCDMG
616	41152 42112	   	176.55	DCR|2VULN|1ASPD|1CDMG|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ZMB|4ASPD|5AAC|69VULN|7RCR|8TLV|aCDMG
617	11261 25224	   	176.43	DCR|3VULN|1DMG|1ZMB|1DUR	1MLV|246VULN|34AME|4BPWR|5FEWX|7ZMB|8RCR|9DUR|aDMG
618	61612 31521	   	176.43	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1CGEN|24VULN|3DLOT|5RCVC|6DMG|7CDMG|8AAC|9RCR|aASPD
619	41314 12411	   	176.43	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|5ZMB|6BEXP|7RCR|8MLV|9VULN|aCDMG
620	41314 12521	   	176.43	DCR|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|5ZMB|6BEXP|7RCR|8AART|9CDMG|aLHND
621	41314 22411	   	176.43	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|5ZMB|6LWND|7RCR|8MLV|9VULN|aCDMG
622	41314 42211	   	176.43	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|5ZMB|6VULN|7RCR|8AELBLL|9CDMG|aBEXP
623	41314 42212	   	176.43	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|5ZMB|6VULN|7RCR|8AELBLL|9CDMG|aLWND
624	41314 42222	   	176.43	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|5ZMB|6VULN|7RCR|8AELBLL|9CGEN|aCDMG
625	41151 12411	   	176.43	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3ZMB|4ASPD|5LWND|6DMG|7RCR|8MLV|9VULN|aCDMG
626	42151 12623	   	176.43	DCR|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2BEXP|3ZMB|4ASPD|5LWND|6DMG|7RCR|8AART|9CDMG|aDUR
627	61263 53132	 * 	176.42	DCR|3VULN|2ASPD|1DUR	1CGEN|249VULN|34AME|49BPWR|5DUST|69ASPD|7DUR|89FEWX|aRCR
628	61131 34253	   	176.40	DCR|3VULN|1ASPD|1CDMG	1CGEN|249VULN|3FEWX|5RCVC|6MLV|7ASPD|8RCR|aCDMG
629	43112 41352	   	176.39	DCR|2DMG|1VULN|2CDMG|2ZMB	1aFEWX|2BELT|35CDMG|4aDMG|6BASARM|7RCR|8VULN|9aZMB|aBPWR
630	31261 25224	   	176.33	DCR|3VULN|1DMG|1ZMB|1DUR	1ERES|246VULN|34AME|4BPWR|5FEWX|7ZMB|8RCR|9DUR|aDMG
631	31612 31521	   	176.33	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1ERES|24VULN|3DLOT|5RCVC|6DMG|7CDMG|8AAC|9RCR|aASPD
632	41312 42216	   	176.33	DCR|1VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|5AAC|6VULN|7RCR|8AELBLL|9CDMG|aZMB
633	41312 42321	   	176.33	DCR|1VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|5AAC|6VULN|7RCR|8ZMB|9LWND|aCDMG
634	41314 12211	   	176.33	DCR|1VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|5ZMB|6BEXP|7RCR|8AAC|9VULN|aCDMG
