0	Index      	 *	Score 	Summary	Detail	
1	65333 12333	 * 	202.51	DCR|2AART|2VULN|2DMG|1CDMG|1ZMB	18DMG|2BEXP|3ZMB|45AART|6RCR|79VULN|aCDMG
492	63333 12366	   	174.71	DCR|2DMG|1AART|1VULN|1FLTHEA|2DUR	18DMG|25DUR|3CGEN|4AART|6RCR|7VULN|9BEXP|aFLTHEA
493	53333 13336	   	174.71	DCR|2DMG|1AART|1VULN|1FLTHEA|2DUR	15DUR|28DMG|3CGEN|4AART|6RCR|7BEXP|9VULN|aFLTHEA
494	53333 14336	   	174.71	DCR|2DMG|1AART|1VULN|1FLTHEA|2DUR	15DUR|28DMG|3CGEN|4AART|6RCR|7LHND|9VULN|aFLTHEA
495	53333 15336	   	174.71	DCR|2DMG|1AART|1VULN|1FLTHEA|2DUR	15DUR|28DMG|3CGEN|4AART|6RCR|7LWND|9VULN|aFLTHEA
496	63333 13336	   	174.71	DCR|2DMG|1AART|1VULN|1FLTHEA|2DUR	18DMG|25DUR|3CGEN|4AART|6RCR|7BEXP|9VULN|aFLTHEA
497	63333 14336	   	174.71	DCR|2DMG|1AART|1VULN|1FLTHEA|2DUR	18DMG|25DUR|3CGEN|4AART|6RCR|7LHND|9VULN|aFLTHEA
498	63333 15336	   	174.71	DCR|2DMG|1AART|1VULN|1FLTHEA|2DUR	18DMG|25DUR|3CGEN|4AART|6RCR|7LWND|9VULN|aFLTHEA
499	12333 13356	   	174.64	ACR|2VULN|2DMG|1AART|1ZMB	1DUST|2ZMB|3RPLT|4RCR|5AART|6aVULN|79DMG|8BASICY
500	12333 13462	   	174.64	ACR|2VULN|2DMG|1AART|1ZMB	1DUST|2ZMB|3RPLT|4RCR|5AART|6aVULN|78DMG|9MBVNT
501	12333 13556	   	174.64	ACR|2VULN|2DMG|1AART|1ZMB	1DUST|2ZMB|3RPLT|4RCR|5AART|6aVULN|79DMG|8SNIHEL
502	53333 12521	   	174.61	DCR|2VULN|1AART|1DMG|2ASPD|2DUR	15DUR|2DMG|3CGEN|4AART|6RCR|79VULN|8aASPD
503	55333 12321	   	174.61	DCR|2VULN|1AART|1DMG|2ASPD|2DUR	15DUR|2aASPD|3CGEN|4AART|6RCR|79VULN|8DMG
504	63333 12521	   	174.61	DCR|2VULN|1AART|1DMG|2ASPD|2DUR	1DMG|25DUR|3CGEN|4AART|6RCR|79VULN|8aASPD
505	33332 63363	   	174.53	DCR|3VULN|1AART|1DMG|1CDMG	1BEXP|2AART|3CDMG|4DMG|5CGEN|69aVULN|7RCVC|8RCR
506	33332 65363	   	174.53	DCR|3VULN|1AART|1DMG|1CDMG	17BEXP|2AART|3CDMG|4DMG|5CGEN|69aVULN|8RCR
507	33335 43363	   	174.53	DCR|3VULN|1AART|1DMG|1CDMG	1BEXP|2AART|3CDMG|4DMG|59aVULN|6CGEN|7RCVC|8RCR
508	41616 32413	   	174.47	ACR|2VULN|2DMG|1AART|2DUR	13aLHND|23DUR|3aBPWR|4AART|5RCR|6MBVNT|7RMIN|8aVULN|9aDMG
509	23433 23635	   	174.37	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1SELL|239LWND|39BPWR|4BELT|5AART|69DMG|7RCR|89VULN|aZMB
510	41316 32413	   	174.37	ACR|2VULN|2DMG|1AART|2DUR	1aLHND|23DUR|4AART|5RCR|6MBVNT|7RMIN|8aVULN|9aDMG|aBPWR
511	61314 11412	   	174.37	ACR|2VULN|2DMG|1AART|2DUR	19DMG|29VULN|3CGEN|4AART|5RCR|6TLV|79DUR|8RPLT|9BPWR|aFEWX
512	61314 11413	   	174.37	ACR|2VULN|2DMG|1AART|2DUR	19DMG|29VULN|3CGEN|4AART|5RCR|6TLV|79DUR|8RPLT|9BPWR|aLHND
513	53336 32332	   	174.31	DCR|3DMG|1AART|1VULN|2DUR	19DUR|289DMG|3CGEN|4AART|5BEXP|69DUST|7RCR|9BPWR|aVULN
514	62112 32616	   	174.31	DCR|3DMG|1AART|1VULN|2DUR	18aDMG|2aERES|3VULN|4AART|5MLV|6aDUR|7RCR|9RMIN|aBPWR
515	63336 32332	   	174.31	DCR|3DMG|1AART|1VULN|2DUR	189DMG|29DUR|3CGEN|4AART|5BEXP|69DUST|7RCR|9BPWR|aVULN
516	35333 12336	   	174.28	DCR|2AART|1DMG|1VULN|1FLTHEA|1ZMB|1ASPD	1BEXP|2ASPD|3ZMB|45AART|6RCR|7VULN|8DMG|9CGEN|aFLTHEA
517	35333 12356	   	174.28	DCR|2AART|1VULN|1DMG|1FLTHEA|1ZMB|1ASPD	1BEXP|2ASPD|3ZMB|45AART|6RCR|7VULN|8DMG|9MLV|aFLTHEA
518	53334 22335	   	174.27	ACR|2VULN|2DMG|1AART|2DUR	1aDUR|28DMG|3CGEN|4AART|5RCR|6DMSP|79VULN
519	63334 22335	   	174.27	ACR|2VULN|2DMG|1AART|2DUR	18DMG|2aDUR|3CGEN|4AART|5RCR|6DMSP|79VULN
520	61314 11411	   	174.27	ACR|2VULN|2DMG|1AART|2DUR	19DMG|29VULN|3CGEN|4AART|5RCR|6TLV|79DUR|8RPLT|9BPWR|aMBVNT
521	31211 26513	   	174.26	DCR|3VULN|2DMG|1AART|1ZMB|1DUR|1MSE	1aBEXP|2DUR|37aVULN|4ZMB|5MSE|6RCR|8AART|9aDMG|aBPWR
522	11166 42332	   	174.21	DCR|3DMG|1AART|1VULN|2DUR	19DUST|29DUR|3FEWX|4AART|5ERES|689DMG|7RCR|9BPWR|aVULN
523	53436 32332	   	174.21	DCR|3DMG|1AART|1VULN|2DUR	19DUR|289DMG|3ERES|4AART|5BEXP|69DUST|7RCR|9BPWR|aVULN
524	63436 32332	   	174.21	DCR|3DMG|1AART|1VULN|2DUR	189DMG|29DUR|3ERES|4AART|5BEXP|69DUST|7RCR|9BPWR|aVULN
525	33336 32461	   	174.16	DCR|2VULN|2DMG|1AART|1CDMG	18BEXP|2AART|3CDMG|48DMG|5MBVNT|68VULN|7RCVC|8BPWR|9RCR|aFEWX
526	33336 32463	   	174.16	DCR|2VULN|2DMG|1AART|1CDMG	18BEXP|2AART|3CDMG|48DMG|5MBVNT|68VULN|7aRCVC|8BPWR|9RCR
527	33336 32466	   	174.16	DCR|2VULN|2DMG|1AART|1CDMG	18BEXP|2AART|3CDMG|48DMG|5MBVNT|68VULN|7RCVC|8BPWR|9RCR|aCGEN
528	51361 12316	   	174.11	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	12DUR|38DMG|4CGEN|5AART|6RCR|7VULN|9RPLT|aCDMG
529	51361 13336	   	174.11	DCR|2DMG|1AART|1VULN|1FLTHEA|2DUR	12DUR|38DMG|4CGEN|5AART|6RCR|7BEXP|9VULN|aFLTHEA
530	63233 13315	   	174.10	DCR|4VULN|2DMG|1DUR	1aDMG|2DUR|36aFEWX|459aVULN|7RCR|8RCVC|aBPWR
531	13124 42623	   	174.08	DCR|3VULN|1AART|1DMG|1ZMB	13DUST|2AART|469VULN|5ZMB|7RCR|8BEXP|aDMG
532	33336 32467	   	174.06	DCR|2VULN|2DMG|1AART|1CDMG	18BEXP|2AART|3CDMG|48DMG|5MBVNT|68VULN|7RCVC|8BPWR|9RCR|aDUST
533	11211 26513	   	174.06	DCR|3VULN|2DMG|1AART|1ZMB|1DUR|1MSE	1aDUST|2DUR|37aVULN|4ZMB|5MSE|6RCR|8AART|9aDMG|aBPWR
534	66533 12323	   	174.05	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	1DMG|2ASPD|3DUST|45AART|6RCR|78VULN|9BEXP|aDUR
535	13126 37813	   	174.04	ACR|2VULN|2DMG|1AART|1ZMB	13aDUST|2AART|4aVULN|5RCR|6MBVNT|7LHND|8ZMB|9aDMG|aBPWR
536	51361 12521	   	174.01	DCR|2VULN|1AART|1DMG|2ASPD|2DUR	12DUR|3DMG|4CGEN|5AART|6RCR|79VULN|8aASPD
537	66322 13533	   	174.01	DCR|2DMG|1AART|1VULN|2ASPD|2DUR	13DMG|28ASPD|4aDUR|5AART|6RCR|7BEXP|9VULN
538	51321 12316	   	174.01	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	12DUR|38DMG|4TLV|5AART|6RCR|7VULN|9RPLT|aCDMG
539	51321 12366	   	174.01	DCR|2DMG|1AART|1VULN|1FLTHEA|2DUR	12DUR|38DMG|4TLV|5AART|6RCR|7VULN|9BEXP|aFLTHEA
540	51321 13336	   	174.01	DCR|2DMG|1AART|1VULN|1FLTHEA|2DUR	12DUR|38DMG|4TLV|5AART|6RCR|7BEXP|9VULN|aFLTHEA
541	51321 14336	   	174.01	DCR|2DMG|1AART|1VULN|1FLTHEA|2DUR	12DUR|38DMG|4TLV|5AART|6RCR|7LHND|9VULN|aFLTHEA
542	51321 15336	   	174.01	DCR|2DMG|1AART|1VULN|1FLTHEA|2DUR	12DUR|38DMG|4TLV|5AART|6RCR|7LWND|9VULN|aFLTHEA
543	51331 14336	   	174.01	DCR|2DMG|1AART|1VULN|1FLTHEA|2DUR	12DUR|38DMG|4ERES|5AART|6RCR|7LHND|9VULN|aFLTHEA
544	51331 15336	   	174.01	DCR|2DMG|1AART|1VULN|1FLTHEA|2DUR	12DUR|38DMG|4ERES|5AART|6RCR|7LWND|9VULN|aFLTHEA
545	62321 12515	   	174.01	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	13DMG|2ERES|48DUR|5AART|6RCR|7RMIN|9CDMG|aVULN
546	62321 13515	   	174.01	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	13DMG|2ERES|48DUR|5AART|6RCR|7CGEN|9CDMG|aVULN
547	13124 42423	   	173.98	DCR|3VULN|1AART|1DMG|1ZMB	13DUST|2AART|469VULN|5ZMB|7RCR|8MBVNT|aDMG
548	51321 12521	   	173.91	DCR|2VULN|1AART|1DMG|2ASPD|2DUR	12DUR|3DMG|4TLV|5AART|6RCR|79VULN|8aASPD
549	42314 22321	   	173.83	ACR|2AART|2VULN|1DMG|1ZMB|1ASPD	1LHND|2ZMB|3CGEN|46AART|5RCR|79VULN|8DMG|aASPD
550	61314 22221	   	173.83	ACR|2AART|2VULN|1DMG|1ZMB|1ASPD	1DMG|27VULN|3CGEN|46AART|5RCR|8ZMB|9LHND|aASPD
551	61314 22232	   	173.83	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	1DMG|27VULN|39CGEN|46AART|5RCR|8ZMB|aDUR
552	61314 22251	   	173.83	ACR|2AART|2VULN|1DMG|1ZMB|1ASPD	1DMG|27VULN|3CGEN|46AART|5RCR|8ZMB|9BEXP|aASPD
553	61314 26221	   	173.83	ACR|2AART|2DMG|1VULN|1ZMB|1ASPD	17DMG|2VULN|3CGEN|46AART|5RCR|8ZMB|9LHND|aASPD
554	61314 26232	   	173.83	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	17DMG|2VULN|39CGEN|46AART|5RCR|8ZMB|aDUR
555	61314 33113	   	173.75	ACR|3DMG|1AART|1VULN|2ASPD	19aDMG|2VULN|39CGEN|4AART|5RCR|6MBVNT|7RPLT|89ASPD|9BPWR
556	61314 22261	   	173.73	ACR|2AART|2VULN|1DMG|1ZMB|1ASPD	1DMG|27VULN|3CGEN|46AART|5RCR|8ZMB|9DUST|aASPD
557	62114 26221	   	173.73	ACR|2AART|2DMG|1VULN|1ZMB|1ASPD	17DMG|2ERES|3VULN|46AART|5RCR|8ZMB|9LHND|aASPD
558	41314 42213	   	173.71	DCR|2DMG|1AART|1VULN|2ZMB|2DUR	1aLHND|23DUR|4AART|5aZMB|6VULN|7RCR|8BEXP|9aDMG|aBPWR
559	15333 12332	   	173.71	DCR|3VULN|2AART|1ZMB|1ASPD	1DUST|2ASPD|3ZMB|45AART|6RCR|789VULN|aLIT
560	54213 22513	   	173.68	DCR|2DMG|1AART|1VULN|3DUR|1ZMB	17aDUR|2ZMB|3aFEWX|4BEXP|5VULN|6RCR|8AART|9aDMG|aBPWR
561	31334 44113	   	173.61	DCR|2DMG|1AART|1VULN|2ZMB|2DUR	1aBEXP|23DUR|4AART|5aZMB|6VULN|7RCR|8DUST|9aDMG|aBPWR
562	41314 42113	   	173.61	DCR|2DMG|1AART|1VULN|2ZMB|2DUR	1aLHND|23DUR|4AART|5aZMB|6VULN|7RCR|8DUST|9aDMG|aBPWR
563	15333 12331	   	173.61	DCR|3VULN|2AART|1ZMB|1ASPD	1DUST|2ASPD|3ZMB|45AART|6RCR|789VULN|aERES
564	15333 12336	   	173.61	DCR|3VULN|2AART|1ZMB|1ASPD	1DUST|2ASPD|3ZMB|45AART|6RCR|789VULN|aMBVNT
565	66322 61233	   	173.60	DCR|2DMG|1AART|1VULN|2DUR|1ZMB|1ASPD	13DMG|2ASPD|4aDUR|5AART|6ZMB|7CGEN|8RCR|9VULN
566	66322 62233	   	173.60	DCR|2DMG|1AART|1VULN|2DUR|1ZMB|1ASPD	13DMG|2ASPD|4aDUR|5AART|6ZMB|7RMIN|8RCR|9VULN
567	61314 21216	   	173.58	ACR|2AART|2VULN|2DMG	1aDMG|2aVULN|3CGEN|46AART|5RCR|7ERES|8aFEWX|9RMIN|aBPWR
568	61314 33446	   	173.58	ACR|2AART|2DMG|2VULN	18DMG|28VULN|38CGEN|4aAART|5RCR|6MBVNT|7RPLT|8BPWR|9RCVC
569	53311 12522	   	173.55	DCR|2VULN|2AART|1DMG|1ASPD|1DUR	1DUR|2DMG|3CGEN|4DMSP|5aAART|6RCR|79VULN|8ASPD
570	55311 12322	   	173.55	DCR|2VULN|2AART|1DMG|1ASPD|1DUR	1DUR|2ASPD|3CGEN|4DMSP|5aAART|6RCR|79VULN|8DMG
571	63311 12522	   	173.55	DCR|2VULN|2AART|1DMG|1ASPD|1DUR	1DMG|2DUR|3CGEN|4DMSP|5aAART|6RCR|79VULN|8ASPD
572	61414 33113	   	173.55	ACR|3DMG|1AART|1VULN|2ASPD	19aDMG|2VULN|39ERES|4AART|5RCR|6MBVNT|7RPLT|89ASPD|9BPWR
573	61412 12532	   	173.53	DCR|2VULN|1AART|1DMG|1CDMG|2ASPD	1DMG|29VULN|3ERES|4AART|5MLV|68ASPD|7RCR|aCDMG
574	62112 12532	   	173.53	DCR|2VULN|1AART|1DMG|1CDMG|2ASPD	1DMG|2ERES|39VULN|4AART|5MLV|68ASPD|7RCR|aCDMG
575	11334 44213	   	173.51	DCR|2DMG|1AART|1VULN|2ZMB|2DUR	1aDUST|23DUR|4AART|5aZMB|6VULN|7RCR|8BEXP|9aDMG|aBPWR
576	66322 63233	   	173.50	DCR|2DMG|1AART|1VULN|2DUR|1ZMB|1ASPD	13DMG|2ASPD|4aDUR|5AART|6ZMB|7ERES|8RCR|9VULN
577	61314 23332	   	173.48	ACR|2AART|2VULN|2DMG	18DMG|29VULN|3CGEN|46AART|5RCR|7BEXP|aLIT
578	61314 24332	   	173.48	ACR|2AART|2DMG|2VULN	18DMG|29VULN|3CGEN|46AART|5RCR|7LHND|aLIT
579	61314 25332	   	173.48	ACR|2AART|2DMG|2VULN	18DMG|29VULN|3CGEN|46AART|5RCR|7LWND|aLIT
580	61314 33436	   	173.48	ACR|2AART|2DMG|2VULN	18DMG|28VULN|38CGEN|4aAART|5RCR|6MBVNT|7RPLT|8BPWR|9DUST
581	61232 23211	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	19DMG|245VULN|3FEWX|6DUR|7RCR|8BEXP|aCDMG
582	61232 23511	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	19DMG|245VULN|3FEWX|6DUR|7RCR|8LHND|aCDMG
583	61632 23511	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	19DMG|245VULN|3BEXP|6DUR|7RCR|8LHND|aCDMG
584	53633 23413	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	1DUR|25DMG|3BEXP|49aVULN|6RCVC|7RCR|8CDMG
585	63633 23413	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	15DMG|2DUR|3BEXP|49aVULN|6RCVC|7RCR|8CDMG
586	61314 23331	   	173.38	ACR|2AART|2VULN|2DMG	18DMG|29VULN|3CGEN|46AART|5RCR|7BEXP|aERES
587	61314 23334	   	173.38	ACR|2AART|2VULN|2DMG	18DMG|29VULN|3CGEN|46AART|5RCR|7BEXP|aDUST
588	61314 23336	   	173.38	ACR|2AART|2VULN|2DMG	18DMG|29VULN|3CGEN|46AART|5RCR|7BEXP|aMBVNT
589	61314 24331	   	173.38	ACR|2AART|2VULN|2DMG	18DMG|29VULN|3CGEN|46AART|5RCR|7LHND|aERES
590	61314 25331	   	173.38	ACR|2AART|2VULN|2DMG	18DMG|29VULN|3CGEN|46AART|5RCR|7LWND|aERES
591	62114 24333	   	173.38	ACR|2AART|2VULN|2DMG	18DMG|2ERES|39VULN|46AART|5RCR|7aLHND
592	62114 25333	   	173.38	ACR|2AART|2VULN|2DMG	18DMG|2ERES|39VULN|46AART|5RCR|7LWND|aLHND
593	62114 33446	   	173.38	ACR|2AART|2VULN|2DMG	18DMG|28ERES|38VULN|4aAART|5RCR|6MBVNT|7RPLT|8BPWR|9RCVC
594	35336 12321	   	173.38	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	15BEXP|2aASPD|3ZMB|4AART|6RCR|79VULN|8DMG
595	61632 13423	   	173.35	DCR|3VULN|2DMG|1CDMG|1ASPD	1aDMG|245VULN|3BEXP|6LEGI|7RCR|8CDMG|9ASPD
596	61312 41215	   	173.33	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|26aVULN|37CGEN|4AART|5MLV|8RCR|9CDMG
597	61311 32312	   	173.33	DCR|3DMG|1AART|1VULN|1FLTHEA	19aDMG|2VULN|3CGEN|4AART|5LIT|6FLTHEA|7FEWX|8RCR
598	61112 12153	 * 	173.28	DCR|3VULN|2DMG|1AART|2CDMG|1MSE	1aDMG|28aVULN|3MSE|4FEWX|5RPLT|6aCDMG|7RCR|9AART|aBPWR
599	61314 22325	   	173.28	ACR|2AART|2DMG|2VULN	1aDMG|27VULN|3CGEN|46AART|5RCR|8AIRHEL|9DUST
600	61314 26321	   	173.28	ACR|2AART|2DMG|2VULN	17DMG|2aVULN|3CGEN|46AART|5RCR|8AIRHEL|9DUST
601	62114 24331	   	173.28	ACR|2AART|2VULN|2DMG	18DMG|2aERES|39VULN|46AART|5RCR|7LHND
602	62114 25331	   	173.28	ACR|2AART|2VULN|2DMG	18DMG|2aERES|39VULN|46AART|5RCR|7LWND
603	62114 33436	   	173.28	ACR|2AART|2VULN|2DMG	18DMG|28ERES|38VULN|4aAART|5RCR|6MBVNT|7RPLT|8BPWR|9DUST
604	21236 12314	   	173.23	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1SELL|2ZMB|3BEXP|4AART|5CDMG|6RCR|7VULN|8aDMG|9RMIN
605	21236 12322	   	173.23	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1SELL|2ZMB|3BEXP|4AART|5CDMG|6RCR|79VULN|8DMG|aFEWX
606	21236 12326	   	173.23	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1SELL|2ZMB|3BEXP|4AART|5CDMG|6RCR|79VULN|8DMG|aLWND
607	21236 12334	   	173.23	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1SELL|2ZMB|3BEXP|4AART|5CDMG|6RCR|7VULN|8aDMG|9CGEN
608	21236 12354	   	173.23	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1SELL|2ZMB|3BEXP|4AART|5CDMG|6RCR|7VULN|8aDMG|9MLV
609	61311 33335	   	173.23	DCR|3VULN|1AART|1DMG|1FLTHEA	1DMG|29aVULN|3CGEN|4AART|5LIT|6FLTHEA|7DUST|8RCR
610	66322 11335	   	173.21	DCR|2AART|2DMG|1VULN|1DUR|1ASPD|1SELL	13DMG|2ASPD|4DUR|59AART|6RCR|7ERES|8SELL|aVULN
611	62114 26321	   	173.18	ACR|2AART|2VULN|2DMG	17DMG|2ERES|3aVULN|46AART|5RCR|8AIRHEL|9DUST
612	66322 22217	   	173.14	DCR|3DMG|1AART|2ZMB|2DUR|1ASPD	13aDMG|2ASPD|4aDUR|5AART|6DMSP|7MBVNT|8RCR|9aZMB|aBPWR
613	62114 24332	   	173.14	ACR|2AART|2VULN|2DMG|1SELL	18DMG|2ERES|39VULN|46AART|5RCR|7LHND|aSELL
614	62114 25332	   	173.14	ACR|2AART|2VULN|2DMG|1SELL	18DMG|2ERES|39VULN|46AART|5RCR|7LWND|aSELL
615	61314 33422	   	173.14	ACR|2VULN|2DMG|1AART|1ZMB	18DMG|28VULN|38CGEN|4AART|5RCR|6MBVNT|7RPLT|8BPWR|9FEWX|aZMB
616	61314 33443	   	173.14	ACR|2VULN|2DMG|1AART|1ZMB	18DMG|28VULN|38CGEN|4AART|5RCR|6MBVNT|7RPLT|8BPWR|9RCVC|aZMB
617	61314 33473	   	173.14	ACR|2VULN|2DMG|1AART|1ZMB	18DMG|28VULN|38CGEN|4AART|5RCR|6MBVNT|79RPLT|8BPWR|aZMB
618	21236 12323	   	173.13	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1SELL|2ZMB|3BEXP|4AART|5CDMG|6RCR|79VULN|8DMG|aNUKE
619	21236 12324	   	173.13	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1SELL|2ZMB|3BEXP|4AART|5CDMG|6RCR|79VULN|8DMG|aTLV
620	21236 12325	   	173.13	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1SELL|2ZMB|3BEXP|4AART|5CDMG|6RCR|79VULN|8DMG|aDUST
621	54311 12321	   	173.11	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUR|2ZMB|3CGEN|4DMSP|5AART|6RCR|79VULN|8DMG|aASPD
622	11216 26116	   	173.11	DCR|3VULN|2DMG|1ZMB|1DUR	1aDUST|2DUR|38aVULN|4ZMB|5LWND|6RCR|7aDMG|9MBVNT|aBPWR
623	62114 37421	   	173.04	ACR|2VULN|2DMG|1AART|1ZMB	1aDMG|2ERES|3aVULN|4AART|5RCR|6MBVNT|7LHND|8ZMB|9aCGEN|aBPWR
624	65334 22332	   	173.04	ACR|2VULN|2DMG|1AART|1ZMB	18DMG|2BEXP|3ZMB|4AART|5RCR|6DMSP|79VULN|aLIT
625	61314 33432	   	173.04	ACR|2VULN|2DMG|1AART|1ZMB	18DMG|28VULN|38CGEN|4AART|5RCR|6MBVNT|7RPLT|8BPWR|9DUST|aZMB
626	22532 61236	   	173.02	DCR|2AART|2VULN|2DMG|1SELL	1SELL|2aDMG|3RPLT|46AART|5MLV|7aCGEN|8RCR|9aVULN|aBPWR
627	22533 21236	   	173.02	DCR|2AART|2VULN|2DMG|1SELL	1SELL|2aDMG|3RPLT|45AART|6MLV|7aCGEN|8RCR|9aVULN|aBPWR
628	22232 64316	   	173.02	DCR|2AART|2DMG|2VULN|1SELL	1SELL|27DMG|39BEXP|4aAART|57CGEN|67VULN|7BPWR|8RCR
629	22235 34316	   	173.02	DCR|2AART|2VULN|2DMG|1SELL	1SELL|27DMG|39BEXP|4aAART|57VULN|67MLV|7BPWR|8RCR
630	41261 32413	   	172.98	DCR|2DMG|1AART|1VULN|3DUR|1ZMB	1aLHND|24aDUR|3VULN|5AART|6MBVNT|7RCR|8ZMB|9aDMG|aBPWR
631	61414 33422	   	172.94	ACR|2VULN|2DMG|1AART|1ZMB	18DMG|28VULN|38ERES|4AART|5RCR|6MBVNT|7RPLT|8BPWR|9FEWX|aZMB
632	61414 33443	   	172.94	ACR|2VULN|2DMG|1AART|1ZMB	18DMG|28VULN|38ERES|4AART|5RCR|6MBVNT|7RPLT|8BPWR|9RCVC|aZMB
633	62114 12531	   	172.94	ACR|2VULN|2DMG|1AART|1ZMB	1aDMG|2ERES|3aVULN|4AART|5RCR|6TLV|7MBVNT|8ZMB|9aLWND|aBPWR
634	62114 33422	   	172.94	ACR|2VULN|2DMG|1AART|1ZMB	18DMG|28ERES|38VULN|4AART|5RCR|6MBVNT|7RPLT|8BPWR|9FEWX|aZMB
635	62114 33443	   	172.94	ACR|2VULN|2DMG|1AART|1ZMB	18DMG|28ERES|38VULN|4AART|5RCR|6MBVNT|7RPLT|8BPWR|9RCVC|aZMB
636	62114 33473	   	172.94	ACR|2VULN|2DMG|1AART|1ZMB	18DMG|28ERES|38VULN|4AART|5RCR|6MBVNT|79RPLT|8BPWR|aZMB
637	65334 22331	   	172.94	ACR|2VULN|2DMG|1AART|1ZMB	18DMG|2BEXP|3ZMB|4AART|5RCR|6DMSP|79VULN|aERES
638	61314 32734	   	172.94	ACR|2VULN|2DMG|1AART|1ZMB	18DMG|29VULN|3CGEN|4AART|5RCR|6MBVNT|7RMIN|aZMB
639	22533 51236	   	172.92	DCR|2AART|2VULN|2DMG|1SELL	1SELL|2aDMG|3RPLT|45AART|6TLV|7aCGEN|8RCR|9aVULN|aBPWR
640	12333 16516	   	172.90	ACR|3VULN|1AART|1DMG|1ZMB	18DUST|2ZMB|3RPLT|4RCR|5AART|68aVULN|78LIT|8BPWR|9DMG
641	32333 13453	   	172.90	ACR|3DMG|1AART|1VULN|1ZMB	1BEXP|2ZMB|3RPLT|4RCR|5AART|6VULN|789DMG|aCGEN
642	32333 13454	   	172.90	ACR|3DMG|1AART|1VULN|1ZMB	1BEXP|2ZMB|3RPLT|4RCR|5AART|6VULN|789DMG|aLIT
643	32333 13455	   	172.90	ACR|3DMG|1AART|1VULN|1ZMB	1BEXP|2ZMB|3RPLT|4RCR|5AART|6VULN|789DMG|aMLV
644	32333 13456	   	172.90	ACR|3DMG|1AART|1VULN|1ZMB	1aBEXP|2ZMB|3RPLT|4RCR|5AART|6VULN|789DMG
645	62112 42424	   	172.88	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|2ERES|369VULN|4AART|5MLV|7RCR|8MBVNT|aZMB
646	65312 12363	   	172.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	18DMG|29BEXP|3ZMB|4DMSP|5AART|6RCR|7VULN|aCDMG
647	66322 22235	   	172.86	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	13aDMG|2ASPD|4DUR|5AART|6DMSP|7MBVNT|8RCR|9VULN
648	61314 12724	   	172.84	ACR|2VULN|2DMG|1AART|1ZMB	18DMG|29VULN|3CGEN|4AART|5RCR|6TLV|7MBVNT|aZMB
649	61314 34724	   	172.84	ACR|2VULN|2DMG|1AART|1ZMB	18DMG|29VULN|3CGEN|4AART|5RCR|6MBVNT|7ERES|aZMB
650	61414 33432	   	172.84	ACR|2VULN|2DMG|1AART|1ZMB	18DMG|28VULN|38ERES|4AART|5RCR|6MBVNT|7RPLT|8BPWR|9DUST|aZMB
651	62114 32734	   	172.84	ACR|2VULN|2DMG|1AART|1ZMB	18DMG|2ERES|39VULN|4AART|5RCR|6MBVNT|7RMIN|aZMB
652	62114 33432	   	172.84	ACR|2VULN|2DMG|1AART|1ZMB	18DMG|28ERES|38VULN|4AART|5RCR|6MBVNT|7RPLT|8BPWR|9DUST|aZMB
653	22532 63236	   	172.82	DCR|2AART|2VULN|2DMG|1SELL	1SELL|2aDMG|3RPLT|46AART|5MLV|7aERES|8RCR|9aVULN|aBPWR
654	22533 23236	   	172.82	DCR|2AART|2VULN|2DMG|1SELL	1SELL|2aDMG|3RPLT|45AART|6MLV|7aERES|8RCR|9aVULN|aBPWR
655	12333 13453	   	172.80	ACR|3DMG|1AART|1VULN|1ZMB	1DUST|2ZMB|3RPLT|4RCR|5AART|6VULN|789DMG|aCGEN
656	12333 13454	   	172.80	ACR|3DMG|1AART|1VULN|1ZMB	1DUST|2ZMB|3RPLT|4RCR|5AART|6VULN|789DMG|aLIT
