0	Index      	 *	Score 	Summary	Detail	
1	62162 74212	 * 	195.53	ACR|3VULN|2DMG|1AART|1ZMB|1DUR	19DMG|2MBVNT|3ZMB|4RCR|567VULN|8AART|aDUR
486	61342 21422	   	166.12	ACR|2VULN|2DMG|3ZMB	19DMG|2TLV|39LHND|4RCR|59VULN|678ZMB|9BPWR|aLIT
487	63242 11421	   	166.12	ACR|2VULN|2DMG|3ZMB	19DMG|278ZMB|3DUST|4RCR|59VULN|69MLV|9BPWR|aFEWX
488	63242 11422	   	166.12	ACR|2VULN|2DMG|3ZMB	19DMG|278ZMB|3DUST|4RCR|59VULN|69MLV|9BPWR|aLIT
489	62764 13241	   	166.10	ACR|2VULN|2DMG|2CDMG|1ZMB	14DMG|2MBVNT|34CDMG|4BPWR|5RCR|6LHND|7ERES|8aVULN|9ZMB
490	62764 21241	   	166.10	ACR|2VULN|2DMG|2CDMG|1ZMB	14DMG|2MBVNT|34CDMG|4BPWR|5RCR|6ERES|7BEXP|8aVULN|9ZMB
491	62182 41244	   	166.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2MBVNT|3ZMB|4AART|5DUST|7VULN|8LIT|9RCR|aCDMG
492	62182 44225	   	166.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2MBVNT|3ZMB|4AART|5DUST|7CGEN|8CDMG|9RCR|aVULN
493	62183 31221	   	166.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2MBVNT|3ZMB|4AART|56VULN|7TLV|8CDMG|9RCR|aFEWX
494	62183 31222	   	166.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2MBVNT|3ZMB|4AART|56VULN|7TLV|8CDMG|9RCR|aLIT
495	62183 31223	   	166.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2MBVNT|3ZMB|4AART|56VULN|7TLV|8CDMG|9RCR|aRPLT
496	62183 31224	   	166.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2MBVNT|3ZMB|4AART|56VULN|7TLV|8CDMG|9RCR|aBEXP
497	62183 31226	   	166.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2MBVNT|3ZMB|4AART|56VULN|7TLV|8CDMG|9RCR|aRCVC
498	62183 31227	   	166.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2MBVNT|3ZMB|4AART|56VULN|7TLV|8CDMG|9RCR|aLHND
499	62183 33244	   	166.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2MBVNT|3ZMB|4AART|56VULN|7DUST|8LIT|9RCR|aCDMG
500	62183 45221	   	166.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	17DMG|2MBVNT|3ZMB|4AART|5VULN|6TLV|8CDMG|9RCR|aFEWX
501	62183 45222	   	166.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	17DMG|2MBVNT|3ZMB|4AART|5VULN|6TLV|8CDMG|9RCR|aLIT
502	62183 45223	   	166.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	17DMG|2MBVNT|3ZMB|4AART|5VULN|6TLV|8CDMG|9RCR|aRPLT
503	62183 45224	   	166.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	17DMG|2MBVNT|3ZMB|4AART|5VULN|6TLV|8CDMG|9RCR|aBEXP
504	62162 24241	   	166.04	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1DMG|2MBVNT|36ZMB|4RCR|57VULN|8AART|9ERES|aDUR
505	23241 13234	   	166.04	ACR|2VULN|2DMG|2ZMB|1CDMG	1CGEN|2aZMB|39DUST|4RCR|5CDMG|6aDMG|7ERES|8aVULN|aBPWR
506	62162 73231	   	166.04	ACR|2VULN|2DMG|2ZMB|1CDMG	19DMG|2MBVNT|39ZMB|4RCR|56VULN|7FEWX|89TLV|9BPWR|aCDMG
507	62161 12632	   	166.04	ACR|2VULN|2DMG|2ZMB|1CDMG	16DMG|2MBVNT|3aZMB|4RCR|5CDMG|7MLV|89VULN
508	62212 74632	   	166.02	DCR|3VULN|3DMG	19aDMG|2MBVNT|3CGEN|4LWND|567VULN|8RCR
509	62274 14633	   	166.02	DCR|3VULN|3DMG	169DMG|2MBVNT|3CGEN|45aVULN|7BEXP|8RCR
510	63342 21343	   	166.02	ACR|2VULN|2DMG|3ZMB	19DMG|269ZMB|38LHND|4RCR|5aVULN|79DUST|9BPWR
511	22125 64542	   	166.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2MBVNT|3ZMB|4LIT|5RCR|6CDMG|7aVULN|8DMG|9AART
512	62225 64442	   	166.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2MBVNT|3CGEN|4LIT|5RCR|6CDMG|7aVULN|8ZMB|9AART
513	62182 43225	   	165.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2MBVNT|3ZMB|4AART|5DUST|7ERES|8CDMG|9RCR|aVULN
514	62183 31225	   	165.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2MBVNT|3ZMB|4AART|56VULN|7aTLV|8CDMG|9RCR
515	62161 13632	   	165.94	ACR|2VULN|2DMG|2ZMB|1CDMG	16DMG|2MBVNT|3aZMB|4RCR|5CDMG|7ERES|89VULN
516	62161 14142	   	165.94	ACR|2VULN|2DMG|2ZMB|1CDMG	16DMG|2MBVNT|3aZMB|4RCR|5CDMG|7AIRHEL|89VULN
517	62162 71231	   	165.94	ACR|2VULN|2DMG|2ZMB|1CDMG	19DMG|2MBVNT|39ZMB|4RCR|56VULN|7DUST|89TLV|9BPWR|aCDMG
518	63242 21153	   	165.94	ACR|2VULN|2DMG|2ZMB|1CDMG	19DMG|26ZMB|379DUST|4RCR|59VULN|8MBVNT|9BPWR|aCDMG
519	63242 21243	   	165.94	ACR|2VULN|2DMG|2ZMB|1CDMG	19DMG|26ZMB|379DUST|4RCR|59VULN|8LEGI|9BPWR|aCDMG
520	61242 21421	   	165.92	ACR|2VULN|2DMG|3ZMB	19DMG|2TLV|39DUST|4RCR|59VULN|678ZMB|9BPWR|aFEWX
521	61242 21422	   	165.92	ACR|2VULN|2DMG|3ZMB	19DMG|2TLV|39DUST|4RCR|59VULN|678ZMB|9BPWR|aLIT
522	13151 55323	   	165.89	ACR|3DMG|1AART|1CDMG|1ZMB	12BEXP|3LWND|4RCR|5CDMG|6AART|78aDMG|9ZMB
523	16141 51333	   	165.89	ACR|3VULN|1AART|1CDMG|1ZMB	1BEXP|2MLV|3ZMB|4RCR|5CDMG|6AART|7FEWX|89aVULN
524	23141 55333	   	165.89	ACR|3DMG|1AART|1CDMG|1ZMB	1CGEN|2ZMB|3LWND|4RCR|5CDMG|6AART|78aDMG|9RMIN
525	23341 51333	   	165.89	ACR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2ZMB|3LHND|4RCR|5CDMG|6AART|7FEWX|89aVULN
526	23341 56333	   	165.89	ACR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2ZMB|3LHND|4RCR|5CDMG|6AART|7BEXP|89aVULN
527	63242 21154	   	165.82	ACR|2VULN|2DMG|3ZMB	19DMG|26aZMB|379DUST|4RCR|59VULN|8MBVNT|9BPWR
528	62142 41531	   	165.82	DCR|2VULN|2DMG|2ZMB|1CDMG	19DMG|2MBVNT|39ZMB|4FEWX|58VULN|69CGEN|7RCR|9BPWR|aCDMG
529	62242 21531	   	165.82	DCR|2VULN|2DMG|2ZMB|1CDMG	19DMG|2MBVNT|39CGEN|4FEWX|58VULN|69ZMB|7RCR|9BPWR|aCDMG
530	62372 21531	   	165.82	DCR|2VULN|2DMG|2ZMB|1CDMG	19DMG|2MBVNT|39FEWX|4CGEN|58VULN|69ZMB|7RCR|9BPWR|aCDMG
531	11141 51333	   	165.79	ACR|3VULN|1AART|1CDMG|1ZMB	1BEXP|2TLV|3ZMB|4RCR|5CDMG|6AART|7FEWX|89aVULN
532	23241 51333	   	165.79	ACR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2ZMB|3DUST|4RCR|5CDMG|6AART|7FEWX|89aVULN
533	23241 54333	   	165.79	ACR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2ZMB|3DUST|4RCR|5CDMG|6AART|7BEXP|89aVULN
534	43341 51333	   	165.79	ACR|3VULN|1AART|1CDMG|1ZMB	1ERES|2ZMB|3LHND|4RCR|5CDMG|6AART|7FEWX|89aVULN
535	61141 53323	   	165.79	ACR|3DMG|1AART|1CDMG|1ZMB	18aDMG|2TLV|3LWND|4RCR|5CDMG|6AART|7RMIN|9ZMB
536	62183 37334	   	165.78	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|2MBVNT|3ZMB|4AART|569VULN|7LSRICY|8FEWX|aRCR
537	62148 21231	   	165.72	DCR|2VULN|2DMG|2ZMB|1CDMG	19DMG|2MBVNT|39ZMB|48FEWX|5ERES|69VULN|7RCR|9BPWR|aCDMG
538	62148 21431	   	165.72	DCR|2VULN|2DMG|2ZMB|1CDMG	19DMG|2MBVNT|39ZMB|4FEWX|5ERES|69VULN|7RCR|8RCVC|9BPWR|aCDMG
539	62261 21831	   	165.72	DCR|2VULN|2DMG|2ZMB|1CDMG	19DMG|2MBVNT|39CGEN|48ZMB|5DUST|69VULN|7RCR|9BPWR|aCDMG
540	62273 21531	   	165.72	DCR|2VULN|2DMG|2ZMB|1CDMG	19DMG|2MBVNT|39CGEN|48VULN|5DUST|69ZMB|7RCR|9BPWR|aCDMG
541	23242 31366	   	165.70	ACR|2VULN|3ZMB|1AART|2DUR	18CGEN|289ZMB|3DUST|4RCR|5aVULN|68DUR|7AART|8BPWR
542	62142 41536	   	165.70	DCR|2VULN|2DMG|3ZMB	19DMG|2MBVNT|39aZMB|4FEWX|58VULN|69CGEN|7RCR|9BPWR
543	62242 21536	   	165.70	DCR|2VULN|2DMG|3ZMB	19DMG|2MBVNT|39CGEN|4FEWX|58VULN|69aZMB|7RCR|9BPWR
544	43241 51333	   	165.69	ACR|3VULN|1AART|1CDMG|1ZMB	1ERES|2ZMB|3DUST|4RCR|5CDMG|6AART|7FEWX|89aVULN
545	23244 71342	   	165.64	ACR|4VULN|1AART|1ZMB	18CGEN|2ZMB|38DUST|4RCR|5MBVNT|689aVULN|7AART|8BPWR
546	62142 61531	   	165.62	DCR|2VULN|2DMG|2ZMB|1CDMG	19DMG|2MBVNT|39ZMB|4FEWX|58VULN|69ERES|7RCR|9BPWR|aCDMG
547	62148 21731	   	165.62	DCR|2VULN|2DMG|2ZMB|1CDMG	19DMG|2MBVNT|39ZMB|4FEWX|58ERES|69VULN|7RCR|9BPWR|aCDMG
548	62426 23221	   	165.61	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1DMG|2MBVNT|34DUR|56VULN|7AART|8CDMG|9RCR|aFEWX
549	62426 23222	   	165.61	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1DMG|2MBVNT|34DUR|56VULN|7AART|8CDMG|9RCR|aLIT
550	62426 23223	   	165.61	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1DMG|2MBVNT|34DUR|56VULN|7AART|8CDMG|9RCR|aRPLT
551	62426 23224	   	165.61	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1DMG|2MBVNT|34DUR|56VULN|7AART|8CDMG|9RCR|aBEXP
552	62426 23227	   	165.61	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1DMG|2MBVNT|34DUR|56VULN|7AART|8CDMG|9RCR|aCGEN
553	62148 21236	   	165.60	DCR|2VULN|2DMG|3ZMB	19DMG|2MBVNT|39aZMB|48FEWX|5ERES|69VULN|7RCR|9BPWR
554	62148 21436	   	165.60	DCR|2VULN|2DMG|3ZMB	19DMG|2MBVNT|39aZMB|4FEWX|5ERES|69VULN|7RCR|8RCVC|9BPWR
