0	Index      	 *	Score 	Summary	Detail	
1	21236 44323	 * 	210.60	DCR|3ASPD|2VULN|1AART|1DMG|1SELL	1BEXP|23aASPD|45VULN|6SELL|7AART|8RCR|9DMG
475	25224 51112	   	182.96	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2DMG|3ASPD|4RCVC|5ERES|6DUR|7CDMG|8RCR|9aAART
476	21132 63541	   	182.90	DCR|3DMG|2ASPD|1VULN|1AAC	1BEXP|29ASPD|3LHND|4VULN|578DMG|6AAC|aRCR
477	31132 43542	   	182.90	DCR|3DMG|2ASPD|1VULN	1DUST|29ASPD|3LHND|4VULN|578DMG|6RMIN|aRCR
478	31132 63541	   	182.80	DCR|3DMG|2ASPD|1VULN|1AAC	1DUST|29ASPD|3LHND|4VULN|578DMG|6AAC|aRCR
479	14255 12213	 * 	182.75	DCR|2AART|1VULN|2CDMG|1ASPD	13AART|2RCVC|4BELT|56CDMG|7VULN|8RPLT|9ASPD|aRCR
480	13341 22246	   	182.65	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1AART|2BEXP|3LIT|4ASPD|5DUST|6VULN|7RCR|8RCVC|9CDMG|aDMG
481	21543 51112	   	182.63	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2ASPD|3MLV|4DMG|5RCVC|6DUR|7CDMG|8RCR|9aAART
482	24243 51112	   	182.63	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2MLV|3ASPD|4DMG|5RCVC|6DUR|7CDMG|8RCR|9aAART
483	21231 36143	   	182.56	DCR|2VULN|2ASPD|1CDMG|1ZMB	1BEXP|23ASPD|49VULN|5MLV|6ZMB|7RCR|8TLV|aCDMG
484	21231 36223	   	182.56	DCR|2VULN|2ASPD|1CDMG|1ZMB	1BEXP|23ASPD|49VULN|5MLV|6ZMB|7RCR|8ERES|aCDMG
485	31543 31112	   	182.53	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR	1DUST|2ASPD|3MLV|4DMG|5RCVC|6DUR|7CDMG|8RCR|9aAART
486	34243 31112	   	182.53	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR	1DUST|2MLV|3ASPD|4DMG|5RCVC|6DUR|7CDMG|8RCR|9aAART
487	35223 31112	   	182.53	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR	1DUST|2DMG|3ASPD|4MLV|5RCVC|6DUR|7CDMG|8RCR|9aAART
488	31231 36143	   	182.46	DCR|2VULN|2ASPD|1CDMG|1ZMB	1DUST|23ASPD|49VULN|5MLV|6ZMB|7RCR|8TLV|aCDMG
489	31231 36223	   	182.46	DCR|2VULN|2ASPD|1CDMG|1ZMB	1DUST|23ASPD|49VULN|5MLV|6ZMB|7RCR|8ERES|aCDMG
490	25221 51111	   	182.45	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1BEXP|2DMG|3ASPD|4RCVC|5LHND|6RMIN|7CDMG|8RCR|9AART|aVULN
491	25222 31131	   	182.45	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1BEXP|2DMG|3ASPD|4RCVC|5CGEN|6LHND|7CDMG|8RCR|9AART|aVULN
492	25223 31111	   	182.45	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1BEXP|2DMG|3ASPD|4RCVC|5RMIN|6LHND|7CDMG|8RCR|9AART|aVULN
493	55221 51111	   	182.45	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1FEWX|2DMG|3ASPD|4RCVC|5LHND|6RMIN|7CDMG|8RCR|9AART|aVULN
494	55222 31131	   	182.45	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1FEWX|2DMG|3ASPD|4RCVC|5CGEN|6LHND|7CDMG|8RCR|9AART|aVULN
495	55223 31111	   	182.45	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1FEWX|2DMG|3ASPD|4RCVC|5RMIN|6LHND|7CDMG|8RCR|9AART|aVULN
496	25222 21111	   	182.35	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1BEXP|2DMG|3ASPD|4RCVC|5CGEN|6DUST|7CDMG|8RCR|9AART|aVULN
497	25223 21111	   	182.35	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1BEXP|2DMG|3ASPD|4RCVC|5RMIN|6DUST|7CDMG|8RCR|9AART|aVULN
498	25224 31131	   	182.35	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1BEXP|2DMG|3ASPD|4RCVC|5ERES|6LHND|7CDMG|8RCR|9AART|aVULN
499	55222 21111	   	182.35	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1FEWX|2DMG|3ASPD|4RCVC|5CGEN|6DUST|7CDMG|8RCR|9AART|aVULN
500	55223 21111	   	182.35	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1FEWX|2DMG|3ASPD|4RCVC|5RMIN|6DUST|7CDMG|8RCR|9AART|aVULN
501	55224 31131	   	182.35	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1FEWX|2DMG|3ASPD|4RCVC|5ERES|6LHND|7CDMG|8RCR|9AART|aVULN
502	51121 63326	   	182.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1FEWX|2ASPD|3LHND|4RPLT|5ZMB|6aVULN|7DUR|8RCR|9AART
503	25224 21111	   	182.25	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1BEXP|2DMG|3ASPD|4RCVC|5ERES|6DUST|7CDMG|8RCR|9AART|aVULN
504	55224 21111	   	182.25	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1FEWX|2DMG|3ASPD|4RCVC|5ERES|6DUST|7CDMG|8RCR|9AART|aVULN
505	21221 36523	   	182.24	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB	1BEXP|23ASPD|4DUST|5MLV|6ZMB|7RCR|8DMG|9VULN|aCDMG
506	31231 36433	   	182.24	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB	1DUST|23ASPD|4VULN|5MLV|6ZMB|7RCR|8FEWX|9DMG|aCDMG
507	14621 22351	 * 	182.22	ACR|3DMG|2AART|1VULN|1DUR	18AART|2RCVC|3RCR|479DMG|5DUST|6DUR|aVULN
508	21236 31114	   	182.20	DCR|2VULN|2ASPD|1DMG|1DUR|1SELL	1BEXP|23ASPD|45VULN|6LHND|7SELL|8RCR|9DUR|aDMG
509	51236 31114	   	182.20	DCR|2VULN|2ASPD|1DMG|1DUR|1SELL	1FEWX|23ASPD|45VULN|6LHND|7SELL|8RCR|9DUR|aDMG
510	13234 15361	   	182.11	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	1AART|2BEXP|3CDMG|4LIT|59VULN|6AAC|7RCR|8DMG|aRCVC
511	13341 22342	   	182.11	DCR|2VULN|1AART|1ASPD|1CDMG	1AART|2BEXP|3LIT|4ASPD|5DUST|68VULN|7RCR|9CDMG|aRCVC
512	15341 22342	   	182.11	DCR|2VULN|1AART|1ASPD|1CDMG	1AART|2FEWX|3LIT|4ASPD|5DUST|68VULN|7RCR|9CDMG|aRCVC
513	35221 31344	   	182.06	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1DUST|2DMG|3ASPD|45MLV|6DUR|7CDMG|8VULN|9RCR|aNUKE
514	15345 13211	   	182.06	DCR|2VULN|2ASPD|1AART	1AART|27aFEWX|3aLIT|48ASPD|5LWND|6RCR|9aVULN|aBPWR
515	14622 52121	 * 	182.04	ACR|2AART|2DMG|1VULN|2CDMG	17AART|2RCVC|3RCR|49DMG|5CGEN|68CDMG|aVULN
516	25132 53361	   	182.03	DCR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|25DMG|3LHND|4aVULN|6LIT|7ZMB|8CDMG|9RCR
517	25332 53361	   	182.03	DCR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|23DMG|4aVULN|5LHND|6LIT|7ZMB|8CDMG|9RCR
518	21543 31131	   	182.03	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1BEXP|2ASPD|3MLV|4DMG|5RCVC|6LHND|7CDMG|8RCR|9AART|aVULN
519	24243 31131	   	182.03	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1BEXP|2MLV|3ASPD|4DMG|5RCVC|6LHND|7CDMG|8RCR|9AART|aVULN
520	51543 31131	   	182.03	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1FEWX|2ASPD|3MLV|4DMG|5RCVC|6LHND|7CDMG|8RCR|9AART|aVULN
521	54243 31131	   	182.03	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1FEWX|2MLV|3ASPD|4DMG|5RCVC|6LHND|7CDMG|8RCR|9AART|aVULN
522	13633 15223	   	182.01	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1AART|2BEXP|34DMG|5DUR|6ASPD|7RPLT|8RCR|9CDMG|aRCVC
523	35212 31344	   	181.96	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1DUR	14DUST|2DMG|3ASPD|5CGEN|6DUR|7CDMG|8VULN|9RCR|aNUKE
524	35213 31344	   	181.96	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1DUR	14DUST|2DMG|3ASPD|5RMIN|6DUR|7CDMG|8VULN|9RCR|aNUKE
525	21236 51124	   	181.96	DCR|2VULN|2ASPD|1DMG|1DUR|2SELL	1BEXP|23ASPD|45VULN|6DUR|79SELL|8RCR|aDMG
526	55121 63323	   	181.96	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1FEWX|2DMG|3LHND|4RPLT|5ZMB|6VULN|7DUR|8RCR|9AART|aASPD
527	13341 11211	   	181.96	DCR|2VULN|2ASPD|1AART	1AART|27aBEXP|3aLIT|48ASPD|5DUST|6RCR|9aVULN|aBPWR
528	13341 16211	   	181.96	DCR|2VULN|2ASPD|1AART	1AART|2aBEXP|3aLIT|48ASPD|5DUST|6RCR|7DMSP|9aVULN|aBPWR
529	15341 13211	   	181.96	DCR|2VULN|2ASPD|1AART	1AART|27aFEWX|3aLIT|48ASPD|5DUST|6RCR|9aVULN|aBPWR
530	15341 16211	   	181.96	DCR|2VULN|2ASPD|1AART	1AART|2aFEWX|3aLIT|48ASPD|5DUST|6RCR|7DMSP|9aVULN|aBPWR
531	21243 26141	   	181.93	ACR|2VULN|2ASPD|1AART|1DMG|1DUR	1BEXP|23ASPD|4RCR|5RMIN|6DUR|7aVULN|8DMG|9AART
532	21212 51111	 * 	181.93	DCR|2ASPD|1AART|1VULN|1NUKE|1CDMG|1DUR	1BEXP|23ASPD|4NUKE|5CGEN|6DUR|7CDMG|8RCR|9AART|aVULN
533	21213 51111	   	181.93	DCR|2ASPD|1VULN|1AART|1NUKE|1CDMG|1DUR	1BEXP|23ASPD|4NUKE|5RMIN|6DUR|7CDMG|8RCR|9AART|aVULN
534	21216 51111	   	181.93	DCR|2ASPD|1VULN|1AART|1NUKE|1CDMG|1DUR	1BEXP|23ASPD|4NUKE|5DUR|6RMIN|7CDMG|8RCR|9AART|aVULN
535	51212 51111	   	181.93	DCR|2ASPD|1AART|1VULN|1NUKE|1CDMG|1DUR	1FEWX|23ASPD|4NUKE|5CGEN|6DUR|7CDMG|8RCR|9AART|aVULN
536	51213 51111	   	181.93	DCR|2ASPD|1VULN|1AART|1NUKE|1CDMG|1DUR	1FEWX|23ASPD|4NUKE|5RMIN|6DUR|7CDMG|8RCR|9AART|aVULN
537	51216 51111	   	181.93	DCR|2ASPD|1VULN|1AART|1NUKE|1CDMG|1DUR	1FEWX|23ASPD|4NUKE|5DUR|6RMIN|7CDMG|8RCR|9AART|aVULN
538	13225 32424	   	181.93	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR	1AART|2BEXP|3CDMG|4DUST|5LWND|6VULN|7DUR|8RCR|9aASPD
539	35132 53361	   	181.93	DCR|2VULN|2DMG|1CDMG|1ZMB	1DUST|25DMG|3LHND|4aVULN|6LIT|7ZMB|8CDMG|9RCR
540	35332 53361	   	181.93	DCR|2VULN|2DMG|1CDMG|1ZMB	1DUST|23DMG|4aVULN|5LHND|6LIT|7ZMB|8CDMG|9RCR
541	21543 21111	   	181.93	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1BEXP|2ASPD|3MLV|4DMG|5RCVC|6DUST|7CDMG|8RCR|9AART|aVULN
542	24243 21111	   	181.93	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1BEXP|2MLV|3ASPD|4DMG|5RCVC|6DUST|7CDMG|8RCR|9AART|aVULN
543	51543 21111	   	181.93	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1FEWX|2ASPD|3MLV|4DMG|5RCVC|6DUST|7CDMG|8RCR|9AART|aVULN
544	54243 21111	   	181.93	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1FEWX|2MLV|3ASPD|4DMG|5RCVC|6DUST|7CDMG|8RCR|9AART|aVULN
545	13223 14621	   	181.93	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1AART|2BEXP|3CDMG|4DUST|5RCVC|6ASPD|7RPLT|8RCR|9DMG|aVULN
546	15223 14621	   	181.93	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1AART|2FEWX|3CDMG|4DUST|5RCVC|6ASPD|7RPLT|8RCR|9DMG|aVULN
547	31336 31164	   	181.90	DCR|3VULN|1ASPD|1CDMG|1DUR|1SELL	1DUST|2ASPD|3AELBLL|45aVULN|6DUR|7SELL|8RCR|9CDMG
548	14363 33353	   	181.88	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2RCVC|3CDMG|4RMIN|5VULN|6DMG|7LIT|8RCR|9ZMB|aDUR
549	31236 31124	   	181.86	DCR|2VULN|2ASPD|1DMG|1DUR|2SELL	1DUST|23ASPD|45VULN|6DUR|79SELL|8RCR|aDMG
550	15345 13212	   	181.86	DCR|2VULN|2ASPD|1AART	1AART|27FEWX|3LIT|48ASPD|5LWND|6RCR|9aVULN
551	31243 26141	   	181.83	ACR|2VULN|2ASPD|1AART|1DMG|1DUR	1DUST|23ASPD|4RCR|5RMIN|6DUR|7aVULN|8DMG|9AART
552	31246 42132	   	181.83	ACR|2VULN|2ASPD|1AART|1DMG|1DUR	1DUST|23ASPD|4RCR|59VULN|6CGEN|7DUR|8DMG|aAART
553	21214 51111	   	181.83	DCR|2ASPD|1VULN|1AART|1NUKE|1CDMG|1DUR	1BEXP|23ASPD|4NUKE|5ERES|6DUR|7CDMG|8RCR|9AART|aVULN
554	51214 51111	   	181.83	DCR|2ASPD|1VULN|1AART|1NUKE|1CDMG|1DUR	1FEWX|23ASPD|4NUKE|5ERES|6DUR|7CDMG|8RCR|9AART|aVULN
555	31212 31111	   	181.83	DCR|2ASPD|1AART|1VULN|1NUKE|1CDMG|1DUR	1DUST|23ASPD|4NUKE|5CGEN|6DUR|7CDMG|8RCR|9AART|aVULN
556	31213 31111	   	181.83	DCR|2ASPD|1VULN|1AART|1NUKE|1CDMG|1DUR	1DUST|23ASPD|4NUKE|5RMIN|6DUR|7CDMG|8RCR|9AART|aVULN
557	31216 51111	   	181.83	DCR|2ASPD|1VULN|1AART|1NUKE|1CDMG|1DUR	1DUST|23ASPD|4NUKE|5DUR|6RMIN|7CDMG|8RCR|9AART|aVULN
558	14625 23232	   	181.83	ACR|2DMG|2ASPD|1AART|3DUR|1ZMB	1AART|2RCVC|3RCR|49DMG|5LEGI|689DUR|79ASPD|9BPWR|aZMB
559	14621 23232	   	181.83	ACR|2DMG|2ASPD|1AART|3DUR|1ZMB	1AART|2RCVC|3RCR|49DMG|5DUST|689DUR|79ASPD|9BPWR|aZMB
560	13234 15162	   	181.79	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC	1AART|2BEXP|3CDMG|4LIT|59VULN|6AAC|7RCR|8RMIN|aASPD
561	13341 22343	   	181.79	DCR|2VULN|1AART|1ASPD|1CDMG	1AART|2BEXP|3LIT|4ASPD|5DUST|68VULN|7RCR|9CDMG|aMLV
562	13341 22344	   	181.79	DCR|2VULN|1AART|1ASPD|1CDMG	1AART|2BEXP|3LIT|4ASPD|5DUST|68VULN|7RCR|9CDMG|aLWND
563	13341 22345	   	181.79	DCR|2VULN|1AART|1ASPD|1CDMG	1AART|2BEXP|3aLIT|4ASPD|5DUST|68VULN|7RCR|9CDMG
564	15341 22343	   	181.79	DCR|2VULN|1AART|1ASPD|1CDMG	1AART|2FEWX|3LIT|4ASPD|5DUST|68VULN|7RCR|9CDMG|aMLV
565	13341 11212	   	181.76	DCR|2VULN|2ASPD|1AART	1AART|27BEXP|3LIT|48ASPD|5DUST|6RCR|9aVULN
566	13341 16212	   	181.76	DCR|2VULN|2ASPD|1AART	1AART|2BEXP|3LIT|48ASPD|5DUST|6RCR|7DMSP|9aVULN
567	15341 13212	   	181.76	DCR|2VULN|2ASPD|1AART	1AART|27FEWX|3LIT|48ASPD|5DUST|6RCR|9aVULN
568	15341 16212	   	181.76	DCR|2VULN|2ASPD|1AART	1AART|2FEWX|3LIT|48ASPD|5DUST|6RCR|7DMSP|9aVULN
569	31214 31111	   	181.73	DCR|2ASPD|1VULN|1AART|1NUKE|1CDMG|1DUR	1DUST|23ASPD|4NUKE|5ERES|6DUR|7CDMG|8RCR|9AART|aVULN
570	11131 56432	   	181.69	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2AME|3DUST|4DMG|5FEWX|6TLV|7RCR|8CDMG|9aVULN
571	13234 15363	   	181.69	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	1AART|2BEXP|3CDMG|4LIT|59VULN|6AAC|7RCR|8DMG|aDUST
572	25242 51113	   	181.69	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1aBEXP|24DMG|3ASPD|5CGEN|6DUR|7CDMG|8RCR|9AART
573	25243 51112	   	181.69	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1BEXP|24DMG|3ASPD|5RMIN|6DUR|7CDMG|8RCR|9AART|aDMSP
574	25243 51133	   	181.69	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1BEXP|24DMG|3ASPD|5RMIN|6DUR|7CDMG|8RCR|9MULFIG|aVULN
575	13633 15224	   	181.69	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1AART|2BEXP|34DMG|5DUR|6ASPD|7RPLT|8RCR|9CDMG|aCGEN
576	13633 15226	   	181.69	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1AART|2BEXP|34DMG|5DUR|6ASPD|7RPLT|8RCR|9CDMG|aLWND
577	35336 31163	   	181.66	DCR|2VULN|2DMG|1CDMG|1DUR|1SELL	1DUST|23DMG|45VULN|6DUR|7SELL|8RCR|9CDMG|aFEWX
578	25336 21161	   	181.66	DCR|2VULN|2DMG|1CDMG|1DUR|1SELL	1BEXP|23DMG|45VULN|6DUST|7SELL|8RCR|9CDMG|aDUR
579	31223 31166	   	181.59	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR|1SELL	14DUST|23ASPD|5VULN|6DUR|7SELL|8RCR|9CDMG|aAART
580	25242 51133	   	181.59	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1BEXP|24DMG|3ASPD|5CGEN|6DUR|7CDMG|8RCR|9TSLARM|aVULN
581	25243 51113	   	181.59	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1BEXP|24DMG|3ASPD|5RMIN|6DUR|7CDMG|8RCR|9AART|aLEGI
582	35242 31113	   	181.59	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1DUST|24DMG|3ASPD|5CGEN|6DUR|7CDMG|8RCR|9AART|aBEXP
583	35242 31114	   	181.59	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1DUST|24DMG|3ASPD|5CGEN|6DUR|7CDMG|8RCR|9AART|aFEWX
584	35243 31112	   	181.59	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1DUST|24DMG|3ASPD|5RMIN|6DUR|7CDMG|8RCR|9AART|aDMSP
585	35243 31114	   	181.59	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1DUST|24DMG|3ASPD|5RMIN|6DUR|7CDMG|8RCR|9AART|aFEWX
586	35243 31116	   	181.59	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1DUST|24DMG|3ASPD|5RMIN|6DUR|7CDMG|8RCR|9AART|aAELBLL
587	35243 31133	   	181.59	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUST|24DMG|3ASPD|5RMIN|6DUR|7CDMG|8RCR|9MULFIG|aVULN
588	35243 31162	   	181.59	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUST|24DMG|3ASPD|5RMIN|6DUR|7CDMG|8RCR|9VULN|aLHND
589	35243 31163	   	181.59	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUST|24DMG|3ASPD|5RMIN|6DUR|7CDMG|8RCR|9VULN|aCGEN
590	13345 22251	   	181.57	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1AART|2BEXP|3LIT|4ASPD|5LWND|6VULN|7RCR|8BELT|9CDMG|aDMG
591	25122 25221	   	181.57	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	16BEXP|2DMG|3LHND|4RPLT|5AART|7RCR|8ASPD|9CDMG|aVULN
592	25122 65221	   	181.57	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1BEXP|2DMG|3LHND|46RPLT|5AART|7RCR|8ASPD|9CDMG|aVULN
593	35323 31164	   	181.56	DCR|2VULN|2DMG|1CDMG|1DUR|1SELL	14DUST|23DMG|5aVULN|6DUR|7SELL|8RCR|9CDMG
594	35222 36521	   	181.55	DCR|2DMG|2ASPD|1VULN|1DUR	1DUST|28DMG|35ASPD|4MLV|6DUR|7RCR|9LHND|aVULN
595	35244 31113	   	181.49	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1DUST|24DMG|3ASPD|5ERES|6DUR|7CDMG|8RCR|9AART|aBEXP
596	13631 13743	   	181.49	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1AART|2BEXP|34DMG|5DUST|6ASPD|7MBVNT|8RCR|9CDMG|aDUR
597	13631 53743	   	181.49	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1AART|2BEXP|34DMG|5DUST|6MBVNT|7ASPD|8RCR|9CDMG|aDUR
598	35242 31115	   	181.49	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1aDUST|24DMG|3ASPD|5CGEN|6DUR|7CDMG|8RCR|9AART
599	35242 31116	   	181.49	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1DUST|24DMG|3ASPD|5CGEN|6DUR|7CDMG|8RCR|9AART|aTLV
600	35242 31133	   	181.49	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUST|24DMG|3ASPD|5CGEN|6DUR|7CDMG|8RCR|9TSLARM|aVULN
601	35243 31113	   	181.49	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1DUST|24DMG|3ASPD|5RMIN|6DUR|7CDMG|8RCR|9AART|aLEGI
602	35243 31115	   	181.49	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1aDUST|24DMG|3ASPD|5RMIN|6DUR|7CDMG|8RCR|9AART
603	35243 31161	   	181.49	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR|1MSE	1DUST|24DMG|3ASPD|5RMIN|6DUR|7CDMG|8RCR|9VULN|aMSE
604	25331 36316	   	181.48	DCR|2DMG|1VULN|1AART|1ZMB|1DUR	1BEXP|23DMG|4VULN|5MLV|6ZMB|7RCR|8AART|9LHND|aDUR
605	25331 36326	   	181.48	DCR|2DMG|1VULN|1AART|1ZMB|1DUR	1BEXP|23DMG|4VULN|5MLV|6ZMB|7RCR|8AART|9FEWX|aDUR
606	21122 36423	   	181.47	DCR|3VULN|1AART|1ASPD	1BEXP|2ASPD|3LHND|4RPLT|5AART|69aVULN|7BELT|8RCR
607	11236 26422	   	181.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1AART|2AME|3ERES|4ASPD|5LHND|6BEXP|7RCR|8CDMG|9DMG|aVULN
608	13342 45312	   	181.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1AART|2BEXP|3LIT|4ASPD|5CDMG|6FEWX|7RCR|8DMG|9TLV|aVULN
609	35122 65221	   	181.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1DUST|2DMG|3LHND|46RPLT|5AART|7RCR|8ASPD|9CDMG|aVULN
610	13345 22113	   	181.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1AART|2BEXP|3LIT|4ASPD|5LWND|6VULN|7RCR|8AAC|9CDMG|aDMG
611	15345 22113	   	181.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1AART|2FEWX|3LIT|4ASPD|5LWND|6VULN|7RCR|8AAC|9CDMG|aDMG
612	31212 36524	 * 	181.45	DCR|2DMG|2ASPD|1VULN|1NUKE|1DUR	1DUST|23ASPD|4NUKE|5CGEN|6DUR|7RCR|8aDMG|9VULN
613	31213 36524	   	181.45	DCR|2DMG|2ASPD|1VULN|1NUKE|1DUR	1DUST|23ASPD|4NUKE|5RMIN|6DUR|7RCR|8aDMG|9VULN
614	35222 36224	   	181.45	DCR|2DMG|2ASPD|1VULN|1DUR	1DUST|2aDMG|35ASPD|4MLV|6DUR|7RCR|8ERES|9VULN
615	25243 51121	   	181.44	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR|1SELL	1BEXP|24DMG|3ASPD|5RMIN|6DUR|7CDMG|8RCR|9SELL|aAART
616	35244 31133	   	181.39	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUST|24DMG|3ASPD|5ERES|6DUR|7CDMG|8RCR|9TSLARM|aVULN
617	33112 36542	   	181.38	DCR|2DMG|1VULN|1AART|1ZMB|1DUR	1DUST|2AELBLL|3ZMB|48DMG|5CGEN|6DUR|7RCR|9VULN|aAART
618	35331 36316	   	181.38	DCR|2DMG|1VULN|1AART|1ZMB|1DUR	1DUST|23DMG|4VULN|5MLV|6ZMB|7RCR|8AART|9LHND|aDUR
619	35331 36326	   	181.38	DCR|2DMG|1VULN|1AART|1ZMB|1DUR	1DUST|23DMG|4VULN|5MLV|6ZMB|7RCR|8AART|9FEWX|aDUR
620	11231 26422	   	181.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1AART|2AME|3ERES|4ASPD|5DUST|6BEXP|7RCR|8CDMG|9DMG|aVULN
621	13342 25312	   	181.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1AART|2BEXP|3LIT|4ASPD|5CDMG|6DUST|7RCR|8DMG|9TLV|aVULN
622	15342 25312	   	181.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1AART|2FEWX|3LIT|4ASPD|5CDMG|6DUST|7RCR|8DMG|9TLV|aVULN
623	16231 26422	   	181.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1AART|2MLV|3ERES|4ASPD|5DUST|6BEXP|7RCR|8CDMG|9DMG|aVULN
624	35242 31124	   	181.34	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR|1SELL	1DUST|24DMG|3ASPD|5CGEN|6DUR|7CDMG|8RCR|9SELL|aVULN
625	35243 31121	   	181.34	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR|1SELL	1DUST|24DMG|3ASPD|5RMIN|6DUR|7CDMG|8RCR|9SELL|aAART
626	35243 31124	   	181.34	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR|1SELL	1DUST|24DMG|3ASPD|5RMIN|6DUR|7CDMG|8RCR|9SELL|aVULN
